,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant11_trial01,205.21149897330596,487.0,99938.0,161991.0,29.025110782865582,677.0,19650.0,84/16
participant11_trial02,288.36655948553056,311.0,89682.0,122593.0,30.09685230024213,413.0,12430.0,88/12
participant11_trial03,269.7929936305732,314.0,84715.0,118855.0,31.605263157894736,380.0,12010.0,88/12
Mean participant11,254.45701736313654,370.6666666666667,91445.0,134479.66666666666,30.24240874700082,490.0,14696.666666666666,87/13
Standard Deviation participant11,43.647281109531534,100.75878787149702,7763.121730335033,23898.70827750599,1.2962201120901138,162.78513445643617,4294.8496287219805,2
