start_time	end_time	Carton	Instructions	Phone	ReservoirUnit	YpsoPod
0.27	0.4	0.0	251.3	433.7	259.0	1600.0
0.415	0.575	0.0	233.1	432.3	271.4	1600.0
0.63	1.24	411.0	1600.0	1600.0	1600.0	1600.0
1.269	1.439	492.1	1600.0	1600.0	1600.0	1600.0
1.665	1.845	715.3	1600.0	1600.0	727.1	1600.0
1.868	2.118	788.7	1224.9	445.7	446.4	1600.0
2.168	2.758	157.3	1600.0	1600.0	1600.0	1600.0
2.784	3.044	1600.0	1600.0	1600.0	1600.0	1600.0
3.066	3.306	666.8	1600.0	1600.0	1600.0	1600.0
3.334	3.774	159.8	1600.0	1600.0	1600.0	1600.0
4.066	4.296	120.5	127.1	402.4	338.3	1600.0
4.514	4.934	486.7	0.0	201.5	436.2	570.2
4.947	5.996	521.3	0.0	222.8	451.6	1600.0
6.036	6.536	538.4	0.0	256.6	486.7	1600.0
6.552	7.611	402.4	0.0	246.8	378.8	1600.0
7.643	7.833	186.3	103.1	220.6	138.6	1600.0
7.892	8.332	205.8	402.8	404.4	122.1	1600.0
8.382	9.032	178.0	72.2	395.0	348.5	1600.0
9.095	9.905	303.9	0.0	145.0	1600.0	191.5
9.964	10.734	207.2	62.1	192.3	1600.0	149.3
10.794	11.324	331.4	1600.0	1600.0	1600.0	1600.0
11.343	11.583	0.0	1600.0	1600.0	1600.0	1600.0
11.849	12.179	245.4	1600.0	1600.0	1600.0	1600.0
12.203	12.483	256.3	1600.0	1600.0	1600.0	1600.0
12.502	12.782	133.2	1600.0	1600.0	1600.0	1600.0
12.82	14.749	166.0	1600.0	1600.0	1600.0	1600.0
14.767	15.497	699.7	1600.0	1600.0	1600.0	1600.0
15.519	16.998	688.5	1600.0	1600.0	1600.0	1600.0
17.017	18.386	751.0	1600.0	1600.0	1600.0	1600.0
18.589	18.849	475.5	0.0	177.8	427.8	1600.0
18.866	19.116	550.2	35.0	180.6	473.0	1600.0
19.139	19.259	455.3	0.0	144.5	381.7	1600.0
19.279	19.569	428.9	0.0	163.0	350.0	1600.0
19.595	19.925	564.4	0.0	203.9	464.0	1600.0
19.944	20.374	589.6	139.0	25.0	318.0	1600.0
20.505	21.934	1600.0	311.5	0.0	310.7	1600.0
21.943	22.173	1600.0	392.0	0.0	396.8	1600.0
22.197	22.907	1600.0	437.0	0.0	422.4	1600.0
22.914	23.783	1600.0	434.0	0.0	408.6	1600.0
23.796	26.934	1600.0	506.0	0.0	450.6	1600.0
26.944	27.953	1600.0	446.4	0.0	411.9	1600.0
27.984	29.423	1600.0	1600.0	0.0	354.5	1600.0
29.44	30.769	1600.0	450.8	0.0	431.9	1600.0
30.782	31.262	1600.0	443.0	0.0	379.5	1600.0
31.288	31.798	1600.0	332.0	0.0	391.8	1600.0
31.821	32.471	1600.0	319.8	0.0	329.2	1600.0
32.528	32.678	1600.0	5.0	171.1	425.5	1600.0
32.7	32.88	1600.0	0.0	252.1	480.7	1600.0
32.886	33.076	1600.0	0.0	271.2	551.5	1600.0
33.089	33.469	1600.0	0.0	285.6	507.9	1600.0
33.49	33.9	1600.0	0.0	279.0	376.5	1600.0
33.927	34.277	1600.0	0.0	274.6	499.4	1600.0
34.289	34.879	1600.0	0.0	277.0	404.6	1600.0
34.917	35.087	1600.0	0.0	272.6	541.3	1600.0
35.1	35.33	1600.0	0.0	231.7	479.3	1600.0
35.345	35.645	1600.0	0.0	297.6	569.1	1600.0
35.669	35.839	1600.0	0.0	224.7	440.1	1600.0
35.855	36.035	1600.0	0.0	231.8	357.3	1600.0
36.088	36.388	1600.0	334.0	0.0	344.0	1600.0
36.396	37.196	1600.0	291.0	0.0	340.0	1600.0
37.228	37.388	1600.0	503.0	0.0	439.7	1600.0
37.405	37.695	1600.0	488.0	0.0	442.4	1600.0
37.713	38.283	1600.0	386.2	0.0	379.2	1600.0
38.293	39.502	1600.0	389.0	0.0	393.2	1600.0
39.517	39.877	1600.0	433.0	0.0	409.2	1600.0
39.895	40.585	1600.0	321.6	0.0	355.9	1600.0
40.606	42.155	1600.0	306.3	0.0	362.5	1600.0
42.181	44.12	1600.0	1600.0	0.0	478.0	1600.0
44.143	44.453	1600.0	388.1	0.0	415.8	1600.0
44.461	45.321	1600.0	412.1	0.0	366.0	1600.0
45.351	45.841	1600.0	1600.0	0.0	408.1	1600.0
45.873	46.732	1600.0	452.8	0.0	338.1	1600.0
46.758	47.757	1600.0	1600.0	0.0	344.9	1600.0
47.821	48.341	1600.0	345.8	290.1	0.0	1600.0
48.391	48.671	255.4	131.0	224.3	152.7	1600.0
