,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
Mean group_difficult,175.9886756890372,32.2659470292182,28.75,47.75,76/24,67673.25,5030.0,1532.5
Mean group_easy,172.53044871794873,33.72814685314685,29.75,39.75,79/21,71550.75,5147.5,1337.5
Mean All Groups,174.25956220349298,32.997046941182525,29.25,43.75,78/22,69612.0,5088.75,1435.0
Standard Deviation All Groups,2.445335742138868,1.033931410949729,0.7071067811865476,5.656854249492381,2,2741.806544050838,83.08504678941934,137.88582233137677
