,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant19_trial01,139.84938704028022,571.0,79854.0,142413.0,32.30103806228374,578.0,18670.0,81/19
participant19_trial02,153.41057934508817,397.0,60904.0,108822.0,34.895591647331784,431.0,15040.0,80/20
participant19_trial03,145.5990099009901,404.0,58822.0,108971.0,34.13566739606127,457.0,15600.0,79/21
Mean participant19,146.28632542878617,457.3333333333333,66526.66666666667,120068.66666666667,33.77743236855893,488.6666666666667,16436.666666666668,80/20
Standard Deviation participant19,6.806672179417616,98.500423010936,11588.660031829968,19350.903708440423,1.33385768641884,78.4495591659592,1954.2858883319332,1
