,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant10_trial01,156.50580046403712,431.0,67454.0,107792.0,29.69788519637462,331.0,9830.0,87/13
participant10_trial02,170.9498432601881,319.0,54533.0,80888.0,30.414937759336098,241.0,7330.0,88/12
participant10_trial03,160.73584905660377,265.0,42595.0,71113.0,29.399141630901287,233.0,6850.0,86/14
Mean participant10,162.73049759360967,338.3333333333333,54860.666666666664,86597.66666666667,29.83732152887067,268.3333333333333,8003.333333333333,87/13
Standard Deviation participant10,7.4257363381616885,84.67191584777879,12432.738810629513,18994.406553860357,0.522055851179497,54.41813423238005,1600.041666124146,1
