,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant29_trial01,249.35,500.0,124675.0,188856.0,35.27439024390244,656.0,23140.0,84/16
participant29_trial02,234.50938337801608,373.0,87472.0,126722.0,33.990719257540604,431.0,14650.0,86/14
participant29_trial03,240.00862068965517,232.0,55682.0,82427.0,35.58730158730159,315.0,11210.0,83/17
Mean participant29,241.28933468922378,368.3333333333333,89276.33333333333,132668.33333333334,34.950803696248215,467.3333333333333,16333.333333333334,84/16
Standard Deviation participant29,7.50274261131851,134.06093142050497,34531.8726155031,53463.09166456176,0.8460496287413284,173.37916060857293,6140.556435155802,2
