,App,Cap,Gauge,Pad,Pen,Safety,Tip
Average Dwelltime [ms],0.0,0.0,1307.3999999999996,0.0,153.33333333333212,0.0,0.0
Average Fixation Time [ms],0.0,0.0,98.19672131147547,0.0,87.99999999999928,0.0,0.0
Hits,0.0,0.0,61.0,0.0,5.0,0.0,0.0
Relative Dwelltime [%],0.0,0.0,276.68074412408566,0.0,23.31925587591433,0.0,0.0
Revisits,0.0,0.0,5.0,0.0,3.0,0.0,0.0
Total Dwelltime [ms],0.0,0.0,6536.999999999998,0.0,459.99999999999636,0.0,0.0
Total Fixation Time [ms],0.0,0.0,5990.000000000004,0.0,439.99999999999636,0.0,0.0
