,App,Cap,Gauge,Pad,Pen,Safety,Tip
Hits,135.0,22.0,64.0,21.0,81.0,89.0,62.0
Total Fixation Time [ms],13337.999999999996,2029.9999999999777,6240.000000000004,1950.0000000000146,7439.999999999982,8638.999999999982,5810.00000000002
Average Dwelltime [ms],6918.500000000002,348.4285714285703,1373.3999999999996,647.0000000000036,446.74999999999915,666.1428571428564,419.1333333333333
Total Dwelltime [ms],13837.000000000004,2438.9999999999923,6866.999999999998,2588.0000000000146,8934.999999999982,9325.999999999989,6287.0
Revisits,2.0,7.0,5.0,4.0,20.0,14.0,15.0
Average Fixation Time [ms],98.79999999999997,92.27272727272626,97.50000000000006,92.85714285714354,91.85185185185162,97.06741573033688,93.70967741935516
Time to First Fixation [ms],19938.0,2409.0000000000005,14332.0,33400.99999999999,1669.0,5867.000000000001,12263.0
Relative Dwelltime [%],27.520435967302475,4.850931800552902,13.657789534398063,5.147278187712596,17.770838719942695,18.548499373495883,12.504226416595404
