,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
participant02_trial01,3274.666666666666,0.3349778233354191,0.28093522376701774,3.0,92.0
participant02_trial02,2555.6666666666656,0.21727596995024875,0.34871435785901284,3.0,74.0
Mean participant02,2915.166666666666,0.2761268966428339,0.3148247908130153,3.0,83.0
Standard Deviation participant02,508.40977567312797,0.08322777868687874,0.04792708533940204,0.0,12.727922061357855
