,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],0.0,734.4999999999998,0.0,0.0,1164.25,0.0,0.0
Mean Average Fixation Time [ms],0.0,94.99999999999977,0.0,0.0,93.64583333333333,0.0,0.0
Mean Hits,0.0,6.5,0.0,0.0,19.0,0.0,0.0
Mean Relative Dwelltime [%],0.0,34.33174720898995,0.0,0.0,65.66825279101005,0.0,0.0
Mean Revisits,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Mean Total Dwelltime [ms],0.0,734.4999999999998,0.0,0.0,2328.5,0.0,0.0
Mean Total Fixation Time [ms],0.0,589.9999999999998,0.0,0.0,1804.9999999999998,0.0,0.0
Standard Deviation Average Dwelltime [ms],0.0,897.3185053257291,0.0,0.0,1152.2304999434791,0.0,0.0
Standard Deviation Average Fixation Time [ms],0.0,7.071067811865154,0.0,0.0,2.7989643421967374,0.0,0.0
Standard Deviation Hits,0.0,7.7781745930520225,0.0,0.0,18.384776310850235,0.0,0.0
Standard Deviation Relative Dwelltime [%],0.0,45.067421137080174,0.0,0.0,45.06742113708017,0.0,0.0
Standard Deviation Revisits,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Standard Deviation Total Dwelltime [ms],0.0,897.3185053257291,0.0,0.0,2304.4609998869582,0.0,0.0
Standard Deviation Total Fixation Time [ms],0.0,692.9646455628169,0.0,0.0,1774.838020778234,0.0,0.0
