,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],0.0,525.716666666666,0.0,0.0,510.8749999999991,0.0,0.0
Mean Average Fixation Time [ms],0.0,92.02380952380886,0.0,0.0,93.23076923076894,0.0,0.0
Mean Hits,0.0,24.5,0.0,0.0,15.5,0.0,0.0
Mean Relative Dwelltime [%],0.0,64.55969764801708,0.0,0.0,35.44030235198292,0.0,0.0
Mean Revisits,0.0,5.5,0.0,0.0,3.0,0.0,0.0
Mean Total Dwelltime [ms],0.0,2823.4999999999964,0.0,0.0,1703.4999999999964,0.0,0.0
Mean Total Fixation Time [ms],0.0,2254.9999999999854,0.0,0.0,1394.9999999999927,0.0,0.0
Standard Deviation Average Dwelltime [ms],0.0,192.1680529004649,0.0,0.0,241.65374247050133,0.0,0.0
Standard Deviation Average Fixation Time [ms],0.0,0.16835875742591802,0.0,0.0,6.744710835933615,0.0,0.0
Standard Deviation Hits,0.0,4.949747468305833,0.0,0.0,14.849242404917497,0.0,0.0
Standard Deviation Relative Dwelltime [%],0.0,26.006183763001395,0.0,0.0,26.006183763001395,0.0,0.0
Standard Deviation Revisits,0.0,0.7071067811865476,0.0,0.0,1.4142135623730951,0.0,0.0
Standard Deviation Total Dwelltime [ms],0.0,685.1864709697697,0.0,0.0,1447.4475810888575,0.0,0.0
Standard Deviation Total Fixation Time [ms],0.0,459.6194077712662,0.0,0.0,1279.8632739476407,0.0,0.0
