,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
participant02_trial01,569.7142857142857,0.0,0.4432690859695383,7.0,33.0
participant02_trial02,506.59999999999854,0.0,0.48947888138227774,10.0,47.0
Mean participant02,538.1571428571422,0.0,0.466373983675908,8.5,40.0
Standard Deviation participant02,44.628539418317665,0.0,0.032675259693591086,2.1213203435596424,9.899494936611665
