,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],0.0,0.0,970.5749999999998,0.0,174.16666666666697,0.0,0.0
Mean Average Fixation Time [ms],0.0,0.0,96.84345869495343,0.0,92.75000000000009,0.0,0.0
Mean Hits,0.0,0.0,56.0,0.0,4.5,0.0,0.0
Mean Relative Dwelltime [%],0.0,0.0,279.6106149770225,0.0,20.38938502297747,0.0,0.0
Mean Revisits,0.0,0.0,6.5,0.0,2.5,0.0,0.0
Mean Total Dwelltime [ms],0.0,0.0,5803.499999999999,0.0,425.0,0.0,0.0
Mean Total Fixation Time [ms],0.0,0.0,5430.000000000002,0.0,415.0,0.0,0.0
Standard Deviation Average Dwelltime [ms],0.0,0.0,476.3424831463175,0.0,29.462782549441624,0.0,0.0
Standard Deviation Average Fixation Time [ms],0.0,0.0,1.9138023457379818,0.0,6.717514421273353,0.0,0.0
Standard Deviation Hits,0.0,0.0,7.0710678118654755,0.0,0.7071067811865476,0.0,0.0
Standard Deviation Relative Dwelltime [%],0.0,0.0,4.143463096224933,0.0,4.143463096224934,0.0,0.0
Standard Deviation Revisits,0.0,0.0,2.1213203435596424,0.0,0.7071067811865476,0.0,0.0
Standard Deviation Total Dwelltime [ms],0.0,0.0,1037.325648000664,0.0,49.497474683053184,0.0,0.0
Standard Deviation Total Fixation Time [ms],0.0,0.0,791.9595949289358,0.0,35.35533905932223,0.0,0.0
