,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
participant04_trial01,519.0833333333327,0.0,0.2853715425895241,12.0,59.0
participant04_trial02,544.1818181818155,0.0,0.37762878266890687,11.0,57.0
Mean participant04,531.6325757575742,0.0,0.33150016262921544,11.5,58.0
Standard Deviation participant04,17.747308833870026,0.0,0.06523572007368691,0.7071067811865476,1.4142135623730951
