,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],6505.25,780.8750000000023,1485.083333333333,470.27499999999947,352.58461538461586,672.8555555555549,288.4258373205737
Mean Average Fixation Time [ms],97.07159618904592,93.71723883351815,97.31121495327102,88.75000000000009,94.7535211267606,94.61946428571414,94.61841070023577
Mean Hits,146.0,53.0,83.5,18.0,53.5,106.0,36.0
Mean Relative Dwelltime [%],29.0411008491907,11.647979255146485,16.47172266166524,3.9220412879169215,11.208601136444987,20.55673337960966,7.151821430026002
Mean Revisits,2.5,8.0,6.0,4.5,16.5,16.5,15.0
Mean Time to First Fixation [ms],21992.0,1004.5,14441.5,34475.0,1949.0000000000002,5197.0,6551.0
Mean Total Dwelltime [ms],15622.5,6247.000000000018,8910.499999999998,2113.9999999999964,5988.500000000009,11070.99999999999,3858.999999999992
Mean Total Fixation Time [ms],14172.50000000001,4960.0000000000155,8137.499999999999,1600.0,5065.000000000002,10033.499999999985,3409.999999999991
Standard Deviation Average Dwelltime [ms],1811.961126790528,164.40232662587178,592.4376315041295,6.328605691622928,69.03537897553636,29.33707467722829,165.24645649145174
Standard Deviation Average Fixation Time [ms],0.022135458912507594,0.9918810514979487,0.7229671202038425,1.7677669529652082,0.3485737653736745,0.9043390655103474,1.0570439687290305
Standard Deviation Hits,4.242640687119285,14.142135623730951,33.23401871576773,2.8284271247461903,24.748737341529164,8.48528137423857,7.0710678118654755
Standard Deviation Relative Dwelltime [%],0.689982816178715,2.7729953066706146,6.140443253272219,0.4542767128982022,5.676397450242838,1.1724153019569987,1.3722403049647536
Standard Deviation Revisits,0.7071067811865476,0.0,0.0,0.7071067811865476,4.949747468305833,2.1213203435596424,5.656854249492381
Standard Deviation Time to First Fixation [ms],2254.2564184227135,289.20667350529794,1441.7907268393685,1886.5608922057088,1865.3476887701127,410.1219330881976,473.76154339498686
Standard Deviation Total Dwelltime [ms],70.0035713374682,1315.2186130069742,3554.625789024777,304.0559159102,2884.288560459938,943.280446102857,847.1139238614904
Standard Deviation Total Fixation Time [ms],415.0716805564854,1272.7922061358074,3294.4104935481264,282.84271247459844,2326.3813101037413,898.7327188880973,707.1067811865502
