,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],0.0,0.0,1485.083333333333,0.0,237.50000000000182,0.0,0.0
Mean Average Fixation Time [ms],0.0,0.0,97.31121495327102,0.0,95.00000000000114,0.0,0.0
Mean Hits,0.0,0.0,83.5,0.0,3.0,0.0,0.0
Mean Relative Dwelltime [%],0.0,0.0,285.6191126731347,0.0,14.380887326865311,0.0,0.0
Mean Revisits,0.0,0.0,6.0,0.0,2.0,0.0,0.0
Mean Total Dwelltime [ms],0.0,0.0,8910.499999999998,0.0,475.00000000000364,0.0,0.0
Mean Total Fixation Time [ms],0.0,0.0,8137.499999999999,0.0,280.00000000000364,0.0,0.0
Standard Deviation Average Dwelltime [ms],0.0,0.0,592.4376315041295,0.0,194.45436482630186,0.0,0.0
Standard Deviation Average Fixation Time [ms],0.0,0.0,0.7229671202038425,0.0,7.071067811865154,0.0,0.0
Standard Deviation Hits,0.0,0.0,33.23401871576773,0.0,1.4142135623730951,0.0,0.0
Standard Deviation Relative Dwelltime [%],0.0,0.0,152.53528644564307,0.0,11.113930208333551,0.0,0.0
Standard Deviation Revisits,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Standard Deviation Total Dwelltime [ms],0.0,0.0,3554.625789024777,0.0,388.9087296526037,0.0,0.0
Standard Deviation Total Fixation Time [ms],0.0,0.0,3294.4104935481264,0.0,113.13708498985018,0.0,0.0
