,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],8206.0,0.0,0.0,470.27499999999947,361.5624999999988,0.0,196.025
Mean Average Fixation Time [ms],95.85547785547794,0.0,0.0,88.75000000000009,97.01474201474178,0.0,91.97115384615357
Mean Hits,77.5,0.0,0.0,18.0,24.0,0.0,10.5
Mean Relative Dwelltime [%],76.75010550831982,0.0,0.0,53.05642911571164,42.54157323529074,0.0,27.651892140677795
Mean Revisits,1.0,0.0,0.0,4.5,6.5,0.0,6.5
Mean Total Dwelltime [ms],8206.0,0.0,0.0,2113.9999999999964,2544.4999999999927,0.0,1124.5
Mean Total Fixation Time [ms],7429.000000000007,0.0,0.0,1600.0,2325.0,0.0,954.9999999999964
Standard Deviation Average Dwelltime [ms],141.4213562373095,0.0,0.0,6.328605691622928,183.22904467496448,0.0,141.10315818577558
Standard Deviation Average Fixation Time [ms],0.5670040389931377,0.0,0.0,1.7677669529652082,0.36484625073446536,0.0,6.0512022620775765
Standard Deviation Hits,0.7071067811865476,0.0,0.0,2.8284271247461903,18.384776310850235,0.0,3.5355339059327378
Standard Deviation Relative Dwelltime [%],5.4567237647575935,0.0,0.0,4.913814566790064,28.763227051141044,0.0,18.39268871959339
Standard Deviation Revisits,0.0,0.0,0.0,0.7071067811865476,2.1213203435596424,0.0,2.1213203435596424
Standard Deviation Total Dwelltime [ms],141.4213562373095,0.0,0.0,304.0559159102,1957.97867710555,0.0,501.3387078612622
Standard Deviation Total Fixation Time [ms],111.72287142745392,0.0,0.0,282.84271247459844,1774.8380207782445,0.0,261.6295090390174
