,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
participant04_trial01,1269.0,0.0,0.3819622052772251,3.0,33.0
participant04_trial02,761.3333333333334,0.0,0.39059927917063747,6.0,41.0
Mean participant04,1015.1666666666667,0.0,0.3862807422239313,4.5,37.0
Standard Deviation participant04,358.9745425823706,0.0,0.0061073335196412,2.1213203435596424,5.656854249492381
