,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],0.0,1141.8333333333335,0.0,0.0,950.9999999999997,0.0,0.0
Mean Average Fixation Time [ms],0.0,94.70961887477317,0.0,0.0,92.26190476190476,0.0,0.0
Mean Hits,0.0,24.0,0.0,0.0,13.0,0.0,0.0
Mean Relative Dwelltime [%],0.0,67.47328809911875,0.0,0.0,32.52671190088125,0.0,0.0
Mean Revisits,0.0,2.5,0.0,0.0,2.0,0.0,0.0
Mean Total Dwelltime [ms],0.0,2853.500000000001,0.0,0.0,1333.9999999999995,0.0,0.0
Mean Total Fixation Time [ms],0.0,2265.000000000001,0.0,0.0,1200.0,0.0,0.0
Standard Deviation Average Dwelltime [ms],0.0,3.0641293851415723,0.0,0.0,803.2733034279179,0.0,0.0
Standard Deviation Average Fixation Time [ms],0.0,2.2714682444649026,0.0,0.0,0.8417937871269071,0.0,0.0
Standard Deviation Hits,0.0,7.0710678118654755,0.0,0.0,1.4142135623730951,0.0,0.0
Standard Deviation Relative Dwelltime [%],0.0,10.427664063072482,0.0,0.0,10.427664063072468,0.0,0.0
Standard Deviation Revisits,0.0,0.7071067811865476,0.0,0.0,1.4142135623730951,0.0,0.0
Standard Deviation Total Dwelltime [ms],0.0,799.7377695219853,0.0,0.0,261.6295090390228,0.0,0.0
Standard Deviation Total Fixation Time [ms],0.0,615.1828996322977,0.0,0.0,141.4213562373104,0.0,0.0
