,Carton,Instructions,Phone,ReservoirUnit,YpsoPod,IFU,Pump Unit,skin
mean_hits,,,,,,,,
median_hits,,,,,,,,
std_hits,,,,,,,,
mean_dwelltime,1.5032222222222333,22.023222222222252,168.08255555555544,0.8454444444444458,10.75044444444445,0.0,0.0,3.5800000000000267
median_dwelltime,0.9200000000000124,16.957000000000082,175.75100000000023,0.46000000000000796,11.364999999999924,0.0,0.0,3.5800000000000267
std_dwelltime,1.2709232645775463,10.285090784453198,30.67008322906493,0.9506217848217956,7.489898716122798,,,
mean_rel_dwelltime,0.7656884805324461,11.12846992328463,82.39253584799944,0.45777607179040974,5.0242258724146565,0.0,0.0,2.0817342358058406
median_rel_dwelltime,0.5095682516824124,10.125285178454076,84.94982792622093,0.1930736911912267,4.869990744232255,0.0,0.0,2.0817342358058406
std_rel_dwelltime,0.657699800791562,5.385976885661363,5.096381562422692,0.5212239006292677,3.3253164150429595,,,
