Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
49.991	89.991	40
59.976	99.976	40
69.971	109.971	40
79.962	119.962	40
279.857	309.857	30
289.853	319.853	30
299.841	329.841	30
319.825	339.825	20
329.818	349.818	20
479.723	499.723	20
489.718	509.718	20
1269.276	1299.276	30
1279.268	1309.268	30
1289.263	1319.263	30
1788.963	1808.963	20
1798.957	1818.957	20
2018.833	2038.833	20
2028.823	2048.8230000000003	20
3497.993	3517.993	20
3507.983	3527.983	20
4167.592	4217.592	50
4177.578	4227.578	50
4187.571	4237.571	50
4197.565	4247.565	50
4207.586	4257.586	50
4277.526	4307.526	30
4287.522	4317.522	30
4297.51	4327.51	30
4967.137	4987.137	20
4977.124	4997.124	20
6176.429	6206.429	30
6186.422	6216.422	30
6196.415	6226.415	30
7425.69	7455.69	30
7435.687	7465.687	30
7445.709	7475.709	30
13961.918	14001.918	40
13971.909	14011.909	40
13981.897	14021.897	40
13991.89	14031.89	40
14341.688	14361.688	20
14351.685	14371.685	20
16820.262	16870.262	50
16830.254	16880.254	50
16840.248	16890.248	50
16850.237	16900.237	50
16860.226	16910.226	50
20298.243	20318.243	20
20308.235	20328.235	20
20468.135	20498.135	30
20478.156	20508.156	30
20488.147	20518.147	30
20747.991	20827.991	80
20757.982	20837.982	80
20767.974	20847.974	80
20777.962	20857.962	80
20787.96	20867.96	80
20797.951	20877.951	80
20807.938	20887.938	80
20817.931	20897.931	80
28643.412	28693.412	50
28653.405	28703.405	50
28663.397	28713.397	50
28673.392	28723.392	50
28683.379	28733.379	50
28793.319	28813.319	20
28803.31	28823.31	20
28823.295	28843.295	20
28833.287	28853.287	20
28863.261	28883.261	20
28873.256	28893.256	20
32681.08	32711.08	30
32691.069	32721.069	30
32701.066	32731.066	30
32890.932	32900.932	10
32990.888	33010.888	20
33000.874	33020.874	20
33050.832	33080.832	30
33060.855	33090.855	30
33070.851	33100.851	30
33100.824	33160.824	60
33110.815	33170.815	60
33120.806	33180.806	60
33130.795	33190.795	60
33140.793	33200.793	60
33150.781	33210.781	60
33220.754	33230.754	10
33250.726	33270.726	20
33260.719	33280.719	20
37888.046	37918.046	30
37898.038	37928.038	30
37908.031	37938.031	30
40366.619	40416.619	50
40376.611	40426.611	50
40386.605	40436.605	50
40396.593	40446.593	50
40406.586	40456.586	50
40666.432	40676.432	10
41605.89	41645.89	40
41615.881	41655.881	40
41625.873	41665.873	40
41635.863	41675.863	40
41745.806	41765.806	20
41755.796	41775.796	20
48911.651	48951.651	40
48921.644	48961.644	40
48931.637	48971.637	40
48941.627	48981.627	40
49011.599	49041.599	30
49021.594	49051.594	30
49031.581	49061.581	30
49181.489	49241.489	60
49191.477	49251.477	60
49201.47	49261.47	60
49211.463	49271.463	60
49221.459	49281.459	60
49231.444	49291.444	60
52069.809	52079.809	10
52609.51	52659.51	50
52619.507	52669.507	50
52629.493	52679.493	50
52639.486	52689.486	50
52649.48	52699.48	50
52859.365	52889.365	30
52869.356	52899.356	30
52879.344	52909.344	30
53419.022	53479.022	60
53429.009	53489.009	60
53439.002	53499.002	60
53449.025	53509.025	60
53459.016	53519.016	60
53469.007	53529.007	60
60584.867	60624.867	40
60594.857	60634.857	40
60604.854	60644.854	40
60614.844	60654.844	40
61164.536	61204.536	40
61174.533	61214.533	40
61184.519	61224.519	40
61194.509	61234.509	40
61264.481	61284.481	20
61274.475	61294.475	20
61304.449	61314.449	10
61354.408	61364.408	10
61664.239	61684.239	20
61674.234	61694.234	20
61774.185	61794.185	20
61784.17	61804.17	20
62683.666	62713.666	30
62693.659	62723.659	30
62703.65	62733.65	30
64342.676	64372.676	30
64352.669	64382.669	30
64362.66	64392.66	30
64752.457	64782.457	30
64762.449	64792.449	30
64772.444	64802.444	30
65222.188	65232.188	10
65591.966	65621.966	30
65601.964	65631.964	30
65611.955	65641.955	30
66811.258	66831.258	20
66821.249	66841.249	20
67071.101	67101.101	30
67081.093	67111.093	30
67091.088	67121.088	30
67600.781	67630.781	30
67610.803	67640.803	30
67620.794	67650.794	30
68330.387	68390.387	60
68340.377	68400.377	60
68350.368	68410.368	60
68360.36	68420.36	60
68370.355	68430.355	60
68380.341	68440.341	60
