Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
TK07	Thomas	Entire Recording	1		Fixation	Partial	1	0	175	175			0.50316	0.535	2.51182										
TK07	Thomas	Entire Recording	1		Fixation	Partial	2	275	525	250			0.50604	0.5143	2.53521										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	3	545	785	240			0.50209	0.50362	2.54198										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	4	825	1234	410			0.50795	0.49527	2.5953										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	5	1274	1384	110			0.51171	0.48787	2.63256										
TK07	Thomas	Entire Recording	1	fullstream	Saccade	Whole	1	1384	1404	20						184.76	117.57	132.9	3.3			0.51171	0.48787	0.4754	0.49089
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	6	1404	1474	70			0.4754	0.49089	2.61618										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	7	1514	1754	240			0.4824	0.5071	2.59949										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	8	1774	2054	280			0.47555	0.54656	2.57981										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	9	2074	2204	130			0.47222	0.50652	2.5676										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	10	2224	2324	100			0.4611	0.4872	2.57682										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	11	2344	2554	210			0.44897	0.46576	2.54032										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	12	2593	2693	100			0.45552	0.45721	2.51607										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	13	2743	2843	100			0.45612	0.43312	2.51633										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	14	2863	3383	520			0.45869	0.41215	2.49346										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	15	3463	3673	210			0.46336	0.40102	2.53756										
TK07	Thomas	Entire Recording	1	fullstream	Saccade	Partial	2	3753	3783	30							141.89	176.21						0.53622	0.372
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Whole	16	3783	3883	100			0.53622	0.372	2.56045										
TK07	Thomas	Entire Recording	1	fullstream	Saccade	Partial	3	3883	3903	20							114.57	120.56				0.53622	0.372		
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	17	4013	4103	90			0.48498	0.36078	2.5778										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	18	4123	4223	100			0.4864	0.38553	2.58747										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	19	4263	4502	240			0.4806	0.40879	2.56205										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	20	4522	4652	130			0.46342	0.43238	2.54987										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	21	4672	4902	230			0.45942	0.46629	2.51486										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	22	4942	5152	210			0.46356	0.48601	2.49732										
TK07	Thomas	Entire Recording	1	fullstream	Saccade	Partial	4	5152	5172	20							105.94	105.94				0.46356	0.48601		
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	23	5212	5322	110			0.50637	0.49464	2.51701										
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	24	5362	5442	80			0.492	0.50811	2.49418										
TK07	Thomas	Entire Recording	1	fullstream	Saccade	Whole	5	5442	5472	30						333.45	184.56	230.45	5.43			0.492	0.50811	0.55333	0.53876
TK07	Thomas	Entire Recording	1	fullstream	Fixation	Partial	25	5472	5612	140			0.55333	0.53876	2.49835										
