event_type	start_time	end_time	duration	saccade_amplitude
Saccade	35	65	30	
Fixation	65	185	120	
Fixation	265	465	200	
Fixation	535	665	130	
Saccade	665	685	20	7.38
Fixation	685	775	90	
Fixation	795	1044	250	
Fixation	1084	1304	220	
Fixation	1344	1474	130	
Fixation	1494	1704	210	
Fixation	1784	1964	180	
Fixation	1984	2194	210	
Fixation	2234	2344	110	
Fixation	2364	2793	430	
Fixation	2813	2923	110	
Fixation	3063	3313	250	
Fixation	3353	3463	110	
Fixation	3483	3593	110	
Fixation	3653	3733	80	
Fixation	3753	4123	370	
Fixation	4163	4562	400	
Fixation	4582	4812	230	
Saccade	4862	4902	40	
Fixation	4902	5092	190	
Fixation	5132	5382	250	
Fixation	5402	5512	110	
Fixation	5532	5832	300	
Fixation	5852	6061	210	
Saccade	6081	6111	30	
Fixation	6111	6381	270	
Fixation	6401	6511	110	
Fixation	6531	6761	230	
Fixation	6781	7271	490	
Fixation	7351	8690	1339	
Fixation	8710	8830	120	
Fixation	8850	9090	240	
Fixation	9130	9280	150	
Fixation	9300	10759	1459	
Fixation	10779	11029	250	
Fixation	11069	11958	890	
Saccade	11958	11978	20	
Fixation	12048	12278	230	
Fixation	12298	12408	110	
Fixation	12428	12538	110	
Fixation	12578	12957	380	
Fixation	13017	13087	70	
Fixation	13127	13237	110	
Fixation	13297	13397	100	
Saccade	13397	13417	20	4.17
Fixation	13417	13507	90	
Fixation	13527	13657	130	
Fixation	13677	13807	130	
Fixation	13827	13927	100	
Fixation	13947	14077	130	
Fixation	14097	14207	110	
Fixation	14227	14477	250	
Fixation	14527	14796	270	
Fixation	14836	15876	1039	
Saccade	15876	15906	30	
Saccade	15986	16006	20	
Saccade	16046	16076	30	
Fixation	16096	16276	180	
Fixation	16365	16475	110	
Fixation	16495	16615	120	
Fixation	16635	16865	230	
Fixation	16885	17045	160	
Fixation	17065	17705	640	
Fixation	17795	19404	1609	
Saccade	19404	19444	40	13.59
Fixation	19444	19574	130	
Saccade	19574	19594	20	
Saccade	19634	19654	20	
Fixation	19654	19853	200	
Fixation	19893	20103	210	
Saccade	20103	20163	60	
Saccade	20213	20263	50	
Saccade	20303	20343	40	
Saccade	20373	20393	20	
Fixation	20393	20543	150	
Fixation	20563	21792	1229	
Fixation	21812	22622	810	
Fixation	22662	23821	1159	
Saccade	23821	23841	20	
Saccade	23861	23881	20	
Fixation	23881	23981	100	
Saccade	23981	24011	30	
Fixation	24031	24201	170	
Saccade	24201	24221	20	5.54
Fixation	24221	25690	1469	
Saccade	25760	25850	90	
Saccade	25870	25900	30	
Fixation	25900	26400	500	
Saccade	26400	26440	40	1.19
Fixation	26440	27859	1419	
Fixation	28019	28199	180	
Saccade	28199	28229	30	
Saccade	28448	28468	20	
Saccade	28518	28538	20	
Fixation	28728	28828	100	
Fixation	28868	28978	110	
Fixation	28998	29508	510	
Fixation	29548	30357	810	
Fixation	30377	31876	1499	
Fixation	31896	32426	530	
Fixation	32446	32576	130	
Fixation	32596	32716	120	
Saccade	32736	32766	30	
Saccade	32916	32976	60	
Saccade	33076	33096	20	
Fixation	33136	33236	100	
Saccade	33296	33316	20	
Fixation	33316	33425	110	
Fixation	33495	33565	70	
Fixation	33585	33725	140	
Fixation	33745	34265	520	
Fixation	34395	34625	230	
Fixation	34645	34795	150	
Fixation	34815	34965	150	
Fixation	35045	35314	270	
Fixation	35334	35464	130	
Fixation	35634	35714	80	
Fixation	35734	35854	120	
Fixation	35894	35994	100	
Fixation	36034	36144	110	
Fixation	36184	36254	70	
Saccade	36254	36274	20	
Fixation	36334	36524	190	
Fixation	36614	36824	210	
Fixation	36864	37113	250	
Fixation	37153	37293	140	
Fixation	37313	37523	210	
Fixation	37563	38093	530	
Fixation	38153	39212	1059	
Fixation	39252	39432	180	
Fixation	39532	41421	1889	
Saccade	41421	41511	90	16.21
Fixation	41511	41881	370	
Fixation	41901	42090	190	
Saccade	42090	42150	60	14.43
Fixation	42150	42290	140	
Fixation	42310	42460	150	
Fixation	42480	42590	110	
Fixation	42610	42710	100	
Fixation	42730	43010	280	
Fixation	43030	43240	210	
Fixation	43320	44789	1469	
