Recording timestamp	Computer timestamp	Sensor	Eye movement type	Gaze event duration	Fixation point X	Fixation point Y
0	3306129634	Eye Tracker	Fixation	175	966	578
9997	3306139631	Eye Tracker	Fixation	175	966	578
19988	3306149622	Eye Tracker	Fixation	175	966	578
29975	3306159609	Eye Tracker	Fixation	175	966	578
39969	3306169603	Eye Tracker	Fixation	175	966	578
49961	3306179595	Eye Tracker	Fixation	175	966	578
59958	3306189592	Eye Tracker	Fixation	175	966	578
69944	3306199578	Eye Tracker	Fixation	175	966	578
79934	3306209568	Eye Tracker	Fixation	175	966	578
89930	3306219564	Eye Tracker	Fixation	175	966	578
99921	3306229555	Eye Tracker	Fixation	175	966	578
109912	3306239546	Eye Tracker	Fixation	175	966	578
119901	3306249535	Eye Tracker	Fixation	175	966	578
129924	3306259558	Eye Tracker	Fixation	175	966	578
139920	3306269554	Eye Tracker	Fixation	175	966	578
149906	3306279540	Eye Tracker	Fixation	175	966	578
159901	3306289535	Eye Tracker	Fixation	175	966	578
169893	3306299527	Eye Tracker	Fixation	175	966	578
279828	3306409462	Eye Tracker	Fixation	250	972	555
289824	3306419458	Eye Tracker	Fixation	250	972	555
299816	3306429450	Eye Tracker	Fixation	250	972	555
309806	3306439440	Eye Tracker	Fixation	250	972	555
319796	3306449430	Eye Tracker	Fixation	250	972	555
329788	3306459422	Eye Tracker	Fixation	250	972	555
339784	3306469418	Eye Tracker	Fixation	250	972	555
349771	3306479405	Eye Tracker	Fixation	250	972	555
359764	3306489398	Eye Tracker	Fixation	250	972	555
369786	3306499420	Eye Tracker	Fixation	250	972	555
379778	3306509412	Eye Tracker	Fixation	250	972	555
389769	3306519403	Eye Tracker	Fixation	250	972	555
399759	3306529393	Eye Tracker	Fixation	250	972	555
409756	3306539390	Eye Tracker	Fixation	250	972	555
419746	3306549380	Eye Tracker	Fixation	250	972	555
429734	3306559368	Eye Tracker	Fixation	250	972	555
439727	3306569361	Eye Tracker	Fixation	250	972	555
449719	3306579353	Eye Tracker	Fixation	250	972	555
459715	3306589349	Eye Tracker	Fixation	250	972	555
469732	3306599366	Eye Tracker	Fixation	250	972	555
479722	3306609356	Eye Tracker	Fixation	250	972	555
489719	3306619353	Eye Tracker	Fixation	250	972	555
499710	3306629344	Eye Tracker	Fixation	250	972	555
509700	3306639334	Eye Tracker	Fixation	250	972	555
519690	3306649324	Eye Tracker	Fixation	250	972	555
529681	3306659315	Eye Tracker	EyesNotFound	20		
539672	3306669306	Eye Tracker	EyesNotFound	20		
549664	3306679298	Eye Tracker	Fixation	240	964	544
559658	3306689292	Eye Tracker	Fixation	240	964	544
569652	3306699286	Eye Tracker	Fixation	240	964	544
579674	3306709308	Eye Tracker	Fixation	240	964	544
589664	3306719298	Eye Tracker	Fixation	240	964	544
599653	3306729287	Eye Tracker	Fixation	240	964	544
609648	3306739282	Eye Tracker	Fixation	240	964	544
619640	3306749274	Eye Tracker	Fixation	240	964	544
629627	3306759261	Eye Tracker	Fixation	240	964	544
639621	3306769255	Eye Tracker	Fixation	240	964	544
649614	3306779248	Eye Tracker	Fixation	240	964	544
659609	3306789243	Eye Tracker	Fixation	240	964	544
669595	3306799229	Eye Tracker	Fixation	240	964	544
679586	3306809220	Eye Tracker	Fixation	240	964	544
689582	3306819216	Eye Tracker	Fixation	240	964	544
699574	3306829208	Eye Tracker	Fixation	240	964	544
709564	3306839198	Eye Tracker	Fixation	240	964	544
719584	3306849218	Eye Tracker	Fixation	240	964	544
729578	3306859212	Eye Tracker	Fixation	240	964	544
739573	3306869207	Eye Tracker	Fixation	240	964	544
749558	3306879192	Eye Tracker	Fixation	240	964	544
759552	3306889186	Eye Tracker	Fixation	240	964	544
769545	3306899179	Eye Tracker	Fixation	240	964	544
779536	3306909170	Eye Tracker	Fixation	240	964	544
789533	3306919167	Eye Tracker	EyesNotFound	40		
799530	3306929164	Eye Tracker	EyesNotFound	40		
809527	3306939161	Eye Tracker	EyesNotFound	40		
819524	3306949158	Eye Tracker	EyesNotFound	40		
829522	3306959156	Eye Tracker	Fixation	410	975	535
839516	3306969150	Eye Tracker	Fixation	410	975	535
849507	3306979141	Eye Tracker	Fixation	410	975	535
859503	3306989137	Eye Tracker	Fixation	410	975	535
869490	3306999124	Eye Tracker	Fixation	410	975	535
879479	3307009113	Eye Tracker	Fixation	410	975	535
889476	3307019110	Eye Tracker	Fixation	410	975	535
899467	3307029101	Eye Tracker	Fixation	410	975	535
909458	3307039092	Eye Tracker	Fixation	410	975	535
919448	3307049082	Eye Tracker	Fixation	410	975	535
929441	3307059075	Eye Tracker	Fixation	410	975	535
939436	3307069070	Eye Tracker	Fixation	410	975	535
949452	3307079086	Eye Tracker	Fixation	410	975	535
959446	3307089080	Eye Tracker	Fixation	410	975	535
969439	3307099073	Eye Tracker	Fixation	410	975	535
979431	3307109065	Eye Tracker	Fixation	410	975	535
989422	3307119056	Eye Tracker	Fixation	410	975	535
999410	3307129044	Eye Tracker	Fixation	410	975	535
1009407	3307139041	Eye Tracker	Fixation	410	975	535
1019398	3307149032	Eye Tracker	Fixation	410	975	535
1029385	3307159019	Eye Tracker	Fixation	410	975	535
1039379	3307169013	Eye Tracker	Fixation	410	975	535
1049371	3307179005	Eye Tracker	Fixation	410	975	535
1059368	3307189002	Eye Tracker	Fixation	410	975	535
1069353	3307198987	Eye Tracker	Fixation	410	975	535
1079374	3307209008	Eye Tracker	Fixation	410	975	535
1089371	3307219005	Eye Tracker	Fixation	410	975	535
1099361	3307228995	Eye Tracker	Fixation	410	975	535
1109351	3307238985	Eye Tracker	Fixation	410	975	535
1119342	3307248976	Eye Tracker	Fixation	410	975	535
1129335	3307258969	Eye Tracker	Fixation	410	975	535
1139330	3307268964	Eye Tracker	Fixation	410	975	535
1149317	3307278951	Eye Tracker	Fixation	410	975	535
1159310	3307288944	Eye Tracker	Fixation	410	975	535
1169303	3307298937	Eye Tracker	Fixation	410	975	535
1179294	3307308928	Eye Tracker	Fixation	410	975	535
1189285	3307318919	Eye Tracker	Fixation	410	975	535
1199304	3307328938	Eye Tracker	Fixation	410	975	535
1209301	3307338935	Eye Tracker	Fixation	410	975	535
1219292	3307348926	Eye Tracker	Fixation	410	975	535
1229280	3307358914	Eye Tracker	Fixation	410	975	535
