Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]
0	185	185	1421.0	405.0
285	355	70	1424.0	413.0
475	595	120	948.0	369.0
1674	1854	180	619.0	612.0
1874	2164	290	824.0	694.0
4852	4952	100	1089.0	631.0
4972	5222	250	1037.0	531.0
5242	5382	140	1119.0	499.0
5402	5502	100	1216.0	519.0
5732	5812	80	1317.0	537.0
5892	5972	80	1170.0	644.0
6011	6091	80	998.0	863.0
6151	6331	180	993.0	809.0
6421	6551	130	967.0	673.0
6721	6801	80	389.0	457.0
6861	6971	110	606.0	455.0
7141	7401	260	773.0	439.0
7441	8000	560	835.0	662.0
8070	8520	450	793.0	674.0
8670	8750	80	727.0	628.0
8770	9020	250	732.0	602.0
9040	9280	240	769.0	617.0
9340	9519	180	793.0	652.0
9599	9859	260	826.0	664.0
10019	10289	270	840.0	662.0
10309	10539	230	827.0	642.0
10649	10829	180	621.0	574.0
10919	10999	80	730.0	576.0
11019	11099	80	750.0	585.0
11158	11248	90	754.0	625.0
11628	11738	110	1117.0	763.0
11758	11828	70	1051.0	748.0
11908	12018	110	992.0	849.0
12138	12208	70	1179.0	403.0
12408	12518	110	1072.0	317.0
12538	12618	80	962.0	301.0
12668	12798	130	847.0	443.0
12858	12927	70	1467.0	448.0
12967	13067	100	1441.0	437.0
13107	13197	90	1391.0	444.0
13467	13547	80	741.0	766.0
13657	13767	110	903.0	875.0
13787	13857	70	926.0	862.0
13927	14167	240	1050.0	854.0
14187	14257	70	1062.0	796.0
14616	14726	110	785.0	474.0
14766	14876	110	825.0	449.0
14916	15016	100	868.0	499.0
15056	15176	120	791.0	555.0
15186	15336	150	836.0	603.0
15366	15526	160	808.0	472.0
15606	15686	80	893.0	616.0
15876	15946	70	914.0	652.0
16026	16176	150	985.0	525.0
16186	16365	180	922.0	522.0
16445	16655	210	836.0	570.0
16675	16855	180	866.0	551.0
16935	17005	70	899.0	499.0
17105	17255	150	823.0	515.0
17265	17445	180	864.0	499.0
17465	17595	130	858.0	571.0
17675	17745	70	1021.0	838.0
17785	17905	120	988.0	806.0
18004	18214	210	735.0	490.0
18234	18434	200	707.0	477.0
18444	18714	270	766.0	487.0
18734	18954	220	744.0	472.0
19054	19184	130	629.0	543.0
19194	19264	70	736.0	486.0
19334	19414	80	717.0	458.0
19434	19534	100	750.0	445.0
19574	19813	240	764.0	452.0
19833	20083	250	787.0	473.0
20103	20193	90	795.0	508.0
20553	20623	70	1080.0	655.0
20683	20793	110	1027.0	756.0
20953	21133	180	930.0	784.0
21243	21422	180	864.0	659.0
21522	21772	250	888.0	626.0
21792	22032	240	912.0	611.0
22202	22272	70	920.0	655.0
22452	23341	889	1184.0	527.0
23401	23531	130	1080.0	558.0
23551	23671	120	1031.0	641.0
23691	23801	110	1027.0	677.0
23821	23911	90	1042.0	691.0
24331	24461	130	1156.0	869.0
24501	24631	130	1041.0	871.0
24651	24800	150	1073.0	811.0
24820	24890	70	1095.0	807.0
25100	25200	100	792.0	435.0
25250	25330	80	736.0	490.0
25370	25480	110	759.0	495.0
25500	25590	90	798.0	510.0
25610	25750	140	765.0	555.0
25800	25900	100	875.0	553.0
25920	26320	400	893.0	586.0
26340	26430	90	891.0	611.0
26599	26829	230	923.0	648.0
26869	26939	70	897.0	655.0
27349	27449	100	1125.0	823.0
27569	27719	150	1200.0	407.0
27729	27819	90	1025.0	430.0
27839	27979	140	960.0	467.0
28109	28228	120	1106.0	391.0
28408	28508	100	965.0	524.0
28598	28718	120	776.0	822.0
28728	28818	90	821.0	894.0
28838	28968	130	856.0	841.0
28988	29098	110	788.0	745.0
29268	29368	100	992.0	739.0
29868	29967	100	754.0	340.0
30067	30257	190	730.0	492.0
30287	30817	530	923.0	579.0
30837	30947	110	897.0	611.0
31107	31636	530	910.0	602.0
31657	31916	260	884.0	611.0
32306	32376	70	1321.0	698.0
32446	32536	90	766.0	911.0
32636	32756	120	763.0	827.0
32886	32976	90	857.0	733.0
33326	33395	70	903.0	762.0
33415	33565	150	894.0	687.0
33585	33675	90	902.0	713.0
33695	33815	120	960.0	823.0
33845	34035	190	901.0	670.0
34425	34705	280	1269.0	611.0
34725	34835	110	1215.0	638.0
34855	35094	240	1190.0	648.0
35134	35254	120	1128.0	656.0
35274	35384	110	1028.0	723.0
35404	35514	110	934.0	808.0
35554	35764	210	906.0	805.0
35824	35894	70	923.0	812.0
36304	36464	160	848.0	468.0
36534	36624	90	908.0	422.0
36644	37043	400	836.0	496.0
37083	37253	170	880.0	561.0
37273	37443	170	960.0	592.0
37483	37983	500	937.0	619.0
38023	38133	110	860.0	644.0
38153	38233	80	830.0	647.0
38642	38722	80	1086.0	956.0
39002	39092	90	1126.0	635.0
39162	39382	220	983.0	368.0
39422	39952	530	1104.0	483.0
40142	40251	110	1092.0	649.0
40441	40661	220	893.0	759.0
40791	40871	80	884.0	634.0
40891	40981	90	983.0	779.0
41021	41131	110	1028.0	825.0
41151	41231	80	1007.0	791.0
41601	41781	180	827.0	506.0
41890	41980	90	876.0	685.0
42000	42120	120	896.0	652.0
42140	42280	140	959.0	632.0
42300	42510	210	938.0	693.0
42590	42990	400	860.0	643.0
43100	43370	270	829.0	637.0
43390	43460	70	926.0	635.0
43480	43769	290	894.0	623.0
43849	43919	70	1068.0	833.0
43939	44049	110	1039.0	800.0
44069	44279	210	1026.0	787.0
44309	44469	160	945.0	641.0
44539	44619	80	930.0	605.0
44639	44899	260	911.0	590.0
45628	45698	70	1265.0	770.0
45738	45858	120	1166.0	752.0
46068	46178	110	935.0	620.0
46188	46848	660	870.0	636.0
46908	47047	140	929.0	644.0
47067	47247	180	938.0	661.0
47257	47367	110	983.0	677.0
47557	47637	80	1181.0	458.0
47657	48397	740	1055.0	512.0
48407	49016	610	1001.0	698.0
49366	49566	200	684.0	421.0
49606	49686	80	752.0	478.0
49706	50086	380	906.0	490.0
50136	50445	310	932.0	755.0
50455	50625	170	935.0	661.0
50645	50815	170	857.0	677.0
50905	51225	320	815.0	648.0
51255	51365	110	879.0	726.0
51385	51485	100	872.0	707.0
51575	51855	280	795.0	613.0
51865	52065	200	808.0	593.0
52154	52234	80	1053.0	801.0
52254	52364	110	1059.0	820.0
52534	52644	110	811.0	556.0
52704	52804	100	858.0	557.0
52954	53084	130	917.0	527.0
53224	53384	160	999.0	689.0
53504	53734	230	961.0	658.0
53794	53903	110	910.0	539.0
53923	54033	110	893.0	545.0
54103	54183	80	844.0	570.0
54223	54313	90	818.0	581.0
54353	54433	80	797.0	591.0
54813	54883	70	1077.0	818.0
54943	55013	70	930.0	852.0
55203	55273	70	1201.0	305.0
55672	55752	80	1153.0	580.0
55802	55902	100	1264.0	627.0
55922	56012	90	1369.0	640.0
56072	56222	150	1385.0	741.0
56482	56552	70	617.0	567.0
56642	56752	110	788.0	442.0
56962	57152	190	959.0	542.0
57192	57262	70	851.0	719.0
57301	57431	130	870.0	721.0
