Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
385	405	20
615	675	60
705	725	20
755	775	20
825	845	20
894	914	20
1134	1184	50
1634	1644	10
2504	2514	10
2593	2633	40
2653	2663	10
2723	2743	20
2753	2773	20
2813	2833	20
2983	3093	110
3303	3343	40
3353	3373	20
3443	3523	80
3643	3663	20
3673	3703	30
3723	3753	30
3913	3983	70
4163	4193	30
4292	4332	40
4722	4742	20
5032	5082	50
5132	5152	20
5182	5192	10
5212	5232	20
6691	6701	10
7860	7870	10
10369	10409	40
10519	10559	40
11208	11278	70
11478	11498	20
11748	11778	30
11928	11968	40
12368	12398	30
13277	13357	80
13497	13507	10
13537	13557	20
13617	13627	10
13907	13977	70
14027	14067	40
14077	14127	50
14157	14187	30
14207	14247	40
14307	14327	20
14337	14356	20
14406	14416	10
15256	15296	40
15396	15446	50
15456	15476	20
15496	15516	20
15546	15566	20
16006	16036	30
16365	16395	30
16705	16745	40
17185	17205	20
17355	17365	10
17874	17884	10
18074	18094	20
18474	18484	10
19144	19224	80
19434	19444	10
19543	19573	30
19753	19773	20
20623	20643	20
21132	21152	20
21312	21372	60
21412	21442	30
21552	21572	20
21722	21742	20
22112	22192	80
23341	23381	40
23461	23491	30
23591	23601	10
23761	23781	20
23821	23841	20
24021	24041	20
24710	24790	80
24820	24860	40
24870	24890	20
25020	25040	20
25180	25200	20
25360	25370	10
26030	26100	70
26289	26299	10
26599	26649	50
26719	26749	30
26989	27009	20
27049	27109	60
27359	27389	30
27519	27569	50
28778	28808	30
28958	28978	20
29058	29098	40
29208	29228	20
29238	29248	10
29258	29328	70
29617	29657	40
31636	31716	80
31766	31786	20
32036	32046	10
32616	32646	30
33195	33225	30
33235	33285	50
33425	33465	40
33605	33635	30
33755	33805	50
33855	33875	20
34375	34465	90
34784	34804	20
34974	35064	90
35114	35124	10
35134	35164	30
35224	35264	40
36004	36064	60
36094	36114	20
36174	36234	60
36423	36443	20
36453	36473	20
36533	36573	40
36583	36613	30
36653	36673	20
36753	36793	40
36923	36953	30
37773	37863	90
37883	37893	10
38062	38072	10
38292	38332	40
38632	38702	70
38722	38742	20
38882	38922	40
39961	40131	170
40151	40191	40
40211	40241	30
40331	40361	30
40371	40391	20
40401	40421	20
40471	40551	80
40631	40651	20
40901	40951	50
41201	41251	50
41301	41311	10
41321	41351	30
41380	41390	10
41400	41450	50
41670	41700	30
41930	41950	20
42150	42180	30
42360	42370	10
42710	42730	20
42910	42940	30
43259	43269	10
43419	43429	10
43779	43809	30
44029	44069	40
44569	44579	10
45178	45238	60
45428	45448	20
45558	45598	40
45708	45748	40
46288	46318	30
47017	47037	20
47187	47287	100
47297	47317	20
47377	47407	30
47447	47457	10
47497	47517	20
47567	47577	10
47787	47827	40
48336	48356	20
48816	48866	50
49026	49056	30
49146	49226	80
49276	49286	10
49825	49855	30
50215	50235	20
50535	50555	20
50815	50845	30
51365	51395	30
51634	51644	10
52094	52124	30
52274	52324	50
52904	52934	30
54183	54243	60
54253	54273	20
54433	54443	10
54513	54543	30
54823	54863	40
54972	54992	20
55042	55062	20
55242	55262	20
55842	55962	120
56232	56252	20
56402	56452	50
56561	56581	20
56601	56621	20
56631	56651	20
56691	56701	10
57031	57061	30
57411	57451	40
57741	57771	30
58650	58660	10
59770	59780	10
60449	60489	40
60529	60579	50
60789	60809	20
60979	61009	30
61499	61529	30
61738	61758	20
62158	62198	40
62288	62308	20
62428	62438	10
62478	62518	40
62578	62588	10
62728	62748	20
62758	62768	10
62828	62918	90
62958	62978	20
63058	63118	60
63138	63168	30
63427	63447	20
63577	63597	20
65166	65236	70
65246	65266	20
65276	65306	30
65556	65626	70
65786	65826	40
65886	65906	20
65926	65936	10
66136	66146	10
66166	66186	20
66376	66406	30
66516	66536	20
66835	66875	40
66965	66995	30
67015	67025	10
67055	67075	20
67155	67175	20
67285	67305	20
67375	67395	20
67535	67545	10
68105	68125	20
68275	68305	30
68914	68934	20
69124	69164	40
70253	70273	20
70473	70513	40
70993	71013	20
71103	71123	20
71433	71453	20
71693	71732	40
71892	71922	30
72072	72162	90
72182	72212	30
72222	72242	20
72462	72532	70
72552	72572	20
72772	72792	20
73322	73342	20
73461	73481	20
73751	73831	80
73841	73871	30
74071	74081	10
74171	74201	30
74701	74741	40
75200	75260	60
75840	75870	30
75980	76010	30
