Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
15	45	30
65	85	20
435	455	20
565	595	30
715	785	70
864	884	20
954	1034	80
1224	1244	20
1624	1654	30
1864	1904	40
2593	2623	30
2883	2903	20
3263	3273	10
3333	3343	10
3353	3373	20
3393	3413	20
3623	3703	80
3823	3843	20
3913	3943	30
3953	3973	20
4193	4242	50
4932	4952	20
5102	5112	10
5232	5252	20
5302	5342	40
5472	5482	10
5902	5951	50
6131	6141	10
6501	6521	20
6631	6681	50
6891	6901	10
7171	7201	30
7391	7411	20
8070	8170	100
8490	8500	10
8570	8590	20
8630	8690	60
8780	8800	20
8850	8870	20
8890	8910	20
8990	9030	40
9250	9270	20
9369	9389	20
9449	9489	40
9519	9529	10
9549	9589	40
9709	9729	20
9789	9809	20
9859	9879	20
10029	10039	10
10279	10309	30
10479	10509	30
10589	10609	20
10659	10669	10
10689	10769	80
10789	10829	40
11118	11148	30
11388	11408	20
11588	11598	10
11738	11768	30
12008	12038	30
12218	12248	30
12568	12608	40
13667	13677	10
14277	14307	30
14317	14356	40
14546	14566	20
14766	14806	40
15776	15806	30
16265	16275	10
16405	16455	50
16525	16555	30
16565	16585	20
17185	17245	60
17665	17765	100
17784	17824	40
18414	18434	20
18584	18594	10
18764	18784	20
18934	18974	40
19284	19294	10
19394	19414	20
19713	19743	30
20883	20903	20
20943	20963	20
21272	21342	70
21382	21402	20
21412	21432	20
21442	21462	20
21482	21492	10
21532	21562	30
21822	21832	10
22002	22032	30
22152	22212	60
22302	22312	10
22362	22392	30
22652	22682	30
22961	22981	20
23071	23091	20
23421	23531	110
23841	23921	80
24510	24590	80
24720	24750	30
24900	24920	20
25080	25130	50
25340	25410	70
25440	25450	10
25700	25740	40
26040	26060	20
26329	26359	30
26479	26509	30
27369	27449	80
27479	27499	20
27589	27599	10
27968	28008	40
28108	28138	30
28278	28308	30
28888	28918	30
29118	29128	10
29288	29308	20
29458	29538	80
29557	29607	50
29637	29657	20
29677	29707	30
29797	29817	20
30297	30387	90
30587	30607	20
30907	30947	40
30997	31017	20
31127	31147	20
31157	31167	10
31207	31227	20
31266	31286	20
31296	31316	20
31396	31406	10
31526	31556	30
31806	31846	40
33115	33155	40
33335	33355	20
33465	33495	30
33655	33695	40
33835	33915	80
33925	33945	20
34145	34185	40
34664	34754	90
34914	34934	20
34964	34994	30
35384	35404	20
35764	35804	40
35824	35854	30
35874	35894	20
35904	35924	20
36064	36084	20
36144	36164	20
36393	36413	20
36653	36683	30
36983	37003	20
37203	37243	40
37803	37823	20
38022	38042	20
38272	38282	10
38442	38472	30
39362	39382	20
39652	39682	30
40061	40091	30
40451	40471	20
40741	40751	10
41051	41061	10
41211	41221	10
41690	41740	50
41750	41780	30
41790	41870	80
42040	42060	20
42280	42310	30
42780	42810	30
43229	43259	30
43989	43999	10
44149	44229	80
44249	44259	10
44279	44309	30
44389	44399	10
45428	45568	140
45588	45608	20
45628	45638	10
45918	45948	30
46148	46188	40
46437	46457	20
47157	47187	30
47867	47887	20
48037	48077	40
48586	48606	20
48736	48766	30
48916	48946	30
50225	50285	60
50435	50455	20
50635	50665	30
50795	50855	60
51165	51185	20
51235	51275	40
51734	51754	20
51774	51814	40
52164	52184	20
52194	52204	10
52314	52354	40
52444	52464	20
52484	52504	20
52594	52674	80
52684	52704	20
52714	52734	20
52954	52974	20
53174	53203	30
53453	53483	30
53723	53733	10
53973	53983	10
54153	54183	30
54413	54433	20
54703	54713	10
55662	55692	30
55962	56002	40
56811	56881	70
57051	57131	80
59030	59070	40
59120	59170	50
59200	59220	20
59480	59500	20
59700	59710	10
59910	59939	30
60159	60189	30
60459	60489	30
60919	60989	70
60999	61029	30
61069	61109	40
61189	61219	30
61439	61509	70
61609	61619	10
61978	61998	20
62168	62228	60
62518	62538	20
62778	62808	30
63028	63048	20
64347	64377	30
64387	64417	30
64487	64497	10
64557	64577	20
64667	64727	60
65506	65526	20
65786	65806	20
65996	66026	30
66106	66136	30
66266	66366	100
66376	66406	30
66476	66486	10
66556	66576	20
66666	66695	30
66885	66935	50
67175	67195	20
67355	67365	10
67545	67565	20
67915	67955	40
68624	68634	10
68834	68874	40
70024	70044	20
70543	70573	30
71153	71173	20
71583	71613	30
71623	71663	40
71673	71713	40
71772	71792	20
72192	72212	20
72232	72292	60
72382	72402	20
72422	72432	10
72692	72702	10
73152	73162	10
73541	73561	20
73941	73971	30
74061	74101	40
74431	74441	10
74541	74601	60
74851	74911	60
75130	75140	10
75160	75180	20
75210	75220	10
77449	77479	30
77589	77609	20
