event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	165	165	
Fixation	265	505	240	
Fixation	575	735	160	
Fixation	855	1344	490	
Fixation	1364	1544	180	
Saccade	1544	1554	10	
Saccade	1564	1604	40	
Saccade	2334	2354	20	
Saccade	2364	2434	70	
Saccade	2454	2484	30	
Fixation	2484	2564	80	
Fixation	2584	2983	400	
Fixation	3003	3153	150	
Saccade	3153	3183	30	6.97
Fixation	3183	3263	80	
Fixation	3283	3393	110	
Fixation	3413	3523	110	
Fixation	3563	3643	80	
Fixation	3683	3793	110	
Fixation	3813	3913	100	
Saccade	4013	4023	10	
Fixation	4023	4193	170	
Saccade	4253	4313	60	
Saccade	4333	4343	10	
Saccade	4382	4402	20	
Fixation	4402	4812	410	
Fixation	4952	5022	70	
Saccade	5022	5042	20	
Saccade	5102	5122	20	
Saccade	5182	5202	20	
Fixation	5222	5362	140	
Fixation	5382	5502	120	
Fixation	5522	5902	380	
Saccade	5902	5922	20	8.51
Fixation	5922	6111	190	
Fixation	6201	6451	250	
Fixation	6471	6581	110	
Fixation	6601	6671	70	
Saccade	6731	6781	50	
Saccade	6881	6901	20	
Fixation	6901	7131	230	
Fixation	7151	7281	130	
Saccade	7281	7311	30	2.49
Fixation	7311	7411	100	
Fixation	7431	7521	90	
Saccade	7521	7541	20	5.96
Fixation	7541	7880	340	
Saccade	7880	7920	40	19.32
Fixation	7920	8010	90	
Fixation	8150	8250	100	
Saccade	8330	8370	40	
Fixation	8430	8800	370	
Fixation	8820	9080	260	
Fixation	9100	9330	230	
Fixation	9370	9530	160	
Fixation	9679	10049	370	
Fixation	10099	10179	80	
Fixation	10199	10319	120	
Saccade	10379	10409	30	
Saccade	10569	10599	30	
Saccade	10619	10639	20	
Saccade	10679	10689	10	
Saccade	10709	10729	20	
Saccade	10819	10889	70	
Fixation	10889	11009	120	
Fixation	11089	11189	100	
Saccade	11189	11259	70	
Saccade	11269	11299	30	
Saccade	11319	11348	30	
Saccade	11398	11418	20	
Fixation	11438	11528	90	
Saccade	11528	11558	30	5.63
Fixation	11558	11698	140	
Saccade	11698	11738	40	13.29
Fixation	11738	11868	130	
Fixation	11888	11998	110	
Fixation	12018	12088	70	
Saccade	12088	12128	40	
Saccade	12188	12218	30	
Saccade	12248	12268	20	
Saccade	12308	12318	10	
Saccade	12378	12398	20	
Fixation	12418	12528	110	
Fixation	12548	12838	290	
Saccade	12838	12858	20	6.42
Fixation	12858	13068	210	
Saccade	13087	13197	110	
Saccade	13247	13307	60	
Fixation	13307	13477	170	
Saccade	13677	13797	120	
Saccade	13827	13837	10	
Fixation	13897	13967	70	
Saccade	13967	13987	20	
Fixation	14087	14197	110	
Fixation	14247	14397	150	
Saccade	14397	14417	20	
Fixation	14517	14627	110	
Saccade	14697	14717	20	
Fixation	14717	14796	80	
Fixation	14816	14946	130	
Fixation	14966	15046	80	
Fixation	15196	15316	120	
Saccade	15336	15366	30	
Fixation	15366	15516	150	
Fixation	15616	15836	220	
Saccade	15836	15866	30	
Fixation	15906	16016	110	
Fixation	16036	16286	250	
Saccade	16346	16356	10	
Fixation	16436	16985	550	
Saccade	17005	17035	30	
Fixation	17115	17355	240	
Saccade	17355	17385	30	
Saccade	17405	17435	30	
Fixation	17435	17645	210	
Fixation	17685	17935	250	
Saccade	18005	18025	20	
Saccade	18035	18065	30	
Saccade	18075	18115	40	
Fixation	18115	18304	190	
Saccade	18304	18324	20	
Fixation	18364	18624	260	
Saccade	18624	18664	40	9.87
Fixation	18664	18764	100	
Fixation	18814	18914	100	
Saccade	19014	19024	10	
Fixation	19024	19194	170	
Saccade	19194	19214	20	4.41
Fixation	19214	19344	130	
Fixation	19364	19514	150	
Saccade	19514	19534	20	5.07
Fixation	19534	19784	250	
Saccade	19784	19834	50	
Saccade	19844	19864	20	
Fixation	19904	20043	140	
Fixation	20063	20163	100	
Fixation	20183	20263	80	
Saccade	20263	20293	30	
Saccade	20333	20353	20	
Fixation	20353	20843	490	
Fixation	20883	21802	919	
Fixation	21882	22112	230	
Fixation	22132	22522	390	
Saccade	22522	22532	10	
Saccade	22542	22572	30	
Saccade	22672	22702	30	
Saccade	22732	22752	20	
Saccade	22852	22872	20	
Saccade	22892	22952	60	
Fixation	22952	23052	100	
Fixation	23102	23362	260	
Fixation	23382	23561	180	
Saccade	23561	23571	10	2.01
Fixation	23571	23781	210	
Fixation	23831	24051	220	
Fixation	24101	24451	350	
Saccade	24451	24461	10	
Fixation	24501	24781	280	
Fixation	24881	25001	120	
Saccade	25021	25091	70	
Saccade	25101	25131	30	
Fixation	25171	25280	110	
Fixation	25320	25460	140	
Fixation	25480	25690	210	
Saccade	25690	25710	20	
Saccade	25820	25860	40	
Saccade	25880	25900	20	
Fixation	26050	26160	110	
Fixation	26180	26280	100	
Saccade	26300	26380	80	
Saccade	26410	26460	50	
Saccade	26540	26560	20	
