event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	165	165	
Fixation	285	405	120	
Fixation	545	665	120	
Fixation	745	924	180	
Fixation	984	1124	140	
Fixation	1284	1494	210	
Fixation	1544	1674	130	
Saccade	1674	1694	20	
Saccade	2164	2194	30	
Saccade	2234	2264	30	
Saccade	2284	2304	20	
Saccade	2324	2344	20	
Saccade	2384	2424	40	
Saccade	2454	2464	10	
Saccade	2474	2494	20	
Fixation	2514	2643	130	
Saccade	2643	2663	20	
Saccade	2693	2723	30	
Fixation	2763	3313	550	
Fixation	3333	3423	90	
Fixation	3503	3633	130	
Fixation	3733	3983	250	
Fixation	4003	4163	160	
Saccade	4163	4183	20	
Fixation	4332	4462	130	
Saccade	4462	4532	70	
Saccade	4552	4562	10	
Saccade	4572	4592	20	
Fixation	4592	4732	140	
Fixation	4752	4912	160	
Saccade	5032	5112	80	
Fixation	5152	5222	70	
Saccade	5222	5242	20	
Saccade	5342	5412	70	
Saccade	5432	5462	30	
Saccade	5482	5492	10	
Saccade	5522	5542	20	
Fixation	5632	5712	80	
Saccade	5732	5772	40	
Fixation	5772	5982	210	
Fixation	6032	6241	210	
Fixation	6261	6431	170	
Fixation	6451	6541	90	
Fixation	6701	6821	120	
Fixation	6861	6981	120	
Fixation	7001	7221	220	
Fixation	7261	7511	250	
Fixation	7551	7681	130	
Saccade	7790	7830	40	
Saccade	7840	7860	20	
Fixation	7860	7930	70	
Fixation	8000	8110	110	
Saccade	8220	8240	20	
Saccade	8280	8300	20	
Saccade	8320	8370	50	
Saccade	8390	8410	20	
Fixation	8430	8510	80	
Saccade	8510	8530	20	
Saccade	8550	8570	20	
Fixation	8570	8660	90	
Fixation	8680	9090	410	
Saccade	9090	9180	90	
Saccade	9220	9290	70	
Saccade	9310	9340	30	
Fixation	9380	9460	80	
Saccade	9500	9519	20	
Fixation	9519	9629	110	
Saccade	9709	9739	30	
Fixation	9779	10009	230	
Fixation	10029	10099	70	
Saccade	10099	10169	70	
Saccade	10209	10279	70	
Saccade	10299	10309	10	
Saccade	10319	10329	10	
Fixation	10329	10529	200	
Saccade	10529	10539	10	0.62
Fixation	10539	10609	70	
Fixation	10629	10719	90	
Saccade	10719	10749	30	
Fixation	10769	10909	140	
Saccade	10929	10949	20	
Fixation	10949	11029	80	
Fixation	11049	11149	100	
Fixation	11169	11278	110	
Saccade	11338	11358	20	
Fixation	11358	11528	170	
Saccade	11528	11578	50	12.86
Fixation	11578	11838	260	
Saccade	11838	11858	20	4.92
Fixation	11858	11928	70	
Fixation	11998	12318	320	
Saccade	12318	12328	10	2.8
Fixation	12328	12608	280	
Saccade	12608	12638	30	
