event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	155	155	
Fixation	255	775	520	
Fixation	795	1254	460	
Fixation	1274	1454	180	
Saccade	1554	1574	20	
Fixation	1624	1694	70	
Saccade	1694	1704	10	
Saccade	1714	1744	30	
Saccade	2094	2144	50	
Saccade	2214	2304	90	
Saccade	2344	2364	20	
Saccade	2394	2404	10	
Saccade	2424	2444	20	
Saccade	2464	2534	70	
Saccade	2544	2573	30	
Saccade	2673	2733	60	
Saccade	2773	2793	20	
Saccade	2873	2903	30	
Fixation	2903	3003	100	
Fixation	3023	3143	120	
Saccade	3263	3293	30	
Saccade	3363	3393	30	
Fixation	3463	3573	110	
Fixation	3593	3743	150	
Fixation	3763	3993	230	
Fixation	4013	4093	80	
Fixation	4163	4272	110	
Fixation	4312	4552	240	
Saccade	4552	4572	20	
Fixation	4642	4852	210	
Fixation	4892	5152	260	
Saccade	5192	5212	20	
Fixation	5212	5452	240	
Saccade	5452	5472	20	3.83
Fixation	5472	5592	120	
Fixation	5612	5722	110	
Fixation	5762	5942	180	
Fixation	6011	6101	90	
Saccade	6121	6151	30	
Saccade	6161	6201	40	
Saccade	6241	6261	20	
Fixation	6261	6331	70	
Fixation	6461	6561	100	
Fixation	6581	6661	80	
Saccade	6661	6681	20	
Saccade	6761	6811	50	
Fixation	6811	6961	150	
Fixation	6981	7091	110	
Saccade	7171	7191	20	
Fixation	7311	7541	230	
Saccade	7591	7641	50	
Saccade	7690	7710	20	
Saccade	7740	7760	20	
Saccade	7780	7810	30	
Saccade	7830	7860	30	
Saccade	7900	7910	10	
Fixation	7910	7980	70	
Saccade	7980	8000	20	
Saccade	8040	8070	30	
Fixation	8070	8170	100	
Saccade	8250	8270	20	
Saccade	8320	8340	20	
Fixation	8340	8460	120	
Fixation	8480	8890	410	
Fixation	8910	9010	100	
Fixation	9060	9160	100	
Fixation	9180	9469	290	
Fixation	9489	9869	380	
Saccade	9969	9999	30	
Saccade	10089	10119	30	
Saccade	10229	10249	20	
Fixation	10309	10489	180	
Fixation	10509	10839	330	
Saccade	10839	10859	20	
Fixation	10929	11019	90	
Saccade	11019	11039	20	
Fixation	11128	11338	210	
Saccade	11338	11368	30	
Saccade	11428	11468	40	
Fixation	11468	11538	70	
Fixation	11588	11658	70	
Saccade	11658	11688	30	
Fixation	11728	11818	90	
Saccade	11858	11878	20	
Fixation	11878	11948	70	
Fixation	11988	12108	120	
Fixation	12128	12308	180	
Saccade	12308	12338	30	
Saccade	12428	12478	50	
Saccade	12518	12528	10	
Fixation	12528	12638	110	
Fixation	12678	12857	180	
Fixation	12877	12977	100	
Fixation	12997	13207	210	
Fixation	13257	13337	80	
Saccade	13337	13367	30	
Saccade	13417	13437	20	
Saccade	13457	13487	30	
Fixation	13517	13617	100	
Fixation	13657	13807	150	
Fixation	13827	13927	100	
Fixation	13947	14127	180	
Fixation	14147	14297	150	
Saccade	14407	14457	50	
Saccade	14467	14497	30	
Saccade	14536	14566	30	
Saccade	14626	14646	20	
Fixation	14646	14736	90	
Saccade	14806	14826	20	
Saccade	14896	14916	20	
Fixation	14916	15066	150	
Saccade	15066	15086	20	5.44
Fixation	15086	15256	170	
Saccade	15256	15286	30	6.17
Fixation	15286	15426	140	
Saccade	15476	15486	10	
Fixation	15486	15576	90	
Fixation	15596	15686	90	
Saccade	15686	15706	20	
Fixation	15796	15896	100	
Saccade	15896	15926	30	
Fixation	16026	16265	240	
Fixation	16305	16555	250	
Fixation	16595	16705	110	
Fixation	16725	16835	110	
Fixation	16855	16955	100	
Saccade	16955	16985	30	
Fixation	17005	17275	270	
Fixation	17295	17475	180	
Fixation	17495	17575	80	
Fixation	17595	17805	210	
Fixation	17845	17954	110	
Fixation	17974	18104	130	
Fixation	18164	18644	480	
Fixation	18664	18754	90	
Fixation	18794	18964	170	
Saccade	18964	18994	30	9.18
Fixation	18994	19244	250	
Fixation	19264	19344	80	
Fixation	19364	19454	90	
Fixation	19474	19624	150	
Fixation	19663	19863	200	
Saccade	19913	19943	30	
Fixation	20063	20173	110	
Fixation	20193	20293	100	
Fixation	20313	20453	140	
Saccade	20453	20483	30	
Saccade	20663	20703	40	
Saccade	20793	20813	20	
Saccade	20843	20853	10	
Saccade	20913	20943	30	
Saccade	20963	21003	40	
Fixation	21023	21153	130	
Saccade	21153	21173	20	6.55
Fixation	21173	21293	120	
Fixation	21313	21482	170	
Saccade	21482	21502	20	
Fixation	21572	21822	250	
Fixation	21842	21972	130	
Fixation	21992	22122	130	
Saccade	22122	22162	40	7.53
Fixation	22162	22252	90	
Saccade	22332	22352	20	
Fixation	22412	22522	110	
Saccade	22542	22572	30	
Fixation	22622	22782	160	
Saccade	22782	22802	20	
Fixation	22862	23091	230	
Fixation	23111	23221	110	
Saccade	23261	23271	10	
Fixation	23271	23391	120	
Fixation	23411	23501	90	
Saccade	23591	23621	30	
Saccade	23661	23681	20	
Saccade	23711	23741	30	
Fixation	23831	23921	90	
Fixation	23941	24051	110	
Fixation	24091	24211	120	
Saccade	24211	24241	30	
Saccade	24291	24351	60	
Fixation	24351	24451	100	
Fixation	24511	24601	90	
Fixation	24641	24751	110	
Fixation	24790	24910	120	
Fixation	24930	25020	90	
Saccade	25020	25040	20	
Saccade	25100	25120	20	
Fixation	25120	25190	70	
Fixation	25340	25470	130	
Fixation	25530	25620	90	
Fixation	25640	25760	120	
