Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]
0	165	165	1005.0	125.0
265	505	240	1008.0	25.0
575	735	160	964.0	40.0
855	1344	490	977.0	87.0
1364	1544	180	1019.0	83.0
2484	2564	80	792.0	337.0
2584	2983	400	938.0	368.0
3003	3153	150	898.0	437.0
3183	3263	80	873.0	289.0
3283	3393	110	866.0	280.0
3413	3523	110	881.0	283.0
3563	3643	80	802.0	296.0
3683	3793	110	803.0	310.0
3813	3913	100	764.0	318.0
4023	4193	170	804.0	331.0
4402	4812	410	1118.0	322.0
4952	5022	70	1292.0	377.0
5222	5362	140	1454.0	398.0
5382	5502	120	1421.0	408.0
5522	5902	380	1407.0	413.0
5922	6111	190	1197.0	437.0
6201	6451	250	1088.0	415.0
6471	6581	110	1077.0	432.0
6601	6671	70	1061.0	462.0
6901	7131	230	817.0	304.0
7151	7281	130	874.0	294.0
7311	7411	100	910.0	338.0
7431	7521	90	937.0	289.0
7541	7880	340	829.0	220.0
7920	8010	90	1133.0	563.0
8150	8250	100	933.0	547.0
8430	8800	370	881.0	401.0
8820	9080	260	876.0	430.0
9100	9330	230	887.0	421.0
9370	9530	160	894.0	397.0
9679	10049	370	852.0	391.0
10099	10179	80	842.0	377.0
10199	10319	120	816.0	383.0
10889	11009	120	667.0	330.0
11089	11189	100	819.0	381.0
11438	11528	90	1009.0	296.0
11558	11698	140	1015.0	174.0
11738	11868	130	1306.0	306.0
11888	11998	110	1165.0	300.0
12018	12088	70	1222.0	311.0
12418	12528	110	891.0	273.0
12548	12838	290	904.0	270.0
12858	13068	210	764.0	287.0
13307	13477	170	1527.0	459.0
13897	13967	70	736.0	251.0
14087	14197	110	830.0	306.0
14247	14397	150	845.0	297.0
14517	14627	110	786.0	256.0
14717	14796	80	871.0	385.0
14816	14946	130	883.0	380.0
14966	15046	80	818.0	338.0
15196	15316	120	866.0	422.0
15366	15516	150	812.0	231.0
15616	15836	220	934.0	236.0
15906	16016	110	772.0	345.0
16036	16286	250	767.0	359.0
16436	16985	550	804.0	379.0
17115	17355	240	913.0	338.0
17435	17645	210	1084.0	806.0
17685	17935	250	1089.0	766.0
18115	18304	190	838.0	179.0
18364	18624	260	915.0	97.0
18664	18764	100	712.0	209.0
18814	18914	100	766.0	216.0
19024	19194	170	726.0	181.0
19214	19344	130	797.0	246.0
19364	19514	150	785.0	247.0
19534	19784	250	685.0	186.0
19904	20043	140	1036.0	680.0
20063	20163	100	1047.0	615.0
20183	20263	80	1049.0	572.0
20353	20843	490	830.0	200.0
20883	21802	919	891.0	224.0
21882	22112	230	890.0	231.0
22132	22522	390	864.0	253.0
22952	23052	100	564.0	370.0
23102	23362	260	730.0	380.0
23382	23561	180	805.0	366.0
23571	23781	210	825.0	407.0
23831	24051	220	954.0	376.0
24101	24451	350	977.0	380.0
24501	24781	280	921.0	425.0
24881	25001	120	960.0	389.0
25171	25280	110	1302.0	473.0
25320	25460	140	1174.0	439.0
25480	25690	210	1112.0	402.0
26050	26160	110	767.0	311.0
26180	26280	100	776.0	298.0
26580	26670	90	1309.0	137.0
26730	26820	90	1177.0	123.0
26920	27189	270	1040.0	439.0
27379	27529	150	778.0	268.0
27629	27799	170	862.0	211.0
27819	27929	110	789.0	224.0
28069	28219	150	1321.0	317.0
28239	28619	380	1144.0	316.0
28848	28928	80	727.0	235.0
28948	29108	160	678.0	236.0
29278	29598	320	1209.0	356.0
29698	29828	130	1146.0	243.0
29888	30547	660	1149.0	217.0
30717	30797	80	1373.0	267.0
30997	31087	90	692.0	284.0
31147	31227	80	896.0	218.0
31547	31647	100	575.0	258.0
31687	31777	90	698.0	246.0
