Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
1014	1084	70
1194	1234	40
1554	1574	20
1594	1604	10
1734	1764	30
1874	1894	20
1934	1974	40
1994	2044	50
2314	2334	20
2773	2803	30
3113	3143	30
4003	4043	40
5292	5312	20
5522	5542	20
5882	5922	40
5942	5982	40
6002	6012	10
6042	6072	30
6661	6681	20
6811	6831	20
6871	6951	80
6991	7031	40
7101	7121	20
7161	7191	30
7441	7481	40
9210	9220	10
9879	9909	30
10139	10219	80
10279	10289	10
10299	10329	30
10399	10429	30
10609	10619	10
11308	11328	20
11348	11388	40
11408	11478	70
11618	11638	20
11898	11918	20
11938	11968	30
12248	12258	10
12288	12318	30
12388	12408	20
12568	12578	10
12698	12718	20
12758	12818	60
12938	12958	20
13067	13097	30
13387	13417	30
13457	13507	50
13537	13567	30
13767	13777	10
14017	14057	40
16535	16565	30
16895	16915	20
17115	17135	20
17175	17195	20
17255	17275	20
17685	17725	40
17925	17975	50
18015	18085	70
18105	18125	20
18145	18165	20
18634	18694	60
18754	18794	40
18844	18864	20
19374	19414	40
20003	20033	30
20343	20373	30
20833	20853	20
20883	20893	10
21143	21193	50
21553	21593	40
21862	21882	20
22162	22182	20
22402	22412	10
23681	23721	40
23741	23801	60
23891	23921	30
23971	24001	30
24051	24071	20
26020	26070	50
26090	26120	30
26140	26160	20
26220	26240	20
26270	26300	30
26570	26670	100
26700	26710	10
26730	26770	40
27159	27179	20
27199	27219	20
27239	27249	10
27269	27299	30
27319	27429	110
27449	27459	10
28948	28978	30
29368	29398	30
29438	29528	90
29568	29588	20
29598	29688	90
29818	29838	20
29948	29968	20
30208	30228	20
30348	30358	10
31017	31117	100
31147	31157	10
31177	31197	20
31827	31877	50
31927	31947	20
34005	34045	40
34245	34275	30
34565	34735	170
34755	34775	20
35385	35415	30
35604	35674	70
35734	35754	20
35884	35904	20
36234	36254	20
36444	36474	30
37074	37094	20
37633	37653	20
38073	38093	20
38393	38423	30
38553	38583	30
38863	38873	10
39023	39062	40
39342	39362	20
39782	39802	20
40022	40042	20
40322	40352	30
40592	40612	20
40702	40732	30
42341	42451	110
42541	42600	60
42640	42660	20
42670	42700	30
42740	42770	30
42890	42920	30
43720	43750	30
44389	44479	90
44499	44519	20
44639	44679	40
44759	44779	20
44839	44889	50
44949	44979	30
44999	45029	30
45409	45489	80
45549	45559	10
45589	45609	20
47088	47108	20
47168	47188	20
47248	47268	20
47907	47947	40
48437	48487	50
50116	50136	20
50186	50216	30
50236	50316	80
50406	50436	30
50556	50576	20
51016	51056	40
51076	51126	50
51136	51156	20
51235	51255	20
51405	51425	20
51835	51865	30
51905	51925	20
51945	52015	70
52095	52105	10
52305	52345	40
52665	52735	70
52785	52805	20
52825	52845	20
53964	53984	20
54004	54024	20
54114	54134	20
54314	54344	30
54484	54504	20
54624	54664	40
54813	54853	40
55213	55233	20
55503	55543	40
55593	55603	10
55633	55653	20
55823	55853	30
56123	56163	40
57232	57322	90
57342	57362	20
57372	57392	20
57452	57472	20
57542	57602	60
58161	58181	20
59021	59051	30
59401	59421	20
61170	61250	80
61270	61310	40
61330	61400	70
61420	61450	30
61490	61520	30
61839	61859	20
62269	62289	20
62629	62649	20
63508	63578	70
