Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
0	15	15
1324	1374	50
1854	1894	40
1974	2044	70
2054	2074	20
2084	2124	40
2134	2164	30
2184	2204	20
2224	2264	40
2284	2324	40
2344	2354	10
2364	2384	20
2394	2424	30
2444	2534	90
2803	2823	20
3203	3233	30
3273	3333	60
3873	3893	20
4253	4273	20
4692	4762	70
5492	5732	240
5762	5782	20
6001	6021	20
6091	6121	30
6531	6571	40
7750	7780	30
8010	8020	10
8180	8200	20
8340	8350	10
8420	8440	20
8510	8580	70
8590	8600	10
8630	8650	20
8710	8720	10
8760	8780	20
8830	8850	20
9110	9150	40
9509	9549	40
9729	9749	20
9779	9859	80
9909	9919	10
10139	10169	30
10489	10509	20
10639	10669	30
11048	11088	40
11118	11158	40
11548	11568	20
12328	12338	10
12398	12428	30
12977	12997	20
13367	13397	30
14107	14117	10
14407	14576	170
14616	14626	10
14796	14806	10
14906	14926	20
15026	15056	30
15196	15226	30
15246	15276	30
15606	15636	30
16026	16046	20
16155	16235	80
16305	16315	10
16335	16345	10
16445	16475	30
16955	17045	90
17065	17155	90
17165	17215	50
17245	17315	70
17335	17375	40
17635	17725	90
18304	18394	90
18594	18614	20
18694	18734	40
18744	18804	60
19074	19104	30
20763	20863	100
20883	20903	20
20933	20953	20
21392	21482	90
21492	21532	40
21572	21592	20
21632	21672	40
22262	22272	10
22502	22612	110
22652	22672	20
23001	23031	30
23181	23201	20
23371	23391	20
23561	23591	30
23671	23701	30
24610	24640	30
24780	24860	80
24890	24910	20
25030	25060	30
25260	25390	130
25400	25420	20
25580	25670	90
26240	26259	20
26359	26469	110
26499	26549	50
26559	26599	40
27129	27189	60
27369	27389	20
27429	27449	20
27469	27489	20
27509	27539	30
27699	27709	10
29478	29498	20
29657	29717	60
29727	29757	30
29917	29947	30
30227	30247	20
30307	30417	110
30427	30457	30
30487	30497	10
31057	31107	50
31257	31277	20
31297	31316	20
31336	31396	60
31656	31696	40
31986	32006	20
32596	32606	10
32716	32756	40
32876	32886	10
33006	33025	20
33305	33325	20
33595	33605	10
33975	34005	30
35344	35364	20
35384	35464	80
35504	35524	20
35544	35554	10
35584	35594	10
36104	36124	20
36713	36813	100
36863	36923	60
36973	36983	10
37433	37453	20
37743	37863	120
37903	37933	30
37953	37973	20
37993	38003	10
38043	38053	10
38102	38112	10
38232	38272	40
38522	38552	30
38982	39002	20
39322	39352	30
39821	39831	10
40101	40141	40
40281	40291	10
40441	40461	20
40761	40801	40
41121	41141	20
42320	42350	30
42380	42390	10
42510	42540	30
42790	42890	100
43289	43309	20
43339	43379	40
43949	44059	110
44099	44139	40
44269	44359	90
44449	44479	30
44499	44519	20
44838	44878	40
45048	45068	20
45268	45278	10
45458	45478	20
46088	46128	40
46278	46308	30
46458	46478	20
46657	46697	40
48546	48576	30
48726	48766	40
48836	48846	10
49006	49036	30
49506	49516	10
49696	49716	20
50065	50075	10
50255	50275	20
50385	50405	20
50445	50475	30
50495	50525	30
50545	50555	10
50655	50695	40
50745	50765	20
51145	51165	20
51335	51375	40
51584	51614	30
51654	51674	20
51684	51724	40
51864	51884	20
53184	53313	130
53333	53383	50
53413	53433	20
53613	53643	30
53723	53753	30
53953	53963	10
54453	54533	80
54793	54813	20
55112	55132	20
55542	55552	10
55882	55902	20
56012	56052	40
56072	56092	20
56232	56262	30
56442	56462	20
56612	56631	20
56861	56901	40
57081	57101	20
57201	57211	10
57861	57871	10
58021	58041	20
58570	58590	20
58740	58780	40
58970	58980	10
59100	59110	10
59420	59430	10
59810	59830	20
59990	60000	10
60099	60129	30
62298	62408	110
62438	62468	30
62478	62558	80
62568	62578	10
62668	62708	40
62858	62878	20
63108	63138	30
63328	63338	10
63497	63527	30
63577	63607	30
63647	63667	20
64597	64627	30
65116	65156	40
