Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]
0	185	185	626.0	471.0
265	425	160	802.0	526.0
525	765	240	886.0	578.0
825	994	170	911.0	683.0
1014	1084	70	893.0	714.0
1264	1524	260	868.0	670.0
1564	1784	220	896.0	601.0
2114	2204	90	872.0	552.0
2224	2334	110	847.0	555.0
2424	2494	70	812.0	565.0
2514	2623	110	804.0	555.0
2683	2903	220	878.0	565.0
2923	3043	120	865.0	549.0
3213	3323	110	802.0	595.0
3343	3433	90	808.0	608.0
3473	3593	120	838.0	622.0
3613	3713	100	799.0	628.0
3893	4003	110	1056.0	648.0
4063	4293	230	931.0	631.0
4312	4762	450	958.0	681.0
4882	4952	70	674.0	563.0
4992	5112	120	787.0	575.0
5162	5252	90	882.0	569.0
5432	5522	90	597.0	474.0
5632	5822	190	765.0	569.0
5842	6071	230	839.0	657.0
6111	6241	130	871.0	694.0
6261	7061	800	897.0	743.0
7081	7251	170	875.0	751.0
7541	7621	80	1095.0	586.0
7641	7780	140	992.0	581.0
7800	7890	90	859.0	630.0
7910	8120	210	820.0	644.0
8250	8340	90	1278.0	679.0
8410	8480	70	988.0	691.0
8630	8730	100	1143.0	747.0
8750	8890	140	1088.0	740.0
8910	8990	80	1122.0	772.0
9270	9340	70	542.0	497.0
9539	9689	150	1036.0	653.0
9889	10049	160	784.0	594.0
10109	10289	180	852.0	560.0
10299	10469	170	816.0	493.0
10529	10649	120	840.0	295.0
10669	10759	90	917.0	307.0
10799	10939	140	879.0	285.0
10989	11079	90	749.0	341.0
11099	11169	70	764.0	351.0
11179	11288	110	742.0	428.0
11388	11598	210	883.0	587.0
11648	11888	240	768.0	582.0
12048	12308	260	828.0	529.0
12478	12568	90	789.0	511.0
12648	12728	80	790.0	522.0
12878	13267	390	816.0	593.0
13597	13727	130	1285.0	529.0
13897	13977	80	1000.0	642.0
14127	14237	110	861.0	635.0
14307	14377	70	740.0	682.0
14397	14487	90	684.0	684.0
14547	14637	90	715.0	662.0
14657	14776	120	745.0	664.0
