Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
1674	1694	20
2164	2194	30
2234	2264	30
2284	2304	20
2324	2344	20
2384	2424	40
2454	2464	10
2474	2494	20
2643	2663	20
2693	2723	30
4163	4183	20
4462	4532	70
4552	4562	10
4572	4592	20
5032	5112	80
5222	5242	20
5342	5412	70
5432	5462	30
5482	5492	10
5522	5542	20
5732	5772	40
7790	7830	40
7840	7860	20
8220	8240	20
8280	8300	20
8320	8370	50
8390	8410	20
8510	8530	20
8550	8570	20
9090	9180	90
9220	9290	70
9310	9340	30
9500	9519	20
9709	9739	30
10099	10169	70
10209	10279	70
10299	10309	10
10319	10329	10
10529	10539	10
10719	10749	30
10929	10949	20
11338	11358	20
11528	11578	50
11838	11858	20
12318	12328	10
12608	12638	30
12968	12997	30
13657	13707	50
13997	14047	50
15546	15566	20
15576	15596	20
15686	15726	40
17155	17165	10
18045	18065	20
18085	18154	70
18174	18224	50
18394	18404	10
18764	18844	80
18864	18904	40
18944	18954	10
18974	18994	20
19014	19024	10
19144	19224	80
19264	19284	20
19474	19484	10
19744	19794	50
19804	19864	60
20063	20093	30
20223	20243	20
20343	20373	30
23371	23411	40
23501	23531	30
23601	23631	30
24051	24071	20
24371	24411	40
24451	24471	20
24511	24531	20
24621	24651	30
24881	24911	30
24931	24951	20
24971	24981	10
25160	25180	20
25270	25350	80
25620	25650	30
25740	25780	40
25860	25890	30
26010	26030	20
26150	26180	30
27149	27169	20
27719	27739	20
27949	27989	40
28199	28269	70
28449	28489	40
28508	28598	90
29698	29718	20
29898	29918	20
31137	31157	20
31237	31347	110
31377	31397	20
32066	32086	20
32106	32116	10
32196	32216	20
32486	32566	80
32596	32626	30
32686	32696	10
32806	32826	20
32916	32946	30
33106	33126	20
33276	33296	20
33875	33925	50
33965	33995	30
34225	34245	20
34375	34425	50
34565	34575	10
35884	35904	20
36054	36084	30
36184	36214	30
36404	36444	40
36554	36574	20
36804	36854	50
37573	37643	70
37763	37783	20
37953	37973	20
38363	38403	40
38443	38453	10
38563	38583	20
38593	38613	20
38653	38703	50
38892	38952	60
38972	38992	20
39012	39032	20
39102	39132	30
39152	39172	20
39192	39202	10
39242	39282	40
39392	39412	20
39452	39482	30
39752	39772	20
39962	39992	30
40172	40212	40
41051	41071	20
41211	41241	30
41521	41541	20
41671	41691	20
43490	43530	40
43570	43600	30
43630	43660	30
43900	43920	20
44109	44129	20
44169	44209	40
45119	45159	40
45918	45948	30
45978	46028	50
46128	46148	20
46578	46658	80
46678	46708	30
46748	46768	20
47148	47168	20
47198	47248	50
47278	47288	10
47627	47667	40
47767	47797	30
47977	47987	10
48187	48207	20
48947	48967	20
49336	49346	10
50106	50126	20
50856	50876	20
50915	50935	20
51055	51095	40
51695	51705	10
52265	52305	40
52345	52365	20
52605	52624	20
52644	52674	30
52714	52724	10
52734	52754	20
52824	52844	20
53074	53114	40
53124	53144	20
53184	53204	20
53354	53384	30
53714	53734	20
53834	53904	70
53934	53984	50
54304	54334	30
54723	54773	50
54783	54813	30
54853	54873	20
55063	55073	10
55263	55313	50
55323	55333	10
55353	55373	20
55543	55563	20
55843	55873	30
56023	56043	20
56212	56242	30
56842	56872	30
59261	59291	30
59331	59361	30
59501	59521	20
60190	60210	20
60220	60240	20
61020	61040	20
61329	61339	10
61359	61379	20
61399	61419	20
62679	62749	70
62779	62799	20
62819	62839	20
63538	63588	50
63678	63698	20
63818	63858	40
64018	64038	20
64128	64158	30
64178	64198	20
65257	65297	40
65507	65537	30
65937	65987	50
66037	66057	20
66317	66357	40
66397	66416	20
66436	66496	60
66546	66566	20
67796	67826	30
67876	67896	20
67926	67946	20
68016	68036	20
68385	68445	60
68465	68495	30
68515	68535	20
68545	68555	10
69045	69115	70
69315	69325	10
69535	69595	60
69685	69715	30
70084	70114	30
70154	70174	20
70464	70494	30
70684	70724	40
70754	70784	30
70804	70834	30
71114	71134	20
71274	71304	30
71364	71384	20
71723	71743	20
72083	72113	30
73442	73452	10
75491	75521	30
75601	75631	30
75751	75791	40
76041	76051	10
76281	76361	80
76421	76441	20
76501	76521	20
76601	76621	20
77540	77570	30
77610	77620	10
78060	78100	40
78559	78579	20
78649	78709	60
79799	79859	60
