event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	175	175	
Saccade	385	405	20	
Fixation	405	515	110	
Saccade	615	675	60	
Saccade	705	725	20	
Saccade	755	775	20	
Saccade	825	845	20	
Saccade	894	914	20	
Fixation	914	1134	220	
Saccade	1134	1184	50	17.9
Fixation	1184	1634	450	
Saccade	1634	1644	10	6.21
Fixation	1644	2364	720	
Fixation	2424	2504	80	
Saccade	2504	2514	10	7.04
Fixation	2514	2593	80	
Saccade	2593	2633	40	
Saccade	2653	2663	10	
Saccade	2723	2743	20	
Saccade	2753	2773	20	
Saccade	2813	2833	20	
Fixation	2833	2983	150	
Saccade	2983	3093	110	
Saccade	3303	3343	40	
Saccade	3353	3373	20	
Saccade	3443	3523	80	
Saccade	3643	3663	20	
Saccade	3673	3703	30	
Saccade	3723	3753	30	
Saccade	3913	3983	70	
Fixation	3983	4053	70	
Saccade	4163	4193	30	
Saccade	4292	4332	40	
Saccade	4722	4742	20	
Saccade	5032	5082	50	
Saccade	5132	5152	20	
Saccade	5182	5192	10	
Saccade	5212	5232	20	
Fixation	5232	6691	1459	
Saccade	6691	6701	10	14.79
Fixation	6701	7860	1159	
Saccade	7860	7870	10	8.93
Fixation	7870	10369	2499	
Saccade	10369	10409	40	
Saccade	10519	10559	40	
Fixation	10559	10998	440	
Fixation	11038	11208	170	
Saccade	11208	11278	70	24.74
Fixation	11278	11478	200	
Saccade	11478	11498	20	9.67
Fixation	11498	11748	250	
Saccade	11748	11778	30	9.12
Fixation	11778	11928	150	
Saccade	11928	11968	40	8.75
Fixation	11968	12368	400	
Saccade	12368	12398	30	4.19
Fixation	12398	13277	879	
Saccade	13277	13357	80	15.53
Fixation	13357	13497	140	
Saccade	13497	13507	10	
Saccade	13537	13557	20	
Saccade	13617	13627	10	
Fixation	13627	13907	280	
Saccade	13907	13977	70	
Saccade	14027	14067	40	
Saccade	14077	14127	50	
Saccade	14157	14187	30	
Saccade	14207	14247	40	
Saccade	14307	14327	20	
Saccade	14337	14356	20	
Saccade	14406	14416	10	
Fixation	14416	15256	840	
Saccade	15256	15296	40	
Saccade	15396	15446	50	
Saccade	15456	15476	20	
Saccade	15496	15516	20	
Saccade	15546	15566	20	
Fixation	15646	16006	360	
Saccade	16006	16036	30	9.48
Fixation	16036	16365	330	
Saccade	16365	16395	30	5.85
Fixation	16395	16705	310	
Saccade	16705	16745	40	9.2
Fixation	16745	17185	440	
Saccade	17185	17205	20	5.84
Fixation	17205	17355	150	
Saccade	17355	17365	10	
Fixation	17425	17874	450	
Saccade	17874	17884	10	2.63
Fixation	17884	18074	190	
Saccade	18074	18094	20	2.46
Fixation	18094	18474	380	
Saccade	18474	18484	10	3.64
Fixation	18484	18634	150	
Fixation	18654	18734	80	
Fixation	18754	19144	390	
Saccade	19144	19224	80	24.18
Fixation	19224	19434	210	
Saccade	19434	19444	10	5.22
Fixation	19444	19543	100	
Saccade	19543	19573	30	9.53
Fixation	19573	19753	180	
Saccade	19753	19773	20	6.79
Fixation	19773	20623	849	
Saccade	20623	20643	20	2.19
Fixation	20643	21132	490	
Saccade	21132	21152	20	3.95
Fixation	21152	21312	160	
Saccade	21312	21372	60	
Saccade	21412	21442	30	
Saccade	21552	21572	20	
Fixation	21652	21722	70	
Saccade	21722	21742	20	8.09
Fixation	21742	22112	370	
Saccade	22112	22192	80	31.86
Fixation	22192	22502	310	
Saccade	23341	23381	40	
Fixation	23381	23461	80	
Saccade	23461	23491	30	7.42
Fixation	23491	23591	100	
Saccade	23591	23601	10	3.54
Fixation	23601	23761	160	
Saccade	23761	23781	20	
Saccade	23821	23841	20	
