event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	175	175	
Fixation	295	795	500	
Saccade	1014	1044	30	
Fixation	1064	1144	80	
Saccade	1144	1154	10	
Fixation	1214	1324	110	
Saccade	1394	1444	50	
Saccade	1914	1944	30	
Saccade	1954	2024	70	
Saccade	2044	2084	40	
Fixation	2084	2164	80	
Saccade	2244	2274	30	
Saccade	2494	2524	30	
Saccade	2563	2573	10	
Saccade	2623	2643	20	
Saccade	2713	2763	50	
Fixation	2783	3023	240	
Saccade	3063	3153	90	
Saccade	3163	3193	30	
Fixation	3213	3293	80	
Saccade	3363	3403	40	
Fixation	3473	3563	90	
Fixation	3583	3673	90	
Fixation	3743	3843	100	
Fixation	3863	3953	90	
Fixation	4013	4113	100	
Saccade	4133	4163	30	
Saccade	4312	4322	10	
Fixation	4322	4402	80	
Fixation	4442	4522	80	
Fixation	4562	4712	150	
Fixation	4782	4942	160	
Saccade	4992	5002	10	
Fixation	5002	5112	110	
Saccade	5192	5202	10	
Fixation	5262	5352	90	
Saccade	5442	5492	50	
Saccade	5542	5572	30	
Fixation	5572	5662	90	
Saccade	5732	5742	10	
Fixation	5832	5971	140	
Fixation	5991	6071	80	
Saccade	6131	6161	30	
Saccade	6231	6261	30	
Fixation	6261	6361	100	
Saccade	6521	6531	10	
Fixation	6531	6761	230	
Fixation	6781	6911	130	
Fixation	7081	7171	90	
Fixation	7231	7301	70	
Fixation	7361	7431	70	
Saccade	7431	7441	10	
Saccade	7501	7521	20	
Fixation	7521	7591	70	
Fixation	7611	7690	80	
Saccade	7690	7730	40	
Saccade	7800	7810	10	
Fixation	7810	7890	80	
Saccade	7930	7940	10	
Saccade	7990	8020	30	
Fixation	8060	8290	230	
Saccade	8290	8330	40	
Saccade	8350	8380	30	
Saccade	8400	8450	50	
Saccade	8510	8530	20	
Fixation	8530	8610	80	
Saccade	8670	8680	10	
Saccade	8780	8800	20	
Fixation	8800	8990	190	
Fixation	9030	9130	100	
Saccade	9130	9140	10	
Fixation	9180	9419	240	
Saccade	9459	9479	20	
Fixation	9479	9579	100	
Fixation	9599	9689	90	
Fixation	9729	9839	110	
Saccade	9929	9939	10	
Fixation	10029	10259	230	
Fixation	10299	10429	130	
Saccade	10449	10489	40	
Saccade	10579	10619	40	
Saccade	10669	10689	20	
Saccade	10749	10779	30	
Fixation	10779	10869	90	
Saccade	10869	10879	10	1.24
Fixation	10879	10959	80	
Saccade	11058	11078	20	
Saccade	11088	11108	20	
Saccade	11198	11218	20	
Saccade	11278	11298	20	
Fixation	11298	11378	80	
Saccade	11378	11398	20	
Saccade	11448	11468	20	
Saccade	11578	11588	10	
Fixation	11588	11658	70	
Saccade	11728	11758	30	
Saccade	11868	11908	40	
Fixation	11978	12208	230	
Fixation	12248	12358	110	
Fixation	12378	12478	100	
Saccade	12568	12628	60	
Saccade	12698	12708	10	
Saccade	12717	12727	10	
Fixation	12827	12897	70	
Saccade	12987	13017	30	
Saccade	13217	13237	20	
Saccade	13287	13297	10	
Fixation	13367	13457	90	
Fixation	13497	13677	180	
Saccade	13697	13747	50	
Saccade	13767	13847	80	
Saccade	13867	13897	30	
Saccade	13917	13937	20	
Saccade	13977	13997	20	
Saccade	14017	14047	30	
Fixation	14067	14177	110	
Fixation	14217	14327	110	
Fixation	14516	14626	110	
Fixation	14796	14876	80	
Saccade	14876	14896	20	
Saccade	14916	14946	30	
Saccade	15076	15096	20	
Fixation	15096	15246	150	
Saccade	15326	15346	20	
Saccade	15376	15386	10	
Fixation	15386	15456	70	
Fixation	15476	15546	70	
Saccade	15616	15636	20	
Fixation	15636	15726	90	
Fixation	15796	15876	80	
Saccade	15926	15946	20	
Fixation	16066	16155	90	
Saccade	16175	16195	20	
Fixation	16195	16275	80	
Saccade	16375	16405	30	
Saccade	16475	16515	40	
Fixation	16515	16745	230	
Saccade	16765	16795	30	
Fixation	16895	16995	100	
Saccade	16995	17005	10	3.25
Fixation	17005	17405	400	
Fixation	17625	17725	100	
Fixation	17765	17874	110	
Fixation	17894	18004	110	
Saccade	18044	18064	20	
Fixation	18064	18134	70	
Fixation	18174	18404	230	
Saccade	18404	18444	40	
Saccade	18464	18504	40	
Fixation	18504	18644	140	
Fixation	18864	18944	80	
Saccade	19054	19074	20	
Saccade	19114	19144	30	
Fixation	19294	19404	110	
Saccade	19504	19533	30	
Saccade	19663	19683	20	
Fixation	19763	19973	210	
Fixation	19993	20063	70	
Fixation	20083	20163	80	
Saccade	20183	20213	30	
Fixation	20213	20383	170	
Fixation	20443	20513	70	
Saccade	20513	20543	30	
Fixation	20583	20663	80	
Saccade	20733	20823	90	
Fixation	21113	21242	130	
Saccade	21242	21262	20	
Fixation	21282	21372	90	
Fixation	21442	21662	220	
Fixation	21682	21912	230	
Saccade	22052	22092	40	
Saccade	22232	22252	20	
Fixation	22252	22392	140	
Fixation	22412	22492	80	
Saccade	22512	22542	30	
Fixation	22662	22742	80	
Saccade	22742	22762	20	
Saccade	22772	22792	20	
Saccade	22812	22911	100	
Saccade	22931	22961	30	
Saccade	22971	23011	40	
Saccade	23031	23041	10	
Fixation	23041	23201	160	
Fixation	23241	23341	100	
Saccade	23341	23381	40	
Saccade	23511	23531	20	
Saccade	23541	23561	20	
Fixation	23581	23661	80	
Saccade	23711	23741	30	
Fixation	23781	23881	100	
Fixation	23941	24061	120	
Fixation	24081	24191	110	
Fixation	24211	24331	120	
Fixation	24351	24561	210	
Fixation	24630	24780	150	
Fixation	24800	24910	110	
Saccade	24980	25010	30	
Fixation	25050	25140	90	
Saccade	25140	25150	10	
Fixation	25200	25310	110	
Fixation	25350	25460	110	
Fixation	25480	25580	100	
Saccade	25630	25660	30	
Fixation	25660	25840	180	
Fixation	25900	26160	260	
Fixation	26180	26389	210	
Saccade	26509	26529	20	
Fixation	26599	26689	90	
Fixation	26709	26959	250	
Fixation	26979	27089	110	
Saccade	27089	27109	20	
Saccade	27129	27169	40	
Fixation	27169	27369	200	
Fixation	27409	27509	100	
Fixation	27529	27639	110	
Fixation	27699	27789	90	
Fixation	27809	27929	120	
Saccade	27979	28008	30	
Saccade	28158	28188	30	
Saccade	28228	28258	30	
Fixation	28258	28358	100	
Fixation	28498	28638	140	
Fixation	28658	28828	170	
Saccade	28828	28888	60	
Saccade	28928	28958	30	
Saccade	28978	29018	40	
Saccade	29058	29088	30	
Fixation	29088	29238	150	
Saccade	29238	29288	50	
Saccade	29308	29328	20	
Saccade	29348	29378	30	
Saccade	29418	29438	20	
Fixation	29478	29558	80	
Saccade	29598	29658	60	
Fixation	29747	29857	110	
Saccade	29857	29877	20	
Fixation	29897	30007	110	
Saccade	30027	30047	20	
Fixation	30047	30277	230	
Fixation	30317	30447	130	
Fixation	30467	30557	90	
Fixation	30577	30697	120	
Fixation	30717	30797	80	
Saccade	30797	30827	30	
Saccade	30847	30877	30	
Fixation	30997	31097	100	
Fixation	31147	31227	80	
Saccade	31297	31317	20	
Saccade	31476	31526	50	
Saccade	31776	31806	30	
Saccade	31826	31876	50	
Fixation	31976	32186	210	
Fixation	32246	32426	180	
Saccade	32566	32596	30	
Fixation	32596	32876	280	
Fixation	32946	33145	200	
Saccade	33215	33235	20	
Fixation	33235	33395	160	
Fixation	33495	33595	100	
Fixation	33615	33725	110	
Fixation	33745	33875	130	
Saccade	33875	33925	50	
Saccade	34105	34135	30	
Saccade	34275	34285	10	
Fixation	34325	34395	70	
Fixation	34475	34675	200	
Saccade	34814	34864	50	
Fixation	34864	34994	130	
Fixation	35014	35124	110	
Saccade	35164	35184	20	
Fixation	35184	35314	130	
Saccade	35314	35374	60	
Saccade	35414	35444	30	
Fixation	35444	35544	100	
Fixation	35564	35674	110	
Fixation	35734	35844	110	
Fixation	35864	35934	70	
Saccade	35934	35964	30	
Saccade	35984	36044	60	
Saccade	36144	36184	40	
Saccade	36194	36204	10	
Fixation	36204	36314	110	
Fixation	36394	36543	150	
Fixation	36563	36663	100	
Fixation	36683	36943	260	
Fixation	36983	37063	80	
Fixation	37083	37223	140	
Fixation	37293	37493	200	
Fixation	37513	37893	380	
Saccade	37893	37913	20	
Saccade	37953	37973	20	
Saccade	37993	38023	30	
Fixation	38043	38123	80	
Saccade	38123	38143	20	1.52
Fixation	38143	38222	80	
Saccade	38222	38262	40	
Saccade	38352	38382	30	
Saccade	38392	38402	10	
Fixation	38512	38622	110	
Fixation	38642	38722	80	
Saccade	38762	38802	40	
Saccade	38942	38962	20	
Saccade	39042	39062	20	
Fixation	39062	39172	110	
Fixation	39192	39292	100	
Fixation	39332	39422	90	
Saccade	39422	39442	20	
Saccade	39482	39502	20	
Fixation	39502	39572	70	
Saccade	39572	39582	10	
Saccade	39592	39602	10	
Fixation	39602	39692	90	
Saccade	39692	39702	10	
Saccade	39762	39782	20	
Fixation	39782	39931	150	
Saccade	39931	39961	30	
Saccade	40081	40101	20	
Fixation	40181	40261	80	
Saccade	40321	40361	40	
