Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
35	55	20
305	335	30
1674	1704	30
3083	3113	30
3203	3223	20
3523	3553	30
3593	3623	30
3633	3663	30
4043	4093	50
4173	4183	10
4243	4272	30
4592	4612	20
5462	5532	70
5552	5572	20
5602	5612	10
5642	5672	30
5822	5842	20
5902	5922	20
6121	6131	10
7001	7011	10
7381	7401	20
9669	9709	40
10089	10129	40
10219	10239	20
10279	10299	20
10449	10469	20
10599	10649	50
10829	10859	30
11188	11208	20
13217	13257	40
13287	13317	30
13337	13377	40
13387	13407	20
13487	13507	20
13807	13867	60
13887	13907	20
14067	14077	10
14347	14417	70
14546	14566	20
14606	14636	30
14766	14826	60
14846	14866	20
14906	14926	20
15056	15066	10
15326	15416	90
15476	15556	80
15626	15646	20
15836	15846	10
15906	15926	20
16206	16245	40
16295	16305	10
16325	16345	20
16395	16415	20
16655	16665	10
17125	17165	40
17215	17235	20
17655	17665	10
18244	18324	80
18364	18384	20
18644	18664	20
18924	18954	30
19014	19054	40
19214	19234	20
19534	19554	20
19654	19683	30
19853	19863	10
20003	20033	30
20323	20353	30
20573	20603	30
20853	20863	10
21103	21123	20
21552	21602	50
21892	21922	30
22932	22952	20
22972	23002	30
24721	24741	20
24870	24900	30
24970	24990	20
25200	25220	20
25350	25380	30
25420	25450	30
25460	25480	20
25520	25530	10
25670	25690	20
26659	26729	70
26849	26889	40
26909	26929	20
26949	26969	20
27059	27109	50
30977	31017	40
31037	31067	30
31087	31107	20
31227	31247	20
31257	31287	30
31307	31327	20
31347	31377	30
31587	31617	30
31906	31936	30
31946	31976	30
32086	32116	30
32266	32296	30
32446	32496	50
33226	33266	40
33376	33445	70
33505	33525	20
34195	34215	20
35304	35334	30
35424	35454	30
35564	35574	10
35594	35614	20
35884	35914	30
36134	36164	30
36843	36853	10
36883	36893	10
37033	37053	20
37123	37143	20
37313	37343	30
37503	37523	20
37833	37853	20
37943	37973	30
38063	38073	10
38083	38103	20
38123	38153	30
38722	38732	10
39222	39242	20
39502	39522	20
39682	39702	20
40961	41001	40
41421	41441	20
41501	41561	60
41571	41591	20
41711	41721	10
41751	41811	60
41891	41930	40
42140	42230	90
42280	42300	20
42480	42500	20
42570	42600	30
42640	42660	20
42680	42700	20
43170	43260	90
43540	43600	60
43819	43829	10
45259	45269	10
45428	45438	10
45998	46098	100
46118	46168	50
46338	46358	20
46608	46648	40
46748	46778	30
46918	46958	40
47008	47038	30
47257	47287	30
47447	47477	30
49756	49796	40
49906	49936	30
50066	50086	20
50745	50825	80
51285	51305	20
51955	51975	20
52474	52504	30
53344	53374	30
53484	53504	20
53524	53564	40
54323	54363	40
54373	54393	20
54543	54573	30
54633	54673	40
54743	54773	30
54793	54833	40
54943	54983	40
55053	55083	30
55872	55892	20
56122	56142	20
56352	56392	40
56422	56452	30
56472	56502	30
56582	56592	10
57242	57311	70
57361	57391	30
57401	57441	40
57961	57981	20
58091	58151	60
58161	58171	10
58341	58361	20
58561	58601	40
58921	58941	20
58961	58971	10
59070	59110	40
59140	59160	20
59190	59230	40
59310	59320	10
59530	59550	20
59560	59600	40
59620	59650	30
60360	60390	30
60670	60759	90
60769	60789	20
60809	60839	30
60969	60999	30
61009	61029	20
61039	61059	20
61079	61089	10
61149	61159	10
61369	61399	30
61409	61479	70
61489	61509	20
61589	61609	20
61639	61659	20
61669	61679	10
61779	61819	40
62808	62838	30
64307	64317	10
64437	64457	20
64477	64497	20
64527	64537	10
64697	64717	20
64757	64777	20
64817	64837	20
64957	64987	30
65027	65047	20
65267	65287	20
65437	65457	20
65467	65497	30
65507	65537	30
65607	65627	20
65637	65657	20
65946	65966	20
65986	66006	20
66456	66486	30
66606	66636	30
66876	66886	10
67336	67426	90
67446	67466	20
67476	67496	20
67765	67785	20
67945	67965	20
68585	68595	10
68765	68785	20
68995	69015	20
69025	69035	10
69225	69245	20
69934	69944	10
70434	70444	10
70904	70924	20
71113	71143	30
71283	71303	20
71403	71433	30
71703	71723	20
71843	71853	10
72593	72603	10
73192	73252	60
73572	73592	20
73662	73682	20
73702	73752	50
73762	73772	10
74222	74252	30
74441	74451	10
74511	74541	30
75341	75371	30
75391	75431	40
76220	76240	20
76600	76640	40
77150	77170	20
77330	77350	20
78209	78239	30
79439	79449	10
79628	79718	90
79788	79808	20
79918	79958	40
80338	80418	80
80768	80798	30
80868	80888	20
80968	80988	20
81078	81128	50
81238	81248	10
81977	82007	30
82917	82937	20
82957	83026	70
83036	83066	30
83106	83146	40
83196	83216	20
83236	83256	20
83296	83316	20
83356	83376	20
83396	83476	80
83486	83506	20
83526	83556	30
83596	83616	20
83936	83976	40
84206	84246	40
84386	84426	40
84636	84666	30
85795	85805	10
85825	85845	20
86155	86175	20
86305	86325	20
86384	86414	30
86514	86534	20
86854	86874	20
86994	87024	30
87224	87284	60
87854	87874	20
87994	88024	30
88064	88093	30
88293	88313	20
88683	88703	20
88723	88793	70
88843	88873	30
88893	88903	10
89173	89193	20
89313	89333	20
89473	89503	30
89523	89543	20
89613	89633	20
89802	89822	20
90382	90462	80
90582	90602	20
90792	90852	60
90942	90962	20
91462	91492	30
91651	91671	20
91751	91771	20
91821	91861	40
91881	91901	20
91921	91941	20
92091	92111	20
92511	92541	30
92621	92671	50
92871	92891	20
93370	93390	20
93400	93430	30
93740	93770	30
93910	93940	30
94260	94270	10
94400	94410	10
94630	94640	10
95159	95229	70
95399	95419	20
95439	95489	50
95529	95549	20
95959	95979	20
96069	96099	30
96139	96159	20
96379	96399	20
96668	96678	10
