,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant20_trial01,261.04474708171205,514.0,134177.0,189583.0,32.46800731261426,547.0,17760.0,88/12
participant20_trial02,251.1908831908832,351.0,88168.0,120713.0,32.62086513994911,393.0,12820.0,87/13
participant20_trial03,253.0777027027027,296.0,74911.0,99396.0,33.91184573002755,363.0,12310.0,86/14
Mean participant20,255.1044443250993,387.0,99085.33333333333,136564.0,33.000239394196974,434.3333333333333,14296.666666666666,87/13
Standard Deviation participant20,5.230240873775441,113.37107214805724,31104.75549386835,47136.65657426288,0.7931651546110811,98.71845487715726,3010.1550347670354,1
