,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
Mean participant04,283.49,40.81773399014779,45.0,32.0,90/10,92131.5,12682.5,1320.0
Mean participant03,422.24418604651163,42.52136752136752,34.0,35.5,90/10,90857.5,13395.5,1475.0
Mean group_easy,352.86709302325585,41.669550755757655,39.5,33.75,90/10,91494.5,13039.0,1397.5
Standard Deviation group_easy,98.11402587150819,1.2046508225822596,7.7781745930520225,2.4748737341529163,0,900.8540392316615,504.16713498600836,109.60155108391487
