,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
Mean participant04,191.52083333333331,25.0,22.0,5.0,97/3,5132.0,4202.5,125.0
Mean participant03,198.013468013468,27.803030303030305,24.5,22.5,88/12,6147.0,4822.5,655.0
Mean group_easy,194.76715067340066,26.401515151515152,23.25,13.75,92/8,5639.5,4512.5,390.0
Standard Deviation group_easy,4.590986010090197,1.9820417351441115,1.7677669529663689,12.374368670764582,6,717.7133829043457,438.4062043356595,374.7665940288702
