,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant14_trial01,140.43218390804597,435.0,61088.0,110600.0,29.583333333333332,420.0,12425.0,83/17
participant14_trial02,136.54574132492112,317.0,43285.0,85145.0,30.14450867052023,346.0,10430.0,81/19
participant14_trial03,176.49609375,256.0,45183.0,76840.0,29.193548387096776,248.0,7240.0,86/14
Mean participant14,151.1580063276557,336.0,49852.0,90861.66666666667,29.64046346365011,338.0,10031.666666666666,83/17
Standard Deviation participant14,22.029301274773864,91.0,9776.82837120505,17591.03772758541,0.47804733448133985,86.27861844049197,2615.350518254357,3
