,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant21_trial01,375.6096385542169,415.0,155878.0,182986.0,33.77019748653501,557.0,18810.0,89/11
participant21_trial02,325.9768115942029,345.0,112462.0,140271.0,31.544811320754718,424.0,13375.0,89/11
participant21_trial03,324.8639705882353,272.0,88363.0,110769.0,32.405660377358494,318.0,10305.0,90/10
Mean participant21,342.1501402455517,344.0,118901.0,144675.33333333334,32.573556394882736,433.0,14163.333333333334,89/11
Standard Deviation participant21,28.98211731528283,71.50524456289902,34214.97255588553,36309.39804421623,1.1221531540912564,119.75391434103521,4306.954647234323,1
