,App,Cap,Gauge,Pad,Pen,Safety,Tip
Hits,143,63,60,16,71,100,31
Total Fixation Time [s],13.879000000000001,5.8600000000000385,5.808000000000005,1.4000000000000057,6.709999999999999,9.397999999999994,2.909999999999992
Average Dwelltime [s],6.939500000000001,0.8228571428571472,1.4020000000000024,0.4366666666666674,0.4974999999999994,0.7075384615384616,0.28166666666666734
Revisits,2,7,4,3,12,13,6
Average Fixation Time [s],0.09705594405594406,0.09301587301587363,0.09680000000000008,0.08750000000000036,0.09450704225352112,0.09397999999999994,0.09387096774193524
Time to First Fixation [s],23.586,1.209,15.460999999999999,35.809,0.63,5.487,6.886
Relative Dwelltime [%],30.194713368867593,12.748830632002683,12.635701076906342,3.0457957141303265,14.598063744153144,20.44599151528334,6.330903948656565
