,App,Cap,Gauge,Pad,Pen,Safety,Tip
Average Dwelltime [ms],0.0,504.83333333333695,0.0,0.0,242.50000000000182,0.0,0.0
Average Fixation Time [ms],0.0,92.91666666666667,0.0,0.0,93.75000000000091,0.0,0.0
Hits,0.0,24.0,0.0,0.0,8.0,0.0,0.0
Relative Dwelltime [%],0.0,75.743935983996,0.0,0.0,24.256064016004007,0.0,0.0
Revisits,0.0,6.0,0.0,0.0,4.0,0.0,0.0
Total Dwelltime [ms],0.0,3029.000000000022,0.0,0.0,970.0000000000073,0.0,0.0
Total Fixation Time [ms],0.0,2230.0,0.0,0.0,750.0000000000073,0.0,0.0
