,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant15_trial01,159.68421052631578,475.0,75850.0,119876.0,32.40963855421687,415.0,13450.0,85/15
participant15_trial02,151.57439446366783,289.0,43805.0,76960.0,32.62357414448669,263.0,8580.0,84/16
participant15_trial03,165.0632911392405,237.0,39120.0,64288.0,35.23706896551724,232.0,8175.0,83/17
Mean participant15,158.77396537640803,333.6666666666667,52925.0,87041.33333333333,33.42342722140693,303.3333333333333,10068.333333333334,84/16
Standard Deviation participant15,6.790360303825329,125.12926649402742,19991.34875389852,29132.99499422147,1.5742980630047887,97.94045810252948,2935.601869009715,1
