,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant27_trial01,181.16347237880495,887.0,160692.0,235586.0,34.136986301369866,730.0,24920.0,87/13
participant27_trial02,183.77777777777777,387.0,71122.0,109969.0,33.666666666666664,390.0,13130.0,84/16
participant27_trial03,190.73684210526315,342.0,65232.0,94998.0,35.063291139240505,316.0,11080.0,85/15
Mean participant27,185.22603075394863,538.6666666666666,99015.33333333333,146851.0,34.28898136909235,478.6666666666667,16376.666666666666,85/15
Standard Deviation participant27,4.9482754058467044,302.5034435065713,53494.68602892565,77210.4777798972,0.7106101989185142,220.78345348629125,7469.406491370873,2
