,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],0.0,0.0,0.0,0.0,174.99999999999272,353.9545454545461,579.4999999999964
Mean Average Fixation Time [ms],0.0,0.0,0.0,0.0,99.99999999999577,97.91632791327947,92.56250000000054
Mean Hits,0.0,0.0,0.0,0.0,2.5,38.5,13.0
Mean Relative Dwelltime [%],0.0,0.0,0.0,0.0,4.441918948571033,68.27944435901995,27.27863669240903
Mean Revisits,0.0,0.0,0.0,0.0,1.5,11.0,3.0
Mean Total Dwelltime [ms],0.0,0.0,0.0,0.0,249.9999999999891,3893.5000000000073,1548.999999999989
Mean Total Fixation Time [ms],0.0,0.0,0.0,0.0,249.9999999999891,3769.500000000011,1205.0
Standard Deviation Average Dwelltime [ms],0.0,0.0,0.0,0.0,35.35533905932738,41.71930009000349,267.9934700697015
Standard Deviation Average Fixation Time [ms],0.0,0.0,0.0,0.0,8.49091136745395e-13,0.15761390989959784,0.7954951288315147
Standard Deviation Hits,0.0,0.0,0.0,0.0,0.7071067811865476,3.5355339059327378,4.242640687119285
Standard Deviation Relative Dwelltime [%],0.0,0.0,0.0,0.0,1.532951763573669,3.591957464867348,2.0590057012936827
Standard Deviation Revisits,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,1.4142135623730951
Standard Deviation Total Dwelltime [ms],0.0,0.0,0.0,0.0,70.71067811864961,458.9123009900385,15.5563491860989
Standard Deviation Total Fixation Time [ms],0.0,0.0,0.0,0.0,70.71067811864961,340.11836175069334,403.05086527629095
