,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
participant01_trial01,607.8333333333334,0.0,0.27269715472807077,6.0,31.0
participant01_trial02,4407.0,,0.0,1.0,35.0
Mean participant01,2507.4166666666665,0.0,0.13634857736403538,3.5,33.0
Standard Deviation participant01,2686.4165128578916,,0.19282600731849603,3.5355339059327378,2.8284271247461903
