,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],7802.666666666668,472.9107142857157,867.3285714285719,513.8000000000008,517.5945454545455,476.65204678362625,522.2499999999991
Mean Average Fixation Time [ms],97.26172768878706,93.32535885167584,93.20861244019147,94.43548387096786,90.07913961038972,97.2444158657102,95.72481572481583
Mean Hits,168.0,20.5,65.5,21.5,70.5,86.0,59.0
Mean Relative Dwelltime [%],34.63529033665928,4.401368087973162,12.895640626558292,4.758877521808685,15.086934837133924,16.561859578906628,11.660029010960024
Mean Revisits,2.5,5.5,8.5,5.0,18.0,18.5,12.0
Mean Time to First Fixation [ms],20613.0,32551.0,13672.0,33985.5,585.0,5057.0,11768.0
Mean Total Dwelltime [ms],18425.5,2339.5000000000073,6921.500000000004,2569.0000000000036,8061.500000000009,8822.00000000001,6266.999999999989
Mean Total Fixation Time [ms],16326.999999999976,1915.0000000000255,6108.500000000005,2025.0000000000036,6345.000000000009,8363.500000000013,5644.999999999997
Standard Deviation Average Dwelltime [ms],3058.0011263714264,246.5529823115814,425.0115815948967,254.55844122715814,253.58906211258315,11.13589802184261,163.93092210508
Standard Deviation Average Fixation Time [ms],1.1464191177819787,1.7254758775371783,0.44930038536631584,0.798346365855616,1.2139049043903392,0.22638520881321134,0.2606044648115641
Standard Deviation Hits,22.627416997969522,2.1213203435596424,14.849242404917497,13.435028842544403,9.192388155425117,4.242640687119285,21.213203435596427
Standard Deviation Relative Dwelltime [%],5.636697169778605,0.8707098701926544,2.7039706006535673,2.156155413921414,0.3273865847614673,1.8071425755587178,3.1270370161935257
Standard Deviation Revisits,0.7071067811865476,2.1213203435596424,2.1213203435596424,0.0,9.899494936611665,0.7071067811865476,0.0
Standard Deviation Time to First Fixation [ms],1533.0075016124351,43461.611198849954,84.85281374238635,1151.876946552886,374.7665940288702,14.142135623730951,91.92388155425118
Standard Deviation Total Dwelltime [ms],2127.684304590332,352.8462838120872,1772.7167004346695,1272.7922061357906,559.3214639185926,543.0580079512376,1967.1710652609597
Standard Deviation Total Fixation Time [ms],2008.1832585697719,233.34523779157612,1413.5064555919046,1251.5790027001942,742.4621202459123,432.0422433049468,2015.2543263816153
