start_time	end_time	Carton	IFU	Instructions	Phone	Pump Unit	ReservoirUnit	YpsoPod	skin
19.136	19.276	406.6	1600.0	341.6	0.0	1600.0	1600.0	1600.0	774.4
19.295	19.915	412.8	1600.0	335.6	0.0	1600.0	1600.0	1600.0	1600.0
20.069	20.329	407.0	1600.0	352.0	0.0	1600.0	1600.0	1600.0	1600.0
20.366	21.066	404.3	1600.0	348.5	0.0	1600.0	1600.0	1600.0	1600.0
21.087	21.367	538.0	1600.0	440.8	0.0	1600.0	1600.0	1600.0	735.1
21.653	21.783	538.5	1600.0	438.0	0.0	1600.0	1600.0	1600.0	1600.0
22.203	22.993	536.3	1600.0	440.8	0.0	1600.0	1600.0	1600.0	731.2
23.015	23.105	486.3	1600.0	399.5	0.0	1600.0	1600.0	1600.0	1600.0
23.162	23.382	469.6	1600.0	400.3	0.0	1600.0	1600.0	1600.0	1600.0
23.466	23.646	410.8	1600.0	405.9	2.0	1600.0	1600.0	1600.0	1600.0
23.736	24.286	433.6	1600.0	347.0	0.0	1600.0	1600.0	1600.0	1600.0
24.306	24.616	452.0	1600.0	312.0	0.0	1600.0	1600.0	1600.0	1600.0
24.632	24.962	505.9	1600.0	404.9	0.0	1600.0	1600.0	1600.0	1600.0
25.153	25.333	232.9	1600.0	153.2	0.0	1600.0	1600.0	1600.0	1600.0
25.412	25.652	248.1	1600.0	195.5	0.0	1600.0	1600.0	1600.0	1600.0
25.751	26.161	291.0	1600.0	205.7	0.0	1600.0	1600.0	1600.0	788.0
26.184	26.514	261.2	1600.0	218.9	0.0	1600.0	1600.0	1600.0	1600.0
26.542	26.852	249.4	1600.0	101.3	0.0	1600.0	1600.0	1600.0	1600.0
26.872	27.162	230.4	1600.0	134.9	0.0	1600.0	1600.0	800.6	1600.0
27.18	27.4	235.5	1600.0	126.5	0.0	1600.0	1600.0	792.3	1600.0
27.42	27.66	216.4	1600.0	158.8	0.0	1600.0	1600.0	815.0	1600.0
27.68	28.08	191.5	1600.0	206.5	0.0	1600.0	1600.0	851.7	1600.0
28.119	28.209	178.3	1600.0	247.4	0.0	1600.0	1600.0	1600.0	1600.0
28.273	28.683	185.0	1600.0	149.3	0.0	1600.0	1600.0	1600.0	1600.0
28.901	29.111	194.5	1600.0	160.0	0.0	1600.0	1600.0	1600.0	1600.0
29.13	29.46	183.1	1600.0	179.1	0.0	1600.0	1600.0	1600.0	1600.0
29.478	29.708	283.7	1600.0	123.5	0.0	1600.0	1600.0	1600.0	1600.0
29.74	30.01	349.5	1600.0	235.2	0.0	1600.0	1600.0	1600.0	1600.0
30.053	30.153	318.9	1600.0	237.2	0.0	1600.0	1600.0	1600.0	1600.0
30.231	30.311	309.2	1600.0	243.7	0.0	1600.0	1600.0	1600.0	1600.0
30.33	30.45	313.9	1600.0	235.1	0.0	1600.0	1600.0	771.1	1600.0
30.472	30.642	297.9	1600.0	258.5	0.0	1600.0	1600.0	1600.0	1600.0
30.75	30.85	454.1	1600.0	346.2	0.0	1600.0	1600.0	1600.0	1600.0
30.872	31.232	413.4	1600.0	327.3	0.0	1600.0	1600.0	1600.0	1600.0
31.239	31.549	467.3	1600.0	327.1	0.0	1600.0	1600.0	1600.0	1600.0
31.572	31.692	463.3	1600.0	305.6	0.0	1600.0	1600.0	1600.0	1600.0
31.762	32.002	198.0	1600.0	114.1	0.0	1600.0	1600.0	1600.0	1600.0
32.022	32.242	165.1	1600.0	166.0	0.0	1600.0	1600.0	1600.0	1600.0
32.262	32.402	113.7	1600.0	264.3	0.0	1600.0	1600.0	1600.0	1600.0
32.419	32.579	112.4	1600.0	265.3	0.0	1600.0	1600.0	1600.0	1600.0
32.611	32.881	301.6	1600.0	29.8	64.0	1600.0	1600.0	1600.0	709.1
32.941	33.211	643.5	1600.0	0.0	433.6	1600.0	1600.0	1600.0	1600.0
33.246	33.516	582.3	1600.0	0.0	380.1	1600.0	1600.0	1600.0	1600.0
33.539	33.709	571.7	1600.0	0.0	367.8	1600.0	1600.0	1600.0	1600.0
33.727	34.067	495.0	1600.0	0.0	291.2	1600.0	1600.0	1600.0	598.6
34.086	34.176	472.5	1600.0	0.0	270.0	1600.0	1600.0	1600.0	1600.0
34.2	34.63	576.9	1600.0	0.0	365.5	1600.0	1600.0	1600.0	1600.0
34.666	34.896	560.7	1600.0	0.0	344.9	1600.0	1600.0	1600.0	1600.0
34.92	35.15	577.4	1600.0	0.0	361.0	1600.0	1600.0	1600.0	1600.0
35.187	35.827	555.2	1600.0	0.0	335.9	1600.0	1600.0	525.4	1600.0
35.845	35.965	255.2	1600.0	57.1	6.0	1600.0	1600.0	1600.0	1600.0
35.989	36.099	238.7	1600.0	71.6	0.0	1600.0	1600.0	1600.0	1600.0
36.247	36.367	333.0	1600.0	315.2	0.0	1600.0	1600.0	1600.0	1600.0
36.386	36.526	323.1	1600.0	255.0	0.0	1600.0	1600.0	1600.0	1600.0
36.539	36.669	280.4	1600.0	218.0	0.0	1600.0	1600.0	1600.0	1600.0
36.686	36.896	295.3	1600.0	215.8	0.0	1600.0	1600.0	775.1	1600.0
36.908	37.198	283.0	1600.0	264.9	0.0	1600.0	1600.0	1600.0	1600.0
37.235	37.695	300.6	1600.0	219.2	0.0	1600.0	1600.0	1600.0	1600.0
37.718	37.818	293.6	1600.0	145.0	0.0	1600.0	1600.0	1600.0	1600.0
37.835	38.185	246.6	1600.0	117.4	0.0	1600.0	1600.0	1600.0	1600.0
38.207	38.467	204.1	1600.0	175.1	0.0	1600.0	1600.0	1600.0	1600.0
38.504	39.014	206.8	1600.0	204.3	0.0	1600.0	1600.0	1600.0	1600.0
39.036	39.106	198.5	1600.0	239.8	0.0	1600.0	1600.0	858.5	1600.0
39.188	40.337	244.1	1600.0	192.2	0.0	1600.0	1600.0	1600.0	1600.0
40.357	40.737	263.1	1600.0	192.9	0.0	1600.0	1600.0	1600.0	1600.0
40.757	40.987	255.2	1600.0	183.8	0.0	1600.0	1600.0	1600.0	1600.0
41.066	41.656	211.1	1600.0	171.0	0.0	1600.0	1600.0	1600.0	1600.0
41.664	42.194	264.6	1600.0	197.1	0.0	1600.0	1600.0	1600.0	1600.0
42.213	42.363	250.7	1600.0	228.1	0.0	1600.0	1600.0	818.4	1600.0
42.406	42.686	270.6	1600.0	210.8	0.0	1600.0	1600.0	1600.0	1600.0
42.702	42.932	286.2	1600.0	213.1	0.0	1600.0	1600.0	1600.0	1600.0
43.003	43.323	375.1	1600.0	262.6	0.0	1600.0	1600.0	1600.0	1600.0
43.705	43.905	403.3	1600.0	283.9	0.0	1600.0	1600.0	1600.0	1600.0
43.921	44.031	393.5	1600.0	290.2	0.0	1600.0	1600.0	1600.0	1600.0
44.054	44.304	390.9	1600.0	302.2	0.0	1600.0	1600.0	1600.0	1600.0
44.343	44.833	410.5	1600.0	270.3	0.0	1600.0	1600.0	1600.0	1600.0
44.882	45.012	388.6	1600.0	309.4	0.0	1600.0	1600.0	1600.0	1600.0
45.031	45.111	380.3	1600.0	314.0	0.0	1600.0	1600.0	1600.0	765.1
45.292	45.492	427.1	1600.0	278.1	0.0	1600.0	1600.0	1600.0	1600.0
45.534	46.054	442.8	1600.0	343.9	0.0	1600.0	1600.0	1600.0	1600.0
46.072	46.162	437.2	1600.0	383.4	0.0	1600.0	1600.0	1600.0	1600.0
46.204	46.584	525.8	1600.0	425.6	0.0	1600.0	1600.0	1600.0	1600.0
46.599	46.689	505.2	1600.0	423.4	0.0	1600.0	1600.0	1600.0	1600.0
46.753	46.833	505.9	1600.0	403.7	0.0	1600.0	1600.0	1600.0	1600.0
46.873	46.963	492.7	1600.0	403.4	0.0	1600.0	1600.0	1600.0	1600.0
47.002	47.192	483.2	1600.0	409.3	0.0	1600.0	1600.0	1600.0	1600.0
47.223	47.413	291.1	1600.0	228.4	0.0	1600.0	1600.0	1600.0	1600.0
47.433	47.683	317.0	1600.0	183.8	0.0	1600.0	1600.0	1600.0	720.4
47.753	48.003	608.8	1600.0	0.0	378.1	1600.0	1600.0	1600.0	1600.0
48.018	48.088	514.3	1600.0	0.0	289.5	1600.0	1600.0	1600.0	1600.0
48.342	48.422	186.0	1600.0	323.8	0.0	1600.0	1600.0	1600.0	1600.0
48.471	48.551	162.3	1600.0	236.0	0.0	1600.0	1600.0	1600.0	1600.0
48.568	48.678	182.0	1600.0	208.7	0.0	1600.0	1600.0	1600.0	1600.0
48.701	48.811	203.3	1600.0	185.6	0.0	1600.0	1600.0	1600.0	1600.0
48.819	48.979	184.0	1600.0	153.5	0.0	1600.0	1600.0	848.2	1600.0
49.002	49.122	170.9	1600.0	174.3	0.0	1600.0	1600.0	1600.0	1600.0
49.138	49.248	157.7	1600.0	191.2	0.0	1600.0	1600.0	1600.0	1600.0
49.268	49.378	137.9	1600.0	226.6	0.0	1600.0	1600.0	1600.0	1600.0
49.418	49.658	154.5	1600.0	215.7	0.0	1600.0	1600.0	1600.0	1600.0
49.699	49.909	210.8	1600.0	166.7	0.0	1600.0	1600.0	1600.0	1600.0
49.988	50.058	209.0	1600.0	175.6	0.0	1600.0	1600.0	1600.0	1600.0
50.101	50.221	176.2	1600.0	228.8	0.0	1600.0	1600.0	1600.0	1600.0
50.268	50.578	367.7	1600.0	311.8	0.0	1600.0	1600.0	1600.0	1600.0
50.651	51.181	203.2	1600.0	203.2	0.0	1600.0	1600.0	1600.0	1600.0
51.321	51.861	219.2	1600.0	258.4	0.0	1600.0	1600.0	1600.0	1600.0
52.05	52.3	407.8	1600.0	343.0	0.0	1600.0	1600.0	1600.0	1600.0
52.32	52.56	411.6	1600.0	344.6	0.0	1600.0	1600.0	1600.0	1600.0
52.599	52.869	447.2	1600.0	376.3	0.0	1600.0	1600.0	1600.0	1600.0
52.918	52.998	467.6	1600.0	390.5	0.0	1600.0	1600.0	1600.0	1600.0
53.015	53.125	460.2	1044.3	404.5	0.0	1600.0	1600.0	1600.0	1600.0
53.285	53.445	374.4	1600.0	331.0	0.0	1600.0	1600.0	1600.0	1600.0
53.469	53.749	471.5	1600.0	408.7	0.0	1600.0	1600.0	1600.0	1600.0
53.959	54.089	413.3	1600.0	364.3	32.8	1600.0	1600.0	1600.0	1600.0
54.134	54.234	314.4	1600.0	299.8	0.0	1600.0	1600.0	1600.0	1600.0
54.307	54.537	183.6	1600.0	219.0	0.0	1600.0	1600.0	871.7	1600.0
54.557	54.927	187.0	1600.0	201.9	0.0	1600.0	1600.0	1600.0	1600.0
55.115	55.365	175.8	1600.0	232.9	0.0	1600.0	1600.0	1600.0	1600.0
55.386	55.566	167.5	1600.0	278.1	0.0	1600.0	1600.0	1600.0	1600.0
55.578	55.698	172.3	1600.0	242.0	0.0	1600.0	1600.0	1600.0	1600.0
55.788	56.028	252.2	1600.0	380.1	76.0	1600.0	101.6	1600.0	1600.0
56.083	56.193	0.0	1600.0	421.8	200.6	1600.0	241.9	1600.0	1600.0
56.218	56.328	0.0	1600.0	403.8	197.3	1600.0	218.7	220.1	1600.0
56.363	56.483	162.2	1600.0	295.6	184.3	1600.0	3.0	36.0	1600.0
56.507	56.887	116.0	1600.0	306.3	218.0	1600.0	30.4	1600.0	37.7
57.033	57.143	0.0	1600.0	319.2	324.7	1600.0	1600.0	208.9	1600.0
57.456	57.566	264.2	694.4	406.6	36.0	1600.0	99.0	1600.0	1600.0
57.582	57.692	297.2	724.2	455.1	0.0	1600.0	143.1	196.0	1600.0
57.856	58.116	552.2	1600.0	663.5	0.0	1600.0	1600.0	365.6	1600.0
58.136	58.266	456.3	1600.0	521.6	0.0	1600.0	281.2	1600.0	242.5
58.327	58.817	464.5	1600.0	497.8	0.0	1600.0	1600.0	269.0	229.3
58.856	59.016	447.9	1600.0	490.0	0.0	1600.0	1600.0	256.6	218.5
59.052	59.322	188.0	1600.0	383.3	0.0	1600.0	1600.0	155.5	180.4
59.376	59.516	524.8	1600.0	524.7	0.0	1600.0	1600.0	289.5	280.0
59.532	59.722	465.7	1600.0	462.8	0.0	1600.0	1600.0	227.8	216.5
59.773	60.063	109.3	1600.0	343.0	0.0	1600.0	1600.0	145.8	174.0
60.081	60.561	143.3	1600.0	347.1	0.0	1600.0	1600.0	128.8	166.7
60.573	60.693	195.9	1600.0	346.9	0.0	1600.0	1600.0	106.9	144.2
60.71	60.96	328.2	1600.0	399.4	0.0	1600.0	1600.0	158.0	137.3
60.991	61.451	152.1	1600.0	331.8	0.0	1600.0	1600.0	106.9	151.4
61.473	61.563	150.9	1600.0	377.0	0.0	1600.0	1600.0	146.7	179.2
61.581	61.701	150.2	1600.0	425.0	0.0	1600.0	1600.0	1600.0	206.4
61.75	61.85	136.6	1600.0	455.2	0.0	1600.0	230.3	1600.0	1600.0
61.94	62.16	154.7	773.6	486.3	0.0	1600.0	178.0	1600.0	160.8
62.273	62.703	132.6	874.9	528.2	0.0	1600.0	287.3	1600.0	1600.0
62.821	62.951	91.8	909.3	536.0	45.3	878.7	327.5	1600.0	307.2
62.991	63.431	0.0	839.4	422.8	186.2	1600.0	310.4	1600.0	303.4
63.519	63.659	0.0	1600.0	521.7	121.3	1600.0	366.6	1600.0	344.6
63.721	63.951	329.1	1600.0	781.2	0.0	1600.0	471.0	1600.0	434.0
63.971	64.061	307.3	1600.0	843.8	0.0	1600.0	471.0	1600.0	446.2
64.078	64.578	312.6	1600.0	937.9	0.0	1600.0	1600.0	1600.0	472.9
64.613	65.163	340.3	1600.0	1600.0	0.0	1600.0	397.0	1600.0	904.7
65.222	65.332	180.4	1600.0	347.1	341.2	1600.0	491.4	1600.0	1600.0
65.393	65.623	115.9	725.3	267.2	262.6	1600.0	1600.0	1600.0	390.4
65.639	65.999	41.0	721.7	279.6	312.0	1600.0	305.0	1600.0	1600.0
66.052	66.232	8.1	762.6	335.0	376.3	1600.0	1600.0	1600.0	1600.0
66.249	66.579	56.1	1600.0	253.6	374.0	1600.0	284.9	1600.0	1600.0
66.622	66.882	6.0	1600.0	317.0	308.8	1001.4	228.7	111.0	1600.0
66.901	67.301	0.0	1600.0	370.0	340.1	1600.0	254.5	1600.0	1600.0
67.322	67.622	1600.0	1600.0	287.3	191.2	255.2	125.9	1600.0	138.2
67.769	67.979	1600.0	1600.0	339.7	0.0	657.3	273.7	1600.0	231.8
68.02	68.13	1600.0	1600.0	319.5	0.0	1600.0	235.7	1600.0	701.3
68.15	68.32	1600.0	1600.0	299.8	0.0	1600.0	210.2	666.6	703.5
68.349	68.419	611.5	1600.0	428.0	0.0	1600.0	305.5	738.4	755.4
68.441	68.551	577.9	1600.0	416.0	0.0	1600.0	267.1	660.1	1600.0
68.57	68.92	589.2	1600.0	405.6	0.0	1600.0	267.4	1600.0	746.5
68.937	69.127	480.9	1600.0	300.2	0.0	1600.0	105.9	274.2	763.6
69.246	69.516	529.6	1600.0	359.8	0.0	1600.0	165.0	250.2	762.9
69.54	69.67	587.0	967.4	415.2	0.0	1600.0	228.8	1600.0	742.9
69.689	69.819	589.6	1600.0	416.9	0.0	1600.0	225.1	1600.0	743.9
69.87	70.08	538.8	1600.0	375.6	0.0	1600.0	179.1	222.8	163.0
70.1	70.35	461.8	1600.0	326.4	37.0	1600.0	114.8	110.2	1600.0
70.495	70.745	298.5	1600.0	227.7	205.0	1600.0	13.4	1600.0	1600.0
70.815	70.935	408.0	1600.0	321.7	116.0	134.6	1600.0	154.7	809.0
70.989	71.069	665.9	1600.0	519.7	0.0	1600.0	1600.0	329.7	737.3
71.209	71.479	549.8	1600.0	395.8	0.0	1600.0	1600.0	186.1	142.1
71.519	71.699	327.0	1600.0	278.9	141.3	1600.0	1600.0	1600.0	105.8
71.769	71.919	351.2	1600.0	349.5	102.0	1600.0	1600.0	43.0	924.3
71.937	72.017	389.8	1600.0	320.2	76.2	1600.0	1600.0	28.8	72.8
72.038	72.168	409.4	1600.0	285.7	73.0	1600.0	1600.0	1600.0	802.8
72.217	72.397	416.4	1600.0	246.6	85.6	1600.0	1600.0	0.0	1600.0
72.439	72.659	457.1	1600.0	292.0	55.9	1600.0	1600.0	21.4	739.7
72.715	72.955	477.1	973.5	318.2	41.8	1600.0	1600.0	31.1	754.7
73.035	73.315	661.0	1600.0	504.2	0.0	1600.0	1600.0	224.5	737.2
73.378	73.638	332.8	1600.0	262.4	142.9	1600.0	1600.0	0.0	844.8
73.715	73.985	345.5	1600.0	265.4	148.1	1600.0	1600.0	0.0	842.9
74.007	74.707	358.9	1600.0	284.3	122.1	1600.0	1600.0	20.0	843.7
74.762	74.912	665.9	1600.0	496.5	0.0	1600.0	1600.0	372.1	710.1
74.935	75.025	618.0	1600.0	457.7	0.0	1600.0	1600.0	224.0	725.2
75.107	75.327	581.2	1600.0	436.5	0.0	1600.0	1600.0	182.2	746.3
75.385	75.565	593.1	1600.0	452.9	0.0	1600.0	1600.0	174.0	1600.0
75.657	75.817	585.0	1600.0	439.5	0.0	1600.0	1600.0	166.0	773.8
75.852	76.042	602.5	1600.0	417.9	0.0	1600.0	1600.0	1600.0	739.6
76.236	76.556	597.2	1600.0	439.0	0.0	1600.0	1600.0	1600.0	153.0
76.564	76.814	604.6	1600.0	428.5	0.0	1600.0	1600.0	1600.0	745.3
76.833	77.163	555.9	985.5	423.6	0.0	1600.0	1600.0	1600.0	192.0
77.181	77.281	529.1	1600.0	402.7	0.0	1600.0	1600.0	209.5	800.0
77.356	77.436	488.2	1600.0	360.0	0.0	1600.0	1600.0	1600.0	788.7
77.602	77.852	480.6	1600.0	286.3	0.0	1600.0	1600.0	1600.0	1600.0
77.875	78.005	482.3	1600.0	306.5	0.0	1600.0	1600.0	130.0	1600.0
78.023	78.243	496.0	1600.0	332.4	0.0	1600.0	1600.0	1600.0	1600.0
78.281	78.551	515.1	1600.0	335.3	0.0	1600.0	1600.0	1600.0	1600.0
78.57	78.66	505.2	1600.0	337.3	0.0	1600.0	1600.0	154.0	781.3
78.685	78.855	496.9	1600.0	343.9	0.0	1600.0	1600.0	151.0	807.9
78.875	79.505	564.2	1600.0	397.9	0.0	1600.0	1600.0	219.0	758.9
79.522	79.642	447.4	1600.0	299.5	0.0	1600.0	1600.0	97.1	799.7
79.723	79.893	471.3	1600.0	312.8	0.0	1600.0	1600.0	1600.0	1600.0
79.934	80.144	489.5	1600.0	362.7	0.0	1600.0	1600.0	141.4	816.8
80.214	80.364	770.0	1600.0	590.5	57.2	1600.0	1600.0	432.0	729.2
80.383	80.863	702.5	1600.0	527.0	0.0	1600.0	1600.0	1600.0	748.0
80.904	81.164	430.7	1600.0	257.7	47.3	1600.0	1600.0	1600.0	9.2
81.202	81.302	350.2	1600.0	177.3	146.7	1600.0	1600.0	1600.0	802.8
81.453	81.583	370.9	1600.0	252.2	17.2	1600.0	1600.0	1600.0	20.1
81.603	81.903	378.4	1600.0	272.1	0.0	1600.0	1600.0	1600.0	1600.0
82.018	82.178	476.5	1600.0	369.5	0.0	1600.0	1600.0	1600.0	841.9
82.293	82.503	631.1	1600.0	473.7	0.0	1600.0	1600.0	1600.0	1600.0
82.509	83.349	644.6	1600.0	514.1	0.0	1600.0	1600.0	1600.0	1600.0
83.372	83.972	662.3	1600.0	509.4	0.0	1600.0	1600.0	353.0	280.2
83.989	84.279	503.8	1600.0	351.0	0.0	1600.0	1600.0	179.2	132.9
84.302	84.502	435.5	1600.0	297.8	0.0	1600.0	1600.0	1600.0	98.1
84.517	84.627	450.8	1600.0	300.0	0.0	1600.0	1600.0	1600.0	94.7
84.67	85.15	455.0	1600.0	285.0	0.0	1600.0	1600.0	107.0	74.3
85.218	85.618	433.8	1600.0	310.4	0.0	1600.0	1600.0	111.6	111.8
85.677	85.827	452.9	1600.0	269.9	0.0	1600.0	1600.0	122.0	1600.0
85.898	86.448	398.8	1600.0	219.4	0.0	1600.0	1600.0	775.2	1600.0
