event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	185	185	
Fixation	285	355	70	
Fixation	435	695	260	
Fixation	735	964	230	
Fixation	1004	1164	160	
Saccade	1164	1224	60	
Saccade	1394	1414	20	
Saccade	1424	1504	80	
Saccade	1734	1764	30	
Saccade	1774	1844	70	
Saccade	1884	1924	40	
Saccade	1964	1984	20	
Saccade	2024	2034	10	
Saccade	2044	2074	30	
Saccade	2094	2104	10	
Fixation	2104	2194	90	
Saccade	2254	2274	20	
Fixation	2274	2344	70	
Saccade	2344	2364	20	
Saccade	2424	2444	20	
Fixation	2444	2623	180	
Saccade	2623	2643	20	
Fixation	2703	2893	190	
Saccade	2893	2913	20	
Saccade	2933	3023	90	
Fixation	3023	3193	170	
Fixation	3213	3343	130	
Saccade	3443	3473	30	
Saccade	3563	3593	30	
Saccade	3633	3653	20	
Fixation	3653	3763	110	
Fixation	3783	3883	100	
Fixation	3903	4013	110	
Saccade	4053	4083	30	
Fixation	4083	4233	150	
Fixation	4332	4492	160	
Saccade	4492	4512	20	5.07
Fixation	4512	4602	90	
Saccade	4602	4642	40	1.5
Fixation	4642	4732	90	
Fixation	4752	4822	70	
Saccade	4822	4842	20	
Fixation	4902	4992	90	
Fixation	5012	5152	140	
Fixation	5172	5362	190	
Saccade	5362	5462	100	26.18
Fixation	5462	5562	100	
Saccade	5562	5592	30	
Saccade	5652	5662	10	
Saccade	5692	5732	40	
Fixation	5732	5852	120	
Saccade	5852	5882	30	
Saccade	5922	5942	20	
Fixation	5942	6061	120	
Saccade	6061	6071	10	6.58
Fixation	6071	6301	230	
Saccade	6301	6331	30	5.94
Fixation	6331	6411	80	
Fixation	6481	6671	190	
Saccade	6671	6701	30	
Fixation	6721	6831	110	
Fixation	6851	7111	260	
Fixation	7151	7281	130	
Saccade	7281	7301	20	4.52
Fixation	7301	7391	90	
Fixation	7431	7880	450	
Fixation	7900	8360	460	
Fixation	8400	8570	170	
Saccade	8570	8580	10	
Fixation	8670	9080	410	
Saccade	9080	9110	30	7.96
Fixation	9110	9349	240	
Saccade	9409	9459	50	
Fixation	9459	9589	130	
Saccade	9629	9659	30	
Fixation	9659	9809	150	
Saccade	9809	9849	40	
Saccade	9879	9899	20	
Saccade	9969	9999	30	
Fixation	10019	10299	280	
Fixation	10319	10559	240	
Saccade	10579	10609	30	
Saccade	10729	10779	50	
Saccade	10789	10819	30	
Saccade	10829	10879	50	
Saccade	10939	10959	20	
Fixation	10959	11068	110	
Fixation	11088	11248	160	
Saccade	11248	11338	90	18.52
Fixation	11338	11528	190	
Saccade	11528	11538	10	4.31
Fixation	11538	11688	150	
Saccade	11688	11718	30	
Fixation	11738	11818	80	
