event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	85	85	
Saccade	85	95	10	3.38
Fixation	95	165	70	
Fixation	265	565	300	
Saccade	565	585	20	
Saccade	595	655	60	
Fixation	655	725	70	
Fixation	874	1084	210	
Saccade	1174	1214	40	
Fixation	1214	1504	290	
Saccade	1504	1524	20	3.33
Fixation	1524	1734	210	
Saccade	1734	1754	20	3.21
Fixation	1754	1854	100	
Saccade	1854	1874	20	4.64
Fixation	1874	2114	240	
Saccade	2114	2134	20	3.01
Fixation	2134	2553	420	
Saccade	2553	2653	100	
Saccade	2673	2753	80	
Fixation	2753	3023	270	
Saccade	3023	3033	10	4.45
Fixation	3033	3213	180	
Saccade	3213	3233	20	2.3
Fixation	3233	3443	210	
Saccade	3443	3473	30	3.11
Fixation	3473	3913	440	
Saccade	3913	3953	40	7.7
Fixation	3953	4312	360	
Saccade	4312	4352	40	8.32
Fixation	4352	4852	500	
Saccade	4852	4892	40	4.94
Fixation	4892	5372	480	
Saccade	5372	5422	50	11.93
Fixation	5422	5532	110	
Saccade	5532	5552	20	4.53
Fixation	5552	6301	750	
Saccade	6301	6341	40	3.45
Fixation	6341	6831	490	
Saccade	6831	6841	10	
Saccade	6861	6911	50	
Saccade	6961	6991	30	
Saccade	7001	7031	30	
Saccade	7041	7141	100	
Fixation	7141	7341	200	
Saccade	7341	7371	30	5.19
Fixation	7371	7630	260	
Saccade	7630	7670	40	7.73
Fixation	7670	8080	410	
Saccade	8080	8110	30	1.51
Fixation	8110	8330	220	
Saccade	8330	8360	30	7.15
Fixation	8360	8700	340	
Saccade	8700	8720	20	4.18
Fixation	8720	9010	290	
Saccade	9010	9040	30	5.33
Fixation	9040	9319	280	
Saccade	9319	9329	10	0.85
Fixation	9329	9489	160	
Saccade	9489	9509	20	5.14
Fixation	9509	9689	180	
Saccade	9689	9709	20	5.13
Fixation	9709	10069	360	
Saccade	10069	10089	20	3.17
Fixation	10089	10309	220	
Saccade	10309	10329	20	6.48
Fixation	10329	11168	840	
Saccade	11168	11178	10	
Saccade	11188	11218	30	
Saccade	11268	11298	30	
Saccade	11308	11368	60	
Fixation	11368	11608	240	
Saccade	11608	11638	30	5.93
Fixation	11638	11978	340	
Saccade	11978	11988	10	4.68
Fixation	11988	12118	130	
Saccade	12118	12148	30	5.06
Fixation	12148	12618	470	
Saccade	12618	12628	10	2.18
Fixation	12628	13317	690	
Saccade	13317	13357	40	3.4
Fixation	13357	13797	440	
Saccade	13797	13867	70	
Saccade	13877	13947	70	
Fixation	13947	14047	100	
Saccade	14047	14057	10	
Saccade	14077	14087	10	
Fixation	14087	14247	160	
Saccade	14247	14267	20	6.72
Fixation	14267	14426	160	
Saccade	14426	14456	30	3.76
Fixation	14456	14586	130	
Saccade	14586	14616	30	8.72
Fixation	14616	14726	110	
Saccade	14726	14756	30	6.25
Fixation	14756	14886	130	
Saccade	14886	14916	30	2.98
Fixation	14916	15436	520	
Saccade	15436	15466	30	4.19
Fixation	15466	15626	160	
Saccade	15626	15656	30	7.56
Fixation	15656	16315	660	
Saccade	16315	16345	30	
Fixation	16385	18124	1739	
Fixation	18184	18314	130	
Fixation	18334	18524	190	
Saccade	18524	18554	30	
Saccade	18594	18634	40	
Fixation	18634	18774	140	
Saccade	18774	18844	70	
Saccade	18854	18944	90	
Fixation	18944	19084	140	
Saccade	19084	19094	10	2.24
Fixation	19094	19194	100	
Saccade	19194	19214	20	3.6
Fixation	19214	19433	220	
Saccade	19453	19473	20	
Fixation	19473	19563	90	
Fixation	19583	19743	160	
Saccade	19743	19753	10	
Saccade	19763	19803	40	
Saccade	19853	19883	30	
Saccade	19893	19933	40	
Fixation	19933	20003	70	
Fixation	20023	20153	130	
Saccade	20153	20203	50	
Saccade	20253	20273	20	
Saccade	20283	20303	20	
Saccade	20313	20353	40	
Fixation	20353	20453	100	
Saccade	20453	20473	20	6.66
Fixation	20473	20623	150	
Saccade	20623	20633	10	
Saccade	20643	20733	90	
Saccade	20753	20783	30	
Fixation	20883	20963	80	
Saccade	20963	21003	40	
Saccade	21023	21052	30	
Fixation	21132	21222	90	
Saccade	21222	21262	40	7.95
Fixation	21262	21502	240	
Saccade	21552	21602	50	
Saccade	21632	21752	120	
Fixation	21752	22022	270	
Saccade	22022	22052	30	4.62
Fixation	22052	22262	210	
Saccade	22262	22302	40	
Saccade	22352	22432	80	
Fixation	22432	22512	80	
Saccade	22712	22781	70	
Fixation	22781	22901	120	
Saccade	22901	22931	30	8.18
