Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]
0	165	165	1182.0	414.0
285	375	90	1122.0	374.0
1154	1294	140	638.0	652.0
1374	1524	150	963.0	671.0
1544	1894	350	905.0	626.0
1904	2084	180	900.0	572.0
2124	2404	280	909.0	794.0
2424	2543	120	941.0	615.0
2553	2713	160	1007.0	540.0
2733	2853	120	968.0	587.0
2873	2993	120	950.0	523.0
3013	3243	230	888.0	425.0
3263	3603	340	950.0	441.0
3623	4063	440	913.0	429.0
4083	4322	240	841.0	449.0
4342	4812	470	942.0	436.0
4982	5112	130	1068.0	489.0
5132	5342	210	919.0	397.0
5352	5492	140	850.0	341.0
5532	5682	150	649.0	437.0
5732	5942	210	939.0	619.0
5981	6151	170	1015.0	558.0
6171	6301	130	1020.0	499.0
6331	6751	420	1053.0	455.0
7071	7481	410	786.0	596.0
7680	8140	460	1132.0	565.0
8400	9020	620	903.0	526.0
9130	9499	370	1000.0	642.0
9539	9929	390	813.0	492.0
10169	10329	160	966.0	491.0
10349	10889	540	970.0	455.0
10919	11048	130	1036.0	597.0
11088	12857	1769	896.0	464.0
13217	13647	430	727.0	539.0
13667	13837	170	870.0	443.0
13857	14347	490	891.0	394.0
14367	14696	330	795.0	478.0
14716	15066	350	789.0	515.0
15096	15396	300	863.0	423.0
15406	15726	320	842.0	392.0
15746	16026	280	858.0	505.0
16056	16295	240	904.0	382.0
16305	16395	90	815.0	346.0
16475	16705	230	772.0	379.0
16725	17045	320	813.0	356.0
17075	17355	280	816.0	473.0
17375	17954	580	828.0	447.0
17974	19064	1089	872.0	469.0
19084	19204	120	785.0	483.0
19573	19783	210	801.0	712.0
19803	20283	480	906.0	614.0
20293	20703	410	957.0	533.0
20723	20993	270	917.0	513.0
21262	21332	70	970.0	473.0
21372	21442	70	932.0	434.0
21522	21832	310	826.0	501.0
21972	22252	280	796.0	607.0
22312	22432	120	1125.0	514.0
22472	22602	130	1020.0	496.0
22622	23081	460	989.0	490.0
23121	23301	180	1111.0	428.0
23441	23631	190	909.0	396.0
23671	23951	280	866.0	591.0
24071	25390	1319	997.0	413.0
25410	25520	110	944.0	427.0
25970	26040	70	650.0	512.0
26070	26230	160	863.0	509.0
26250	26459	210	964.0	432.0
26479	26639	160	912.0	366.0
26669	26839	170	806.0	357.0
26939	27099	160	869.0	454.0
27109	27279	170	834.0	409.0
27399	27669	270	908.0	489.0
27679	27899	220	856.0	545.0
27939	28108	170	775.0	495.0
28138	28308	170	859.0	444.0
28588	28748	160	885.0	577.0
28768	29148	380	834.0	453.0
29248	29438	190	823.0	469.0
29448	29648	200	766.0	455.0
29708	29927	220	788.0	407.0
29977	30177	200	819.0	506.0
30197	30377	180	842.0	450.0
30397	30467	70	822.0	494.0
30617	30777	160	734.0	513.0
30797	30947	150	805.0	417.0
31067	31626	560	843.0	431.0
31726	31806	80	902.0	458.0
32006	32186	180	1015.0	569.0
32306	32436	130	960.0	554.0
32456	32916	460	1018.0	537.0
33195	33335	140	766.0	525.0
33375	33465	90	776.0	539.0
33675	33805	130	1054.0	657.0
33825	33955	130	973.0	787.0
33995	34335	340	861.0	569.0
34365	34495	130	1022.0	547.0
34515	34635	120	1027.0	568.0
34655	34785	130	1009.0	567.0
34815	34914	100	837.0	586.0
35014	35084	70	853.0	595.0
35104	35604	500	929.0	630.0
35634	35734	100	947.0	641.0
35794	35894	100	854.0	612.0
35904	36174	270	907.0	599.0
36194	36354	160	1001.0	543.0
36454	36593	140	934.0	493.0
36613	36793	180	923.0	484.0
36993	37403	410	906.0	452.0
37423	37503	80	904.0	431.0
37523	37803	280	914.0	420.0
37863	38083	220	907.0	415.0
38103	38173	70	894.0	418.0
38502	38602	100	954.0	408.0
39142	39232	90	787.0	411.0
39402	39722	320	867.0	512.0
