Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
365	385	20
655	685	30
2074	2104	30
2274	2324	50
2354	2374	20
2384	2464	80
2474	2564	90
2653	2693	40
2743	2813	70
2833	2883	50
2963	2993	30
3083	3093	10
3123	3183	60
3193	3243	50
3253	3283	30
3313	3323	10
3373	3433	60
3583	3593	10
4043	4053	10
4213	4233	20
4273	4303	30
4632	4642	10
4802	4872	70
4902	4922	20
4952	4972	20
5002	5052	50
5512	5532	20
5662	5672	10
5682	5732	50
5912	5952	40
5982	6042	60
6092	6131	40
6191	6231	40
6341	6351	10
6401	6441	40
6711	6751	40
6831	6871	40
7061	7081	20
7121	7141	20
7151	7161	10
7541	7561	20
7581	7601	20
8150	8170	20
9110	9150	40
9160	9180	20
9200	9250	50
9300	9320	20
9779	9799	20
10849	10859	10
11209	11259	50
11378	11408	30
12268	12348	80
12618	12658	40
12828	12848	20
12948	13017	70
13367	13387	20
13837	13857	20
14087	14107	20
14667	14766	100
15096	15116	20
15546	15586	40
15796	15826	30
16316	16356	40
16366	16416	50
16845	16895	50
16925	16975	50
17085	17115	30
17275	17285	10
17715	17745	30
17815	17835	20
17865	17895	30
17945	17985	40
18254	18294	40
18804	18824	20
19064	19094	30
19434	19474	40
19664	19684	20
19734	19844	110
19924	19934	10
20043	20073	30
20263	20293	30
22452	22522	70
22532	22562	30
22592	22622	30
22632	22642	10
22812	22852	40
22862	22882	20
22902	22942	40
23102	23112	10
23451	23511	60
23571	23591	20
23831	23861	30
24261	24281	20
24561	24591	30
24691	24711	20
25550	25620	70
25750	25770	20
25790	25810	20
25940	25960	20
26040	26050	10
26470	26490	20
26510	26530	20
26550	26560	10
26670	26750	80
27839	27869	30
27969	27989	20
27999	28019	20
28039	28049	10
28339	28379	40
28589	28629	40
28698	28708	10
28858	28888	30
29178	29208	30
29458	29558	100
29668	29698	30
29828	29888	60
30138	30238	100
30318	30358	40
30378	30397	20
30697	30717	20
30887	30987	100
30997	31017	20
31287	31297	10
31667	31687	20
31697	31747	50
32136	32226	90
32366	32376	10
32496	32516	20
33006	33046	40
33456	33506	50
34255	34295	40
34655	34665	10
35295	35315	20
36224	36284	60
36714	36724	10
37044	37084	40
37443	37463	20
37483	37543	60
37603	37643	40
38253	38323	70
38743	38763	20
39282	39352	70
39372	39412	40
39512	39532	20
39652	39692	40
39862	39872	10
40192	40222	30
40592	40622	30
40881	40921	40
41061	41131	70
41291	41321	30
41711	41751	40
42061	42121	60
42311	42331	20
42541	42580	40
43660	43740	80
44559	44619	60
45139	45159	20
45339	45379	40
45399	45419	20
45439	45459	20
45719	45759	40
46288	46328	40
46548	46598	50
48067	48117	50
48487	48527	40
48607	48647	40
48887	48907	20
48977	49037	60
49137	49157	20
49387	49466	80
49666	49716	50
50086	50116	30
51046	51086	40
51285	51325	40
51865	51965	100
51995	52035	40
52055	52125	70
52255	52285	30
52545	52595	50
52795	52805	10
52875	52895	20
53004	53024	20
53034	53044	10
54224	54234	10
55923	55933	10
56133	56173	40
56313	56373	60
56452	56472	20
57212	57232	20
57272	57292	20
57612	57642	30
57732	57752	20
57792	57812	20
58311	58321	10
58741	58781	40
58841	58881	40
58891	58931	40
58951	58991	40
59071	59101	30
59391	59411	20
59631	59651	20
59721	59761	40
59771	59781	10
59831	59861	30
60210	60230	20
60480	60570	90
60900	60920	20
61350	61370	20
61530	61540	10
61859	61879	20
62249	62259	10
62979	63009	30
64578	64658	80
64768	64798	30
64838	64858	20
64898	64948	50
65297	65347	50
65537	65587	50
65827	65867	40
66227	66247	20
66267	66277	10
66667	66707	40
66727	66747	20
66767	66787	20
66807	66846	40
67236	67246	10
67266	67296	30
68296	68306	10
68446	68486	40
68496	68516	20
68536	68565	30
68575	68595	20
68665	68685	20
69195	69205	10
69225	69265	40
70015	70045	30
70304	70334	30
71154	71234	80
71944	71984	40
72303	72343	40
72793	72823	30
72953	72983	30
73163	73183	20
73283	73313	30
73593	73633	40
73812	73842	30
74152	74162	10
74302	74322	20
74552	74592	40
74992	75012	20
75112	75202	90
75222	75272	50
75981	75991	10
76111	76131	20
76251	76291	40
76701	76731	30
77680	77700	20
78530	78630	100
78650	78690	40
78710	78750	40
78770	78790	20
78810	78820	10
79299	79329	30
79629	79659	30
79719	79759	40
80479	80519	40
81148	81208	60
81248	81268	20
81308	81328	20
81368	81378	10
81398	81448	50
81638	81668	30
81998	82008	10
82048	82068	20
82288	82358	70
82477	82487	10
82857	82937	80
83067	83077	10
83137	83157	20
83447	83537	90
83947	84037	90
84576	84586	10
84796	84856	60
85406	85436	30
85506	85526	20
86205	86255	50
86575	86605	30
86805	86905	100
86985	87035	50
87045	87115	70
87145	87155	10
87315	87345	30
87954	87974	20
88654	88674	20
89054	89074	20
89314	89343	30
89583	89603	20
90123	90163	40
91212	91232	20
91672	91782	110
91802	91822	20
91832	91872	40
92402	92422	20
92442	92452	10
92462	92512	50
92881	92891	10
94131	94161	30
94241	94271	30
94301	94311	10
94471	94511	40
94660	94690	30
94850	94890	40
95070	95080	10
95320	95330	10
95480	95500	20
95890	95920	30
95960	96040	80
96100	96130	30
96250	96270	20
96689	96719	30
97279	97359	80
97389	97429	40
97449	97469	20
97519	97529	10
97549	97589	40
97929	97969	40
98158	98188	30
98388	98418	30
98608	98628	20
98858	98888	30
99288	99318	30
99518	99558	40
99997	100037	40
100207	100267	60
100957	100997	40
101177	101197	20
101287	101367	80
101876	101966	90
101996	102036	40
102116	102136	20
102846	102866	20
103315	103385	70
103415	103435	20
103875	103905	30
104125	104155	30
104185	104205	20
104355	104375	20
104475	104495	20
104585	104605	20
104625	104645	20
104725	104755	30
104954	104964	10
105124	105154	30
105434	105464	30
105934	105954	20
106094	106114	20
106384	106404	20
106673	106703	30
107393	107423	30
107663	107713	50
108083	108093	10
108183	108213	30
108283	108313	30
108353	108393	40
108442	108462	20
108482	108502	20
108562	108572	10
108922	108952	30
109172	109192	20
109602	109712	110
109732	109822	90
110971	111001	30
111081	111121	40
111141	111201	60
111361	111371	10
112360	112410	50
112420	112450	30
112470	112560	90
112610	112650	40
112830	112860	30
113030	113050	20
113340	113380	40
113560	113590	30
113729	113749	20
114169	114209	40
114229	114249	20
114259	114289	30
114569	114579	10
114779	114799	20
114839	114849	10
114909	114919	10
115089	115179	90
115199	115249	50
115478	115578	100
115598	115658	60
115668	115738	70
115778	115818	40
116028	116058	30
116358	116388	30
116518	116558	40
116778	116798	20
117097	117127	30
117447	117477	30
117767	117797	30
117927	117967	40
118287	118297	10
118507	118557	50
118737	118757	20
118946	119006	60
119216	119256	40
119696	119736	40
119986	120036	50
120356	120376	20
120625	120665	40
121035	121065	30
121365	121375	10
122294	122324	30
122344	122404	60
122434	122454	20
123664	123704	40
123894	123924	30
124073	124083	10
124313	124353	40
125073	125203	130
125223	125243	20
125253	125263	10
125493	125573	80
125613	125653	40
125673	125693	20
125722	125732	10
126202	126242	40
127681	127711	30
127891	127911	20
128291	128311	20
128531	128571	40
