event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	365	365	
Saccade	365	385	20	
Fixation	405	655	250	
Saccade	655	685	30	6.91
Fixation	685	2074	1389	
Saccade	2074	2104	30	6.81
Fixation	2104	2274	170	
Saccade	2274	2324	50	
Saccade	2354	2374	20	
Saccade	2384	2464	80	
Saccade	2474	2564	90	
Saccade	2653	2693	40	
Saccade	2743	2813	70	
Saccade	2833	2883	50	
Saccade	2963	2993	30	
Saccade	3083	3093	10	
Saccade	3123	3183	60	
Saccade	3193	3243	50	
Saccade	3253	3283	30	
Saccade	3313	3323	10	
Saccade	3373	3433	60	
Fixation	3433	3583	150	
Saccade	3583	3593	10	10.22
Fixation	3593	4043	450	
Saccade	4043	4053	10	8.93
Fixation	4053	4143	90	
Saccade	4213	4233	20	
Saccade	4273	4303	30	
Fixation	4303	4632	330	
Saccade	4632	4642	10	2.3
Fixation	4642	4802	160	
Saccade	4802	4872	70	
Saccade	4902	4922	20	
Saccade	4952	4972	20	
Saccade	5002	5052	50	
Fixation	5052	5512	460	
Saccade	5512	5532	20	8.68
Fixation	5532	5662	130	
Saccade	5662	5672	10	
Saccade	5682	5732	50	
Fixation	5732	5912	180	
Saccade	5912	5952	40	
Saccade	5982	6042	60	
Saccade	6092	6131	40	
Saccade	6191	6231	40	
Saccade	6341	6351	10	
Saccade	6401	6441	40	
Fixation	6441	6711	270	
Saccade	6711	6751	40	8.36
Fixation	6751	6831	80	
Saccade	6831	6871	40	0.63
Fixation	6871	7061	190	
Saccade	7061	7081	20	
Saccade	7121	7141	20	
Saccade	7151	7161	10	
Fixation	7161	7541	380	
Saccade	7541	7561	20	
Saccade	7581	7601	20	
Fixation	7601	8150	550	
Saccade	8150	8170	20	3.91
Fixation	8170	9010	840	
Saccade	9110	9150	40	
Saccade	9160	9180	20	
Saccade	9200	9250	50	
Saccade	9300	9320	20	
Fixation	9320	9779	460	
Saccade	9779	9799	20	7.18
Fixation	9799	10849	1049	
Saccade	10849	10859	10	5.88
Fixation	10859	11209	350	
Saccade	11209	11259	50	10.47
Fixation	11259	11378	120	
Saccade	11378	11408	30	9.68
Fixation	11408	12268	859	
Saccade	12268	12348	80	24.51
Fixation	12348	12618	270	
Saccade	12618	12658	40	9.49
Fixation	12658	12828	170	
Saccade	12828	12848	20	2.76
Fixation	12848	12948	100	
Saccade	12948	13017	70	12.46
Fixation	13017	13367	350	
Saccade	13367	13387	20	4.87
Fixation	13387	13837	450	
Saccade	13837	13857	20	1.46
Fixation	13857	14087	230	
Saccade	14087	14107	20	4.58
Fixation	14107	14667	560	
Saccade	14667	14766	100	26.08
Fixation	14766	15096	330	
Saccade	15096	15116	20	6.35
Fixation	15116	15466	350	
Saccade	15546	15586	40	
Fixation	15586	15796	210	
Saccade	15796	15826	30	5.99
Fixation	15826	16316	490	
Saccade	16316	16356	40	
Saccade	16366	16416	50	
Saccade	16845	16895	50	
Saccade	16925	16975	50	
Fixation	16975	17085	110	
Saccade	17085	17115	30	4.34
Fixation	17115	17275	160	
Saccade	17275	17285	10	2.54
Fixation	17285	17715	430	
Saccade	17715	17745	30	
Saccade	17815	17835	20	
Saccade	17865	17895	30	
Saccade	17945	17985	40	
Fixation	17985	18254	270	
Saccade	18254	18294	40	
Fixation	18454	18804	350	
Saccade	18804	18824	20	6.57
Fixation	18824	19064	240	
Saccade	19064	19094	30	13.1
Fixation	19094	19434	340	
Saccade	19434	19474	40	13.25
Fixation	19474	19664	190	
Saccade	19664	19684	20	
Saccade	19734	19844	110	
Fixation	19844	19924	80	
Saccade	19924	19934	10	8.36
Fixation	19934	20043	110	
Saccade	20043	20073	30	11.45
Fixation	20073	20263	190	
Saccade	20263	20293	30	4.46
Fixation	20293	22452	2159	
Saccade	22452	22522	70	
Saccade	22532	22562	30	
Saccade	22592	22622	30	
Saccade	22632	22642	10	
Fixation	22642	22812	170	
Saccade	22812	22852	40	
Saccade	22862	22882	20	
Saccade	22902	22942	40	
Fixation	22942	23102	160	
Saccade	23102	23112	10	11.82
Fixation	23112	23451	340	
Saccade	23451	23511	60	
Saccade	23571	23591	20	
Fixation	23591	23671	80	
Fixation	23691	23831	140	
Saccade	23831	23861	30	6.87
Fixation	23861	24261	400	
Saccade	24261	24281	20	6.68
Fixation	24281	24561	280	
Saccade	24561	24591	30	
Saccade	24691	24711	20	
Fixation	24711	25550	840	
Saccade	25550	25620	70	23.72
Fixation	25620	25750	130	
Saccade	25750	25770	20	
Saccade	25790	25810	20	
Fixation	25810	25940	130	
Saccade	25940	25960	20	4.5
Fixation	25960	26040	80	
Saccade	26040	26050	10	2.95
Fixation	26050	26230	180	
Saccade	26470	26490	20	
Saccade	26510	26530	20	
Saccade	26550	26560	10	
Fixation	26560	26670	110	
Saccade	26670	26750	80	29.53
Fixation	26750	27839	1089	
Saccade	27839	27869	30	
Saccade	27969	27989	20	
Saccade	27999	28019	20	
Saccade	28039	28049	10	
Fixation	28049	28339	290	
Saccade	28339	28379	40	11.59
Fixation	28379	28589	210	
Saccade	28589	28629	40	8.28
Fixation	28629	28698	70	
Saccade	28698	28708	10	6.37
Fixation	28708	28858	150	
Saccade	28858	28888	30	4.08
Fixation	28888	29178	290	
Saccade	29178	29208	30	7.25
Fixation	29208	29458	250	
Saccade	29458	29558	100	29.54
Fixation	29558	29668	110	
Saccade	29668	29698	30	1.83
Fixation	29698	29828	130	
Saccade	29828	29888	60	9.51
Fixation	29888	30138	250	
Saccade	30138	30238	100	
Saccade	30318	30358	40	
Saccade	30378	30397	20	
Fixation	30397	30697	300	
Saccade	30697	30717	20	7.56
Fixation	30717	30887	170	
Saccade	30887	30987	100	
Saccade	30997	31017	20	
Fixation	31037	31117	80	
Saccade	31287	31297	10	
Fixation	31297	31567	270	
Saccade	31667	31687	20	
Saccade	31697	31747	50	
Fixation	31747	31997	250	
Saccade	32136	32226	90	
Fixation	32226	32366	140	
Saccade	32366	32376	10	6.27
Fixation	32376	32496	120	
Saccade	32496	32516	20	
Fixation	32536	32696	160	
Fixation	32756	33006	250	
Saccade	33006	33046	40	10.93
Fixation	33046	33266	220	
Fixation	33286	33456	170	
Saccade	33456	33506	50	15.77
Fixation	33506	33786	280	
Fixation	34085	34255	170	
Saccade	34255	34295	40	9.46
Fixation	34295	34485	190	
Saccade	34655	34665	10	
Fixation	34665	35105	440	
Fixation	35225	35295	70	
Saccade	35295	35315	20	2.41
Fixation	35315	36224	909	
Saccade	36224	36284	60	
Fixation	36324	36484	160	
Saccade	36714	36724	10	
Fixation	36724	37044	320	
