event_type	start_time	end_time	duration	saccade_amplitude
Saccade	0	125	125	
Saccade	135	175	40	
Saccade	255	285	30	
Fixation	285	525	240	
Fixation	545	854	310	
Saccade	854	884	30	3.36
Fixation	884	1834	949	
Saccade	1834	1944	110	
Saccade	1994	2004	10	
Saccade	2014	2084	70	
Fixation	2084	2164	80	
Saccade	2164	2194	30	10.46
Fixation	2194	2354	160	
Saccade	2354	2394	40	6.21
Fixation	2394	3373	979	
Saccade	3373	3413	40	9.0
Fixation	3413	3523	110	
Saccade	3523	3563	40	3.01
Fixation	3563	4043	480	
Saccade	4043	4053	10	3.85
Fixation	4053	4362	310	
Saccade	4362	4372	10	
Saccade	4392	4442	50	
Saccade	4492	4522	30	
Saccade	4572	4592	20	
Saccade	4602	4622	20	
Saccade	4632	4692	60	
Saccade	4702	4742	40	
Saccade	4772	4802	30	
Fixation	4802	4962	160	
Saccade	4962	4992	30	6.48
Fixation	4992	5202	210	
Saccade	5202	5232	30	6.39
Fixation	5232	5432	200	
Saccade	5432	5462	30	4.54
Fixation	5462	5871	410	
Saccade	5871	5901	30	2.66
Fixation	5901	6431	530	
Saccade	6431	6461	30	7.44
Fixation	6461	6681	220	
Saccade	6681	6701	20	4.17
Fixation	6701	6961	260	
Saccade	6961	7011	50	10.31
Fixation	7011	7520	510	
Saccade	7520	7550	30	7.03
Fixation	7550	7730	180	
Saccade	7730	7750	20	4.99
Fixation	7750	8820	1069	
Saccade	8820	8840	20	
Saccade	8890	8920	30	
Saccade	8930	8940	10	
Saccade	8970	9020	50	
Fixation	9020	9549	530	
Saccade	9549	9599	50	
Saccade	9619	9639	20	
Saccade	9659	9689	30	
Fixation	9689	10129	440	
Saccade	10129	10149	20	2.6
Fixation	10149	10369	220	
Saccade	10369	10399	30	3.73
Fixation	10399	10669	270	
Saccade	10669	10679	10	2.06
Fixation	10679	10838	160	
Saccade	10838	10878	40	11.16
Fixation	10878	11028	150	
Saccade	11028	11048	20	3.75
Fixation	11048	11238	190	
Saccade	11238	11258	20	5.53
Fixation	11258	11428	170	
Saccade	11428	11448	20	3.14
Fixation	11448	11638	190	
Saccade	11638	11648	10	2.73
Fixation	11648	11878	230	
Saccade	11878	11928	50	8.86
Fixation	11928	12378	450	
Saccade	12378	12418	40	8.2
Fixation	12418	12597	180	
Saccade	12597	12617	20	3.93
Fixation	12617	12737	120	
Saccade	12737	12767	30	5.97
Fixation	12767	12957	190	
Saccade	12957	12967	10	1.64
Fixation	12967	13437	470	
Saccade	13437	13457	20	4.3
Fixation	13457	13617	160	
Saccade	13617	13647	30	7.53
Fixation	13647	13817	170	
Saccade	13817	13857	40	7.08
Fixation	13857	14226	370	
Saccade	14226	14266	40	6.33
Fixation	14266	14586	320	
Saccade	14586	14626	40	
Saccade	14676	14706	30	
Saccade	14766	14826	60	
Saccade	14836	14886	50	
Saccade	14896	14936	40	
Saccade	14946	15006	60	
Saccade	15026	15036	10	
Fixation	15036	15885	850	
Saccade	15935	15955	20	
Fixation	15975	16095	120	
Saccade	16095	16165	70	
Saccade	16225	16235	10	
Fixation	16235	16375	140	
Saccade	16375	16385	10	6.91
Fixation	16385	16815	430	
Saccade	16815	16845	30	10.63
Fixation	16845	17025	180	
Saccade	17025	17055	30	7.31
Fixation	17055	17464	410	
Saccade	17464	17484	20	2.43
Fixation	17484	17604	120	
Saccade	17644	17664	20	
Fixation	17664	17754	90	
Fixation	17774	17974	200	
Saccade	17974	17994	20	5.69
Fixation	17994	18294	300	
Saccade	18294	18374	80	
Saccade	18404	18434	30	
Saccade	18444	18464	20	
Fixation	18464	18594	130	
Saccade	18594	18624	30	2.78
Fixation	18624	18884	260	
Saccade	18884	18914	30	1.99
Fixation	18914	19153	240	
Saccade	19153	19173	20	6.2
Fixation	19173	19373	200	
Saccade	19373	19393	20	4.01
Fixation	19393	19603	210	
Saccade	19603	19633	30	4.93
Fixation	19633	19823	190	
Saccade	19823	19843	20	5.15
Fixation	19843	20013	170	
Saccade	20013	20093	80	
Saccade	20143	20163	20	
Saccade	20173	20193	20	
Saccade	20233	20253	20	
Saccade	20293	20323	30	
Fixation	20323	20553	230	
Fixation	20573	20842	270	
Saccade	20842	20912	70	29.61
Fixation	20912	21132	220	
Saccade	21132	21162	30	6.18
Fixation	21162	21352	190	
Saccade	21352	21382	30	5.03
Fixation	21382	21642	260	
Saccade	21642	21672	30	4.87
Fixation	21672	21812	140	
Saccade	21812	21822	10	
Saccade	21852	21862	10	
Saccade	21882	21902	20	
Saccade	21932	21972	40	
Fixation	22042	22851	809	
Fixation	22871	23081	210	
Saccade	23081	23121	40	8.32
Fixation	23121	23251	130	
Saccade	23271	23311	40	
Fixation	23311	23521	210	
Fixation	23541	23931	390	
Saccade	23931	23951	20	5.46
Fixation	23951	24090	140	
Fixation	24140	24220	80	
Saccade	24240	24260	20	
Saccade	24270	24320	50	
Saccade	24400	24430	30	
Saccade	24440	24550	110	
Fixation	24550	24640	90	
Fixation	24660	24760	100	
Saccade	24820	24840	20	
Saccade	24850	24890	40	
Saccade	24920	24950	30	
Fixation	24950	25310	360	
Saccade	25310	25340	30	
Saccade	25360	25400	40	
Fixation	25400	25470	70	
Saccade	25490	25540	50	
Fixation	25540	25640	100	
Saccade	25640	25680	40	3.62
Fixation	25680	25839	160	
Saccade	25839	25869	30	7.01
Fixation	25869	25989	120	
Fixation	26029	26139	110	
Saccade	26179	26199	20	
Fixation	26199	26439	240	
Saccade	26439	26459	20	
Fixation	26479	26639	160	
Saccade	26639	26669	30	
Saccade	26689	26709	20	
Fixation	26709	26869	160	
Saccade	26869	26909	40	0.67
Fixation	26909	26979	70	
Saccade	26979	26989	10	1.19
Fixation	26989	27059	70	
Saccade	27059	27069	10	2.13
Fixation	27069	27279	210	
Saccade	27279	27299	20	
Fixation	27389	27508	120	
Fixation	27528	27648	120	
Fixation	27688	27918	230	
Fixation	27978	28048	70	
Fixation	28088	28378	290	
Saccade	28378	28448	70	
Saccade	28508	28528	20	
Fixation	28528	28618	90	
Fixation	28638	28748	110	
Saccade	28748	28788	40	
Saccade	28828	28838	10	
Saccade	28888	28908	20	
Saccade	28928	28948	20	
Fixation	28948	29097	150	
Saccade	29097	29127	30	
Fixation	29207	29287	80	
Saccade	29287	29317	30	2.18
Fixation	29317	29417	100	
Saccade	29417	29437	20	
Saccade	29457	29547	90	
Saccade	29567	29587	20	
Saccade	29627	29637	10	
Saccade	29697	29727	30	
Fixation	29747	29837	90	
Saccade	29837	29857	20	
Saccade	29947	29987	40	
Fixation	29987	30187	200	
Saccade	30187	30217	30	9.28
Fixation	30217	30417	200	
Saccade	30417	30437	20	3.52
Fixation	30437	30597	160	
Saccade	30597	30607	10	
Saccade	30766	30806	40	
Saccade	30846	30866	20	
Fixation	30866	30956	90	
Saccade	30956	30966	10	2.26
Fixation	30966	31106	140	
Fixation	31126	31286	160	
Saccade	31286	31306	20	7.99
Fixation	31306	31686	380	
Saccade	31686	31716	30	
Fixation	31796	32206	410	
Saccade	32256	32296	40	
Saccade	32625	32675	50	
Saccade	32775	32795	20	
Saccade	32825	32845	20	
Saccade	32885	32905	20	
Saccade	32925	32945	20	
Saccade	32965	32985	20	
Saccade	33055	33075	20	
Fixation	33075	33335	260	
Saccade	33335	33355	20	4.09
Fixation	33355	33665	310	
Saccade	33725	33745	20	
Fixation	33745	34064	320	
Saccade	34064	34074	10	6.86
Fixation	34074	34394	320	
Saccade	34394	34414	20	
Saccade	34424	34444	20	
Saccade	34454	34494	40	
Fixation	34494	34564	70	
Saccade	34564	34584	20	3.09
Fixation	34584	34714	130	
Saccade	34714	34734	20	1.42
Fixation	34734	34804	70	
Saccade	34804	34854	50	
Saccade	34984	35034	50	
Saccade	35044	35064	20	
Fixation	35064	35144	80	
Saccade	35144	35154	10	
Saccade	35174	35194	20	
Fixation	35194	35664	470	
Saccade	35664	35694	30	6.82
Fixation	35694	35843	150	
Saccade	35843	35923	80	5.36
Fixation	35923	36013	90	
Saccade	36013	36033	20	1.52
Fixation	36033	36443	410	
Fixation	36473	36583	110	
Saccade	36583	36623	40	15.15
Fixation	36623	36763	140	
Saccade	36763	36793	30	
Saccade	36833	36863	30	
Saccade	36953	36973	20	
Saccade	36983	37003	20	
Fixation	37053	37203	150	
Saccade	37203	37223	20	8.9
Fixation	37223	37372	150	
Saccade	37372	37392	20	0.63
Fixation	37392	37802	410	
Fixation	37852	38172	320	
Saccade	38172	38192	20	
Saccade	38212	38232	20	
Saccade	38252	38272	20	
Fixation	38272	38442	170	
Saccade	38512	38542	30	
Fixation	38542	38772	230	
Saccade	38772	38802	30	6.23
