Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
1084	1094	10
1104	1184	80
1264	1294	30
1304	1354	50
1504	1574	70
1584	1624	40
1634	1694	60
1714	1764	50
1774	1824	50
1864	1874	10
1884	1904	20
1914	1934	20
2264	2284	20
2434	2464	30
2873	2903	30
3363	3413	50
3823	3833	10
4013	4023	10
4153	4163	10
4362	4382	20
4562	4592	30
4792	4882	90
5072	5082	10
5172	5202	30
5232	5242	10
5342	5382	40
5652	5662	10
5962	5992	30
6381	6411	30
7701	7751	50
7761	7780	20
7790	7830	40
7850	7920	70
7930	7950	20
8290	8310	20
8410	8440	30
8450	8480	30
8500	8530	30
8650	8700	50
9979	10029	50
10039	10099	60
10119	10219	100
10389	10409	20
10499	10529	30
10569	10639	70
10679	10689	10
10859	10879	20
12328	12358	30
12408	12448	40
12488	12498	10
12508	12528	20
12538	12568	30
12618	12638	20
13047	13077	30
13297	13377	80
13437	13457	20
13537	13547	10
13597	13647	50
13717	13777	60
14117	14127	10
14676	14746	70
14836	14906	70
14946	14966	20
15206	15236	30
15246	15286	40
15336	15356	20
15366	15376	10
15466	15476	10
15746	15766	20
15826	15866	40
15976	16026	50
16226	16246	20
16256	16316	60
16405	16415	10
16735	16785	50
16805	16815	10
16825	16845	20
16855	16905	50
16915	16935	20
17065	17095	30
17355	17375	20
18074	18085	10
18344	18384	40
18424	18454	30
18524	18534	10
18544	18554	10
18614	18654	40
19374	19404	30
20003	20043	40
20463	20483	20
20623	20653	30
20803	20823	20
21053	21113	60
21173	21183	10
21293	21313	20
21423	21473	50
21503	21522	20
21722	21732	10
21852	21872	20
21982	22002	20
22612	22642	30
22712	22762	50
22782	22842	60
22852	22882	30
23172	23291	120
23321	23341	20
23361	23371	10
23391	23401	10
23431	23441	10
23711	23731	20
24031	24081	50
24121	24151	30
24181	24251	70
24271	24301	30
24381	24391	10
24631	24661	30
25640	25660	20
25800	25860	60
26250	26290	40
26340	26370	30
26610	26660	50
26829	26889	60
27259	27299	40
27589	27619	30
28269	28289	20
29188	29208	20
29768	29778	10
29968	29998	30
30197	30207	10
30447	30477	30
31027	31047	20
31347	31387	40
31547	31597	50
31906	31926	20
32446	32476	30
32576	32606	30
32746	32776	30
32936	32946	10
33076	33096	20
33276	33316	40
33815	33845	30
34495	34505	10
34645	34675	30
35195	35225	30
35464	35494	30
36034	36064	30
36184	36204	20
36574	36704	130
37223	37353	130
37373	37383	10
37893	38003	110
38013	38033	20
38053	38103	50
38812	38832	20
38852	38872	20
38882	38892	10
39022	39052	30
39402	39412	10
40362	40382	20
40761	40881	120
40901	40951	50
41421	41451	30
41531	41571	40
41731	41751	20
41881	41921	40
41991	42011	20
42081	42091	10
42260	42290	30
42440	42490	50
42540	42570	30
42690	42710	20
42720	42750	30
43060	43090	30
43330	43370	40
44619	44649	30
44869	44879	10
45568	45598	30
45738	45758	20
46788	46818	30
47008	47028	20
47977	48097	120
48117	48137	20
48147	48177	30
48217	48237	20
48277	48297	20
48347	48397	50
48537	48557	20
48857	48867	10
49416	49446	30
50156	50196	40
50436	50476	40
50496	50516	20
50576	50586	10
50636	50666	30
50686	50705	20
51555	51645	90
51685	51705	20
51755	51775	20
52005	52055	50
52065	52105	40
52494	52584	90
52604	52624	20
52704	52734	30
52804	52844	40
53024	53104	80
53114	53134	20
53234	53264	30
53474	53504	30
54064	54074	10
54383	54433	50
54563	54593	30
54703	54763	60
55313	55333	20
55523	55533	10
55773	55783	10
56252	56272	20
56432	56462	30
56642	56662	20
56912	56932	20
57092	57122	30
57292	57312	20
57761	57771	10
58161	58191	30
58211	58231	20
58251	58311	60
58331	58341	10
58931	58961	30
59061	59081	20
59091	59131	40
59560	59640	80
60440	60490	50
61219	61249	30
61999	62009	10
62419	62479	60
62529	62549	20
62689	62718	30
62998	63028	30
63308	63368	60
63418	63448	30
63468	63538	70
63548	63558	10
63568	63578	10
63588	63608	20
63668	63688	20
63848	63888	40
64587	64617	30
64827	64857	30
65137	65147	10
65257	65287	30
65917	65967	50
66236	66256	20
67846	67895	50
67945	68025	80
68045	68155	110
68175	68185	10
68205	68215	10
69135	69165	30
69415	69435	20
69624	69644	20
70214	70304	90
70394	70424	30
70444	70464	20
70584	70594	10
70614	70654	40
70874	70894	20
71064	71074	10
71274	71323	50
71593	71603	10
71673	71723	50
71843	71873	30
72443	72533	90
72563	72623	60
72873	72903	30
73202	73232	30
