event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	165	165	
Fixation	265	505	240	
Saccade	505	515	10	0.62
Fixation	515	725	210	
Saccade	725	745	20	2.03
Fixation	745	854	110	
Saccade	854	884	30	
Saccade	894	934	40	
Saccade	944	1054	110	
Saccade	1064	1214	150	
Saccade	1224	1254	30	
Saccade	1264	1364	100	
Saccade	1384	1504	120	
Saccade	1514	1564	50	
Saccade	1574	1594	20	
Saccade	1604	1684	80	
Saccade	1704	1744	40	
Saccade	1774	1804	30	
Fixation	1804	2024	220	
Saccade	2024	2054	30	11.91
Fixation	2054	2344	290	
Saccade	2344	2364	20	3.96
Fixation	2364	2554	190	
Saccade	2554	2584	30	2.45
Fixation	2584	2723	140	
Saccade	2723	2753	30	9.92
Fixation	2753	3153	400	
Saccade	3153	3173	20	2.96
Fixation	3173	3533	360	
Saccade	3533	3553	20	8.33
Fixation	3553	4342	790	
Saccade	4342	4362	20	4.47
Fixation	4362	4502	140	
Saccade	4582	4622	40	
Fixation	4622	5392	770	
Saccade	5462	5542	80	
Saccade	5562	5572	10	
Saccade	5582	5622	40	
Saccade	5632	5652	20	
Saccade	5662	5682	20	
Saccade	5742	5752	10	
Fixation	5752	5882	130	
Saccade	5882	5912	30	7.86
Fixation	5912	6042	130	
Saccade	6042	6061	20	0.8
Fixation	6061	6251	190	
Saccade	6251	6271	20	1.63
Fixation	6271	6551	280	
Saccade	6551	6571	20	3.29
Fixation	6571	6881	310	
Saccade	6881	6901	20	5.05
Fixation	6901	7391	490	
Saccade	7391	7511	120	
Saccade	7531	7621	90	
Fixation	7621	8270	650	
Saccade	8270	8380	110	
Saccade	8400	8460	60	
Fixation	8460	8560	100	
Fixation	8580	8730	150	
Saccade	8730	8840	110	
Saccade	8850	8860	10	
Saccade	8870	8890	20	
Saccade	8940	8950	10	
Fixation	8950	9230	280	
Saccade	9230	9260	30	11.39
Fixation	9260	9470	210	
Saccade	9470	9559	90	
Saccade	9579	9589	10	
Saccade	9619	9659	40	
Saccade	9669	9709	40	
Saccade	9779	9819	40	
Fixation	9819	9939	120	
Fixation	9979	10149	170	
Saccade	10149	10179	30	5.18
Fixation	10179	10369	190	
Saccade	10369	10379	10	1.92
Fixation	10379	10499	120	
Saccade	10499	10519	20	3.45
Fixation	10519	10669	150	
Saccade	10669	10699	30	7.25
Fixation	10699	11358	660	
Saccade	11358	11398	40	10.17
Fixation	11398	11628	230	
Saccade	11628	11668	40	13.69
Fixation	11668	11858	190	
Saccade	11858	11878	20	3.59
Fixation	11878	12128	250	
Saccade	12128	12158	30	8.44
Fixation	12158	12328	170	
Saccade	12328	12368	40	5.11
Fixation	12368	12698	330	
Saccade	12698	12728	30	4.24
Fixation	12728	12987	260	
Saccade	12987	12997	10	3.08
Fixation	12997	13077	80	
Fixation	13097	13357	260	
Saccade	13357	13367	10	5.73
Fixation	13367	13457	90	
Saccade	13457	13477	20	
Saccade	13547	13567	20	
Saccade	13587	13597	10	
Saccade	13627	13637	10	
Fixation	13637	14167	530	
Saccade	14167	14187	20	2.42
Fixation	14187	15206	1019	
Saccade	15206	15236	30	7.03
Fixation	15236	15566	330	
Saccade	15566	15596	30	
Saccade	15716	15786	70	
Saccade	15826	15846	20	
Fixation	15846	15926	80	
Saccade	15926	15956	30	8.89
Fixation	15956	16036	80	
Saccade	16036	16086	50	13.32
Fixation	16086	16216	130	
Fixation	16316	16396	80	
Saccade	16416	16445	30	
Fixation	16445	16705	260	
Saccade	16705	16775	70	
Saccade	16805	16845	40	
Saccade	16905	16915	10	
Fixation	16915	17175	260	
Fixation	17235	17625	390	
Saccade	17625	17675	50	
Saccade	17755	17795	40	
Saccade	17815	17865	50	
Fixation	17995	18135	140	
Saccade	18135	18165	30	
Fixation	18354	18624	270	
Saccade	18624	18644	20	5.79
Fixation	18644	18814	170	
Saccade	18834	18854	20	
Fixation	18854	18974	120	
Saccade	19214	19244	30	
Fixation	19244	19544	300	
Saccade	19544	19564	20	5.52
Fixation	19564	19674	110	
Saccade	19674	19694	20	
Saccade	19764	19814	50	
Fixation	19814	20173	360	
Fixation	20313	20543	230	
Fixation	20583	20783	200	
Fixation	20803	21013	210	
Saccade	21013	21023	10	
Saccade	21163	21183	20	
Fixation	21183	21383	200	
Saccade	21383	21403	20	9.22
Fixation	21403	21533	130	
Saccade	21533	21573	40	9.5
Fixation	21573	21802	230	
Saccade	21802	21832	30	4.9
Fixation	21832	22002	170	
Saccade	22172	22182	10	
Fixation	22182	22322	140	
Saccade	22322	22352	30	
Fixation	22372	22732	360	
Saccade	22732	22742	10	
Fixation	22782	22862	80	
Saccade	22862	22902	40	
Saccade	22922	22962	40	
Fixation	22982	23242	260	
Saccade	23411	23421	10	
Fixation	23421	24051	630	
Fixation	24301	25001	700	
Fixation	25240	25940	700	
Fixation	25960	26460	500	
Saccade	26590	26620	30	
Saccade	26650	26680	30	
