Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]
75	195	120	912.0	571.0
1064	1244	180	801.0	612.0
1514	2054	540	1162.0	502.0
2224	2314	90	549.0	606.0
2474	2723	250	1259.0	445.0
2943	3443	500	744.0	584.0
3463	3603	140	1016.0	588.0
3753	3833	80	690.0	458.0
3853	4043	190	773.0	541.0
4083	4322	240	953.0	421.0
4352	4522	170	871.0	530.0
4552	4972	420	938.0	637.0
5002	5612	610	939.0	529.0
5632	5971	340	949.0	544.0
5981	7041	1059	911.0	639.0
7241	7351	110	1225.0	630.0
7361	7620	260	1029.0	684.0
7630	8160	530	941.0	595.0
8230	8300	70	1434.0	590.0
8320	8430	110	1228.0	594.0
8530	8680	150	1010.0	502.0
8700	9040	340	1053.0	545.0
9060	9229	170	1010.0	431.0
9259	9519	260	1054.0	548.0
9549	9709	160	1010.0	408.0
9729	9889	160	1079.0	485.0
9909	10059	150	1142.0	553.0
10079	10299	220	1255.0	645.0
10339	10619	280	1012.0	779.0
10649	10848	200	886.0	704.0
10868	10998	130	924.0	609.0
11038	11698	660	830.0	574.0
11738	12038	300	1145.0	373.0
12088	12398	310	920.0	552.0
12438	12657	220	1065.0	385.0
12667	14007	1339	1039.0	443.0
14386	15556	1169	894.0	604.0
15885	16025	140	1248.0	695.0
16045	16825	780	995.0	665.0
16845	17285	440	895.0	517.0
17295	18154	859	874.0	582.0
18174	18604	430	802.0	565.0
18624	19193	570	860.0	536.0
19253	19603	350	1151.0	495.0
19643	19833	190	1177.0	539.0
19863	20093	230	1101.0	610.0
20133	20313	180	1061.0	409.0
20333	20812	480	947.0	491.0
20852	21142	290	1165.0	592.0
21182	21932	750	964.0	501.0
21992	22621	630	973.0	625.0
22661	24220	1559	1158.0	615.0
24650	24820	170	580.0	577.0
24840	24980	140	716.0	486.0
25010	25370	360	914.0	450.0
25400	25779	380	957.0	589.0
25799	26029	230	915.0	656.0
26059	26699	640	927.0	513.0
26719	27009	290	869.0	592.0
27039	27518	480	874.0	459.0
27538	27708	170	884.0	557.0
27738	27858	120	856.0	397.0
27888	28278	390	886.0	563.0
28308	28558	250	874.0	451.0
28568	28718	150	910.0	403.0
28748	28948	200	932.0	609.0
29147	29247	100	1299.0	714.0
29267	29367	100	1181.0	750.0
29387	29537	150	1005.0	687.0
29547	29987	440	929.0	575.0
30007	30417	410	835.0	551.0
30437	30597	160	877.0	676.0
30617	30916	300	945.0	624.0
30946	31206	260	818.0	610.0
31366	31506	140	1152.0	635.0
31536	31846	310	1075.0	556.0
31886	32056	170	957.0	848.0
32106	32505	400	842.0	391.0
32525	32895	370	934.0	388.0
32915	33405	490	949.0	484.0
33415	33875	460	1020.0	472.0
33925	34254	330	968.0	608.0
34274	34644	370	1082.0	589.0
34664	35364	700	1086.0	437.0
35624	35793	170	613.0	486.0
35803	35973	170	714.0	465.0
36003	36253	250	933.0	527.0
36283	36533	250	950.0	716.0
36543	37003	460	883.0	635.0
37023	37273	250	789.0	655.0
38282	38482	200	1357.0	745.0
38522	39481	959	926.0	687.0
39501	39821	320	845.0	604.0
39841	40191	350	928.0	593.0
40211	40551	340	839.0	592.0
40561	40920	360	886.0	561.0
40940	41120	180	724.0	559.0
41200	41510	310	1118.0	500.0
41540	41690	150	817.0	457.0
41740	42170	430	1049.0	586.0
42210	42599	390	1328.0	598.0
42629	42819	190	1193.0	519.0
42849	43069	220	1290.0	635.0
43119	43619	500	917.0	579.0
43649	43869	220	1082.0	613.0
43919	44058	140	869.0	788.0
44088	44668	580	945.0	633.0
44678	45608	929	1044.0	538.0
45618	45927	310	1019.0	685.0
46187	46377	190	752.0	448.0
46407	46497	90	903.0	590.0
46527	46807	280	900.0	460.0
46837	46997	160	994.0	522.0
47017	47207	190	936.0	606.0
47227	47966	740	855.0	608.0
47986	48606	620	937.0	580.0
48926	49235	310	1143.0	814.0
49485	49765	280	908.0	652.0
49795	50235	440	786.0	655.0
