Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
1884	1914	30
1924	1944	20
2424	2454	30
2544	2573	30
2623	2683	60
2693	2733	40
2753	2773	20
2803	2853	50
2863	2903	40
2923	2943	20
2953	2973	20
2993	3003	10
3023	3053	30
3103	3113	10
3123	3153	30
3173	3193	20
3503	3533	30
5002	5032	30
5322	5362	40
6611	6621	10
7720	7740	20
7920	8010	90
8530	8560	30
8720	8750	30
8950	9010	60
9479	9499	20
9959	9979	20
10239	10269	30
11858	11898	40
12118	12138	20
12288	12328	40
14367	14417	50
14437	14457	20
14546	14596	50
14766	14786	20
14956	15036	80
15076	15096	20
15126	15136	10
15466	15486	20
15726	15756	30
16146	16166	20
16255	16285	30
16855	16895	40
17215	17235	20
18904	18924	20
18954	18984	30
19024	19044	20
19114	19134	20
20033	20053	20
20203	20233	30
20273	20303	30
20573	20603	30
20933	20953	20
20993	21013	20
21223	21243	20
21323	21362	40
21712	21732	20
22272	22322	50
22532	22582	50
23601	23671	70
23691	23731	40
23751	23771	20
23961	23981	20
24241	24261	20
24411	24431	20
24760	24800	40
24810	24830	20
25040	25070	30
25350	25420	70
25500	25530	30
26519	26549	30
28888	28898	10
29977	30017	40
30197	30287	90
30607	30637	30
30687	30717	30
32356	32486	130
32496	32536	40
32786	32816	30
33096	33136	40
33345	33365	20
34075	34095	20
34315	34325	10
34535	34575	40
35094	35124	30
35324	35344	20
35364	35394	30
35614	35624	10
36244	36264	20
36304	36354	50
36394	36414	20
36464	36484	20
36693	36703	10
36913	36923	10
37563	37623	60
37633	37643	10
37683	37733	50
39002	39072	70
39452	39482	30
39502	39562	60
40691	40711	20
40771	40811	40
41071	41101	30
41301	41311	10
41761	41801	40
41920	41950	30
42160	42180	20
42380	42430	50
42700	42730	30
43200	43240	40
43300	43320	20
44109	44119	10
45578	45588	10
46638	46658	20
47327	47337	10
47647	47677	30
48007	48047	40
48367	48387	20
48407	48427	20
48437	48477	40
48616	48636	20
48846	48866	20
48896	48916	20
49296	49346	50
51585	51605	20
51735	51755	20
51775	51815	40
51915	52005	90
52124	52144	20
52254	52284	30
52814	52864	50
53174	53194	20
54413	54433	20
54703	54723	20
55253	55283	30
55702	55732	30
55962	55982	20
56022	56112	90
56132	56172	40
56182	56262	80
56282	56302	20
56322	56362	40
56442	56462	20
56572	56592	20
56772	56812	40
57811	57831	20
58071	58161	90
58191	58211	20
58351	58371	20
58531	58561	30
59490	59620	130
59630	59670	40
59740	59800	60
60639	60669	30
62169	62179	10
62448	62478	30
62728	62748	20
63288	63338	50
63588	63618	30
64717	64737	20
65207	65237	30
65317	65347	30
65587	65607	20
67156	67176	20
67805	67825	20
68955	68965	10
69154	69164	10
70284	70314	30
70334	70354	20
70414	70434	20
70564	70584	20
70604	70654	50
70793	70843	50
70943	70963	20
71173	71213	40
71553	71603	50
72153	72193	40
73592	73612	20
73712	73762	50
73802	73822	20
73842	73862	20
73872	73932	60
73992	74012	20
74361	74381	20
74751	74761	10
74961	75001	40
75071	75101	30
75271	75331	60
75361	75381	20
75421	75441	20
76650	76690	40
76740	76760	20
76800	76820	20
76940	76970	30
76990	77020	30
78119	78139	20
78769	78799	30
78969	79019	50
79039	79079	40
79099	79149	50
79299	79318	20
79388	79428	40
79948	79958	10
80708	80738	30
80818	80868	50
80888	81107	220
81117	81137	20
81157	81207	50
81217	81227	10
81247	81257	10
81477	81497	20
81987	82017	30
82736	82786	50
85555	85585	30
85855	85895	40
85955	85985	30
86284	86324	40
86734	86754	20
86854	86884	30
86904	86954	50
87444	87514	70
87534	87554	20
88333	88353	20
88803	88833	30
88843	88893	50
88913	88923	10
88933	88963	30
88983	89003	20
89023	89083	60
89143	89163	20
89283	89303	20
89682	89712	30
89912	89932	20
90282	90292	10
90992	91012	20
92171	92201	30
92791	92841	50
93110	93180	70
93830	93870	40
93960	93980	20
94110	94120	10
94190	94210	20
94799	94819	20
95729	95749	20
95759	95779	20
95869	95879	10
96219	96239	20
96538	96578	40
96598	96638	40
97048	97078	30
97518	97548	30
97698	97708	10
97988	98027	40
98747	98787	40
98907	98947	40
98957	98977	20
98987	99007	20
99437	99507	70
99517	99547	30
99607	99627	20
99766	99786	20
100046	100076	30
100106	100126	20
100366	100386	20
101755	101785	30
102115	102165	50
102845	102865	20
103095	103115	20
103384	103404	20
104154	104184	30
104234	104254	20
105123	105153	30
106123	106243	120
106333	106363	30
106403	106433	30
108271	108291	20
108311	108331	20
110100	110130	30
110190	110220	30
