event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	185	185	
Fixation	305	575	270	
Saccade	575	675	100	
Saccade	1244	1264	20	
Saccade	1274	1304	30	
Saccade	1384	1414	30	
Saccade	1434	1464	30	
Fixation	1494	1604	110	
Saccade	1624	1644	20	
Fixation	1644	1714	70	
Saccade	1714	1734	20	
Saccade	1774	1794	20	
Saccade	1804	1834	30	
Fixation	1894	2104	210	
Saccade	2104	2114	10	
Fixation	2194	2284	90	
Fixation	2304	2414	110	
Fixation	2474	2653	180	
Saccade	2793	2823	30	
Saccade	2873	2893	20	
Fixation	3023	3113	90	
Saccade	4303	4412	110	
Fixation	4412	4522	110	
Fixation	4542	4632	90	
Saccade	4632	4672	40	7.37
Fixation	4672	4782	110	
Saccade	4832	4852	20	
Fixation	4852	4952	100	
Fixation	4972	5052	80	
Saccade	5052	5072	20	
Saccade	5132	5162	30	
Fixation	5162	5262	100	
Saccade	5262	5282	20	3.8
Fixation	5282	5362	80	
Saccade	5442	5532	90	
Saccade	5582	5652	70	
Fixation	5692	5802	110	
Fixation	5822	5922	100	
Saccade	5962	6041	80	
Saccade	6111	6141	30	
Saccade	6151	6191	40	
Saccade	6251	6271	20	
Fixation	6271	6371	100	
Fixation	6391	6461	70	
Fixation	6541	6671	130	
Fixation	6691	6801	110	
Fixation	6821	7041	220	
Saccade	7041	7071	30	6.38
Fixation	7071	7151	80	
Fixation	7241	7331	90	
Fixation	7391	7531	140	
Saccade	7531	7571	40	10.08
Fixation	7571	7770	200	
Fixation	7790	7900	110	
Fixation	7940	8050	110	
Fixation	8070	8180	110	
Fixation	8220	8370	150	
Saccade	8420	8440	20	
Fixation	8490	8580	90	
Saccade	8580	8600	20	
Saccade	8640	8680	40	
Saccade	8770	8890	120	
Saccade	8960	9020	60	
Saccade	9040	9060	20	
Saccade	9150	9170	20	
Saccade	9190	9210	20	
Fixation	9210	9320	110	
Saccade	9380	9439	60	
Fixation	9439	9569	130	
Saccade	9609	9679	70	
Saccade	9779	9809	30	
Fixation	9909	10089	180	
Saccade	10159	10179	20	
Fixation	10179	10309	130	
Saccade	10309	10349	40	
Saccade	10379	10399	20	
Fixation	10439	10549	110	
Fixation	10569	10689	120	
Fixation	10709	10809	100	
Saccade	10869	10889	20	
Fixation	10889	11019	130	
Saccade	11208	11228	20	
Saccade	11248	11268	20	
Saccade	11348	11368	20	
Saccade	11458	11478	20	
Fixation	11478	11718	240	
Fixation	11738	11828	90	
Fixation	11868	12098	230	
Fixation	12138	12248	110	
Fixation	12268	12388	120	
Saccade	12428	12508	80	
Saccade	12528	12558	30	
Saccade	12578	12598	20	
Saccade	12628	12648	20	
Saccade	12738	12758	20	
Fixation	12758	12868	110	
Saccade	12868	12888	20	
Fixation	12957	13027	70	
Saccade	13027	13047	20	
Fixation	13107	13477	370	
Saccade	13477	13507	30	
Fixation	13527	13757	230	
Saccade	13837	13847	10	
Saccade	13857	13887	30	
Saccade	13977	14037	60	
Fixation	14077	14187	110	
Saccade	14227	14257	30	
Fixation	14257	14357	100	
Saccade	14437	14467	30	
Fixation	14527	14597	70	
Saccade	14597	14636	40	8.36
Fixation	14636	14816	180	
Saccade	14816	14846	30	5.87
Fixation	14846	14956	110	
Fixation	15036	15256	220	
Saccade	15256	15306	50	
Fixation	15326	15466	140	
Saccade	15466	15486	20	4.96
Fixation	15486	15586	100	
Saccade	15606	15636	30	
Fixation	15636	15716	80	
Saccade	15796	15826	30	
Fixation	15826	15906	80	
Fixation	16026	16146	120	
Saccade	16146	16166	20	
Saccade	16186	16216	30	
Fixation	16336	16555	220	
Saccade	16635	16695	60	
Fixation	16695	16905	210	
Saccade	16925	16945	20	
Fixation	16945	17185	240	
Fixation	17285	17415	130	
Saccade	17435	17475	40	
Fixation	17475	17545	70	
Fixation	17585	17735	150	
Saccade	17735	17855	120	
Fixation	17875	17965	90	
Saccade	17965	17985	20	
Fixation	18005	18114	110	
Saccade	18114	18154	40	
Saccade	18174	18204	30	
Saccade	18314	18354	40	
Saccade	18374	18384	10	
Saccade	18404	18414	10	
Saccade	18444	18464	20	
Fixation	18534	18704	170	
Saccade	18704	18714	10	
Saccade	18754	18764	10	
Saccade	18784	18804	20	
Fixation	18974	19154	180	
Fixation	19244	19484	240	
Fixation	19524	19674	150	
Saccade	19674	19704	30	6.77
Fixation	19704	19853	150	
Saccade	19853	19903	50	
Saccade	19943	19973	30	
Fixation	19973	20083	110	
Saccade	20083	20103	20	
Saccade	20243	20263	20	
Fixation	20263	20343	80	
Fixation	20403	20503	100	
Fixation	20523	20613	90	
Fixation	20653	20763	110	
Fixation	20803	20923	120	
Saccade	20983	21013	30	
Fixation	21013	21083	70	
Fixation	21103	21203	100	
Fixation	21243	21373	130	
Saccade	21423	21443	20	
Fixation	21502	21622	120	
Saccade	21622	21642	20	4.13
Fixation	21642	21782	140	
Fixation	21802	21942	140	
Saccade	21942	21962	20	3.28
Fixation	21962	22032	70	
Saccade	22092	22122	30	
Fixation	22122	22322	200	
Fixation	22342	22452	110	
Fixation	22472	22582	110	
Fixation	22602	22732	130	
Fixation	22752	22872	120	
Saccade	22942	23002	60	
Saccade	23042	23062	20	
Saccade	23082	23092	10	
Saccade	23211	23241	30	
Fixation	23301	23411	110	
Saccade	23471	23561	90	
Saccade	23591	23641	50	
Fixation	23791	23871	80	
Fixation	23891	23981	90	
Fixation	24001	24151	150	
Fixation	24171	24671	500	
Fixation	24691	24821	130	
Saccade	24841	24891	50	
Saccade	24910	24940	30	
Saccade	25020	25040	20	
Saccade	25110	25150	40	
Saccade	25170	25190	20	
Saccade	25240	25270	30	
Fixation	25270	25350	80	
Saccade	25390	25440	50	
Fixation	25440	25650	210	
Fixation	25670	25770	100	
Saccade	25820	25840	20	
Saccade	25950	25970	20	
Saccade	26030	26040	10	
Fixation	26040	26130	90	
Saccade	26130	26170	40	
Fixation	26210	26300	90	
Saccade	26320	26350	30	
Fixation	26350	26500	150	
Saccade	26500	26510	10	
Fixation	26620	26739	120	
Fixation	26759	26889	130	
Fixation	26909	27029	120	
Saccade	27029	27089	60	
Fixation	27199	27279	80	
Saccade	27279	27329	50	12.33
Fixation	27329	27659	330	
Saccade	27659	27719	60	
Saccade	27819	27849	30	
Fixation	27869	27969	100	
Saccade	28009	28029	20	
Fixation	28029	28119	90	
Saccade	28209	28219	10	
Fixation	28289	28418	130	
Fixation	28438	28618	180	
Saccade	28618	28648	30	3.58
Fixation	28648	28778	130	
Saccade	28778	28798	20	
Saccade	28838	28938	100	
Saccade	28948	28968	20	
Saccade	28978	28998	20	
Fixation	29118	29238	120	
Saccade	29298	29328	30	
Saccade	29408	29498	90	
Saccade	29518	29538	20	
Fixation	29538	29628	90	
Saccade	29668	29718	50	
Saccade	29808	29848	40	
Saccade	29858	29898	40	
Fixation	29898	30058	160	
Fixation	30077	30157	80	
Saccade	30157	30187	30	
Fixation	30207	30317	110	
Fixation	30337	30717	380	
Fixation	30757	30917	160	
Fixation	30937	31137	200	
Fixation	31287	31467	180	
Fixation	31557	31747	190	
Saccade	31747	31816	70	
Saccade	31836	31856	20	
Saccade	31896	31956	60	
Saccade	31976	32006	30	
Saccade	32016	32036	20	
Saccade	32056	32086	30	
Saccade	32106	32156	50	
Saccade	32186	32216	30	
Saccade	32276	32296	20	
Saccade	32346	32396	50	
Saccade	32476	32506	30	
Saccade	32576	32596	20	
Saccade	32626	32646	20	
Saccade	32776	32796	20	
Fixation	32796	33006	210	
Fixation	33056	33156	100	
Fixation	33176	33286	110	
Fixation	33326	33406	80	
Saccade	33406	33466	60	
Saccade	33505	33565	60	
Saccade	33755	33775	20	
Fixation	33775	33865	90	
Saccade	33985	34015	30	
Fixation	34035	34135	100	
Saccade	34235	34285	50	
Fixation	34325	34395	70	
Saccade	34395	34445	50	12.86
Fixation	34445	34605	160	
Fixation	34625	34755	130	
Saccade	34755	34805	50	
Saccade	34855	34905	50	
Saccade	34935	34955	20	
Saccade	34975	35005	30	
Saccade	35025	35035	10	
Saccade	35075	35095	20	
Fixation	35135	35394	260	
Fixation	35454	35634	180	
Fixation	35724	35834	110	
Saccade	35854	35944	90	
Saccade	35954	35974	20	
Saccade	35994	36034	40	
Fixation	36154	36254	100	
Fixation	36274	36384	110	
Saccade	36404	36464	60	
Fixation	36464	36574	110	
Saccade	36654	36674	20	
Fixation	36694	36864	170	
Saccade	36864	36904	40	
Fixation	36973	37083	110	
Fixation	37103	37253	150	
Fixation	37273	37363	90	
Fixation	37403	37613	210	
Saccade	37613	37633	20	
Saccade	37673	37743	70	
Saccade	37783	37793	10	
Fixation	37793	37883	90	
Saccade	37883	37903	20	
Fixation	37973	38083	110	
Saccade	38083	38183	100	
Fixation	38203	38433	230	
Saccade	38493	38533	40	
Saccade	38742	38772	30	
Fixation	38772	38902	130	
Saccade	38982	39012	30	
Fixation	39012	39172	160	
Saccade	39232	39262	30	
Fixation	39342	39492	150	
Saccade	39492	39502	10	3.44
Fixation	39502	39582	80	
Saccade	39662	39692	30	
Fixation	39692	39962	270	
Fixation	40002	40152	150	
Fixation	40172	40262	90	
Fixation	40302	40431	130	
Fixation	40451	40571	120	
Fixation	40591	40981	390	
Fixation	41001	41151	150	
Fixation	41271	41401	130	
Fixation	41421	41491	70	
Saccade	41591	41611	20	
Saccade	41621	41641	20	
Saccade	41671	41691	20	
Saccade	41711	41731	20	
Fixation	41771	41841	70	
Fixation	41861	41931	70	
Saccade	41931	41951	20	
Fixation	41991	42240	250	
Fixation	42260	42390	130	
Saccade	42390	42420	30	5.73
Fixation	42420	42500	80	
Fixation	42540	42630	90	
Saccade	42630	42640	10	
Saccade	42660	42670	10	
Saccade	42680	42760	80	
Fixation	42810	42910	100	
Saccade	43000	43020	20	
Fixation	43020	43120	100	
Fixation	43240	43420	180	
Saccade	43440	43480	40	
Fixation	43520	43650	130	
Fixation	43670	43770	100	
Fixation	43789	43989	200	
Saccade	43989	44019	30	8.52
