Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
5	35	30
45	95	50
295	325	30
335	355	20
365	375	10
445	475	30
505	525	20
765	795	30
835	874	40
1234	1244	10
1324	1344	20
1424	1444	20
1524	1544	20
1554	1594	40
2104	2124	20
2314	2344	30
2623	2643	20
2653	2673	20
3053	3123	70
3143	3173	30
3193	3203	10
3333	3353	20
3513	3553	40
3713	3733	20
3893	3923	30
4063	4083	20
4242	4272	30
4422	4472	50
4812	4842	30
5302	5332	30
5732	5772	40
6271	6301	30
6461	6501	40
6611	6651	40
6671	6711	40
6761	6831	70
6841	6931	90
7131	7141	10
7361	7391	30
7501	7521	20
7770	7790	20
8210	8230	20
8430	8460	30
9369	9419	50
9459	9579	120
9609	9629	20
9649	9659	10
9679	9689	10
9829	9859	30
10049	10079	30
10409	10479	70
10499	10539	40
10719	10729	10
10899	10919	20
11348	11398	50
11788	11838	50
12408	12468	60
13667	13737	70
14017	14027	10
14047	14087	40
14147	14177	30
14187	14287	100
14866	14876	10
15396	15406	10
15716	15726	10
15876	15906	30
15946	16006	60
16125	16165	40
16365	16385	20
16605	16635	30
16905	16935	30
17924	17994	70
18194	18224	30
18524	18544	20
18944	19024	80
19084	19104	20
19124	19154	30
19174	19194	20
19434	19513	80
19533	19583	50
19783	19803	20
20043	20073	30
20223	20253	30
20643	20663	20
20863	20923	60
21222	21242	20
21262	21292	30
21522	21572	50
22242	22262	20
22532	22592	60
22602	22642	40
22961	23011	50
23551	23561	10
23581	23631	50
23711	23731	20
23791	23881	90
23901	23921	20
24101	24111	10
24411	24441	30
24650	24670	20
25490	25500	10
25710	25720	10
25910	25950	40
26359	26369	10
26539	26559	20
26919	26949	30
27439	27459	20
27948	27978	30
28328	28338	10
28668	28688	20
29018	29038	20
29268	29298	30
29328	29368	40
29378	29388	10
29398	29428	30
29458	29478	20
29548	29568	20
30167	30177	10
30517	30547	30
30767	30807	40
30817	30887	70
31157	31207	50
31376	31406	30
31546	31566	20
31746	31756	10
31946	31976	30
32246	32276	30
32526	32556	30
32966	32985	20
33435	33465	30
33845	33895	50
34115	34155	40
34375	34395	20
34405	34445	40
34515	34565	50
34585	34685	100
35034	35064	30
35734	35754	20
36763	36773	10
36783	36823	40
36873	36893	20
36903	37003	100
37053	37093	40
37333	37363	30
37793	37813	20
38362	38372	10
38932	38952	20
39921	39941	20
40121	40201	80
40221	40271	50
40291	40321	30
40451	40471	20
40601	40641	40
40771	40821	50
41051	41091	40
41451	41500	50
41840	41880	40
41990	42000	10
42240	42290	50
42610	42630	20
42910	42970	60
43020	43050	30
43060	43070	10
43090	43199	110
43289	43299	10
43459	43489	30
43649	43679	30
44069	44089	20
44269	44299	30
44838	44858	20
45208	45248	40
45338	45408	70
45508	45548	40
45728	45768	40
46488	46557	70
46967	46987	20
47467	47487	20
47567	47587	20
47837	47867	30
48186	48196	10
48206	48256	50
48346	48366	20
48376	48396	20
48426	48446	20
48456	48546	90
48856	48886	30
49026	49056	30
49326	49346	20
49606	49626	20
49826	49846	20
50095	50125	30
50375	50395	20
50815	50835	20
51065	51075	10
51435	51455	20
51874	51884	10
52144	52174	30
52464	52484	20
53273	53333	60
53383	53463	80
53483	53513	30
53663	53693	30
54023	54053	30
54453	54473	20
55422	55492	70
55512	55562	50
55572	55582	10
55692	55722	30
55872	55882	10
56002	56052	50
56462	56502	40
56751	56791	40
56831	56871	40
56881	56931	50
57391	57411	20
57421	57521	100
57531	57611	80
57841	57881	40
58890	58930	40
59360	59410	50
59650	59710	60
59850	59950	100
59970	59980	10
60369	60389	20
60579	60599	20
61838	61858	20
61998	62028	30
63008	63018	10
63677	63707	30
63757	63867	110
63957	63987	30
64117	64157	40
64377	64397	20
64667	64697	30
66506	66586	80
66606	66666	60
66676	66706	30
66865	66895	30
67005	67015	10
67165	67195	30
67345	67385	40
67755	67785	30
68145	68165	20
68544	68574	30
69144	69164	20
69574	69594	20
69684	69704	20
69934	69964	30
70123	70143	20
70153	70193	40
70303	70343	40
70363	70423	60
70443	70473	30
70493	70523	30
70553	70573	20
70673	70703	30
70843	70853	10
71473	71493	20
71892	71902	10
71922	71942	20
72012	72052	40
72062	72122	60
72132	72152	20
72192	72222	30
72322	72332	10
72502	72532	30
72852	72882	30
73072	73102	30
73901	73911	10
74061	74071	10
74221	74251	30
74731	74801	70
74821	74871	50
74991	75011	20
75161	75200	40
75410	75440	30
75600	75630	30
75810	75830	20
75970	76000	30
76190	76210	20
76450	76470	20
76730	76760	30
76909	76929	20
77049	77119	70
77279	77319	40
77489	77509	20
77699	77719	20
77959	78009	50
78319	78329	10
78449	78459	10
78848	78898	50
79148	79178	30
79228	79268	40
79288	79398	110
79458	79478	20
79878	80008	130
80028	80098	70
80168	80178	10
80597	80627	30
80927	80977	50
81287	81297	10
81307	81357	50
81467	81477	10
81497	81607	110
81817	81827	10
81867	81877	10
82076	82116	40
82566	82596	30
82846	82866	20
83006	83036	30
83436	83456	20
83615	83635	20
83875	83895	20
84425	84445	20
84745	84765	20
84925	84945	20
85115	85135	20
85514	85554	40
85614	85644	30
85664	85724	60
85804	85824	20
85954	85984	30
86484	86514	30
86884	86954	70
86973	87033	60
87313	87323	10
87463	87503	40
87683	87723	40
87843	87873	30
88143	88173	30
88473	88523	50
88812	88842	30
89052	89092	40
89492	89522	30
89542	89572	30
89652	89662	10
89982	90032	50
90282	90322	40
90661	90671	10
90681	90731	50
90801	90871	70
90891	90971	80
91141	91171	30
91521	91541	20
91711	91741	30
92190	92210	20
92440	92460	20
92570	92600	30
92850	92860	10
93400	93410	10
93749	93759	10
94039	94059	20
94289	94299	10
94399	94429	30
95079	95109	30
95319	95339	20
95728	95808	80
95978	95998	20
96008	96048	40
96108	96118	10
96858	96898	40
96908	96958	50
97447	97507	60
