event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	155	155	
Saccade	155	175	20	
Saccade	305	315	10	
Fixation	315	545	230	
Fixation	565	755	190	
Saccade	755	785	30	6.74
Fixation	785	1094	310	
Fixation	1144	1414	270	
Fixation	1434	1634	200	
Saccade	1634	1694	60	
Saccade	2144	2164	20	
Saccade	2174	2194	20	
Saccade	2264	2294	30	
Saccade	2314	2334	20	
Saccade	2374	2414	40	
Fixation	2414	2484	70	
Saccade	2484	2514	30	
Fixation	2554	2703	150	
Saccade	2703	2713	10	2.09
Fixation	2713	2813	100	
Fixation	2833	3113	280	
Saccade	3153	3193	40	
Fixation	3213	3483	270	
Saccade	3593	3603	10	
Fixation	3603	3763	160	
Fixation	3783	3883	100	
Fixation	3903	4183	280	
Fixation	4203	4302	100	
Saccade	4302	4322	20	
Fixation	4362	4462	100	
Fixation	4482	4592	110	
Saccade	4642	4672	30	
Saccade	4712	4742	30	
Saccade	6681	6711	30	
Saccade	6751	6761	10	
Saccade	6781	6801	20	
Fixation	6801	6911	110	
Saccade	6911	6931	20	
Saccade	6951	6971	20	
Fixation	6971	7061	90	
Saccade	7181	7211	30	
Fixation	7211	7341	130	
Fixation	7381	7611	230	
Saccade	7651	7690	40	
Fixation	7690	8000	310	
Saccade	8000	8030	30	
Fixation	8070	8160	90	
Fixation	8200	8310	110	
Fixation	8330	8460	130	
Saccade	8550	8600	50	
Fixation	8620	8750	130	
Fixation	8770	8990	220	
Saccade	8990	9010	20	
Fixation	9050	9160	110	
Fixation	9180	9449	270	
Fixation	9469	10029	560	
Fixation	10079	10199	120	
Fixation	10219	10299	80	
Saccade	10349	10359	10	
Fixation	10399	10579	180	
Fixation	10599	10849	250	
Fixation	10869	11128	260	
Fixation	11168	11408	240	
Fixation	11428	11498	70	
Fixation	11628	11838	210	
Fixation	11878	11998	120	
Fixation	12018	12148	130	
Fixation	12168	12538	370	
Saccade	12538	12588	50	2.0
Fixation	12588	12837	250	
Saccade	12837	12857	20	
Fixation	12877	12997	120	
Saccade	13047	13107	60	
Saccade	13117	13147	30	
Fixation	13177	13257	80	
Saccade	13257	13277	20	
Fixation	13297	13397	100	
Saccade	13397	13417	20	
Fixation	13437	13517	80	
Saccade	13517	13537	20	3.0
Fixation	13537	13747	210	
Saccade	13747	13777	30	6.46
Fixation	13777	14077	300	
Saccade	14077	14097	20	
Fixation	14137	14227	90	
Fixation	14247	14347	100	
Saccade	14347	14367	20	4.05
Fixation	14367	14496	130	
Saccade	14496	14526	30	
Fixation	14566	14676	110	
Fixation	14696	14816	120	
Saccade	14866	14906	40	
Fixation	14906	15076	170	
Saccade	15116	15126	10	
Saccade	15136	15156	20	
Fixation	15156	15276	120	
Fixation	15296	15366	70	
Fixation	15386	15676	290	
Fixation	15696	15796	100	
Saccade	16145	16175	30	
Fixation	16175	16285	110	
Saccade	16285	16315	30	
Fixation	16385	16765	380	
Saccade	16815	16825	10	
Fixation	16825	17095	270	
Saccade	17135	17155	20	
Saccade	17165	17245	80	
Saccade	17355	17365	10	
Fixation	17365	17445	80	
Fixation	17595	17675	80	
Saccade	17675	17705	30	
Saccade	17844	17864	20	
Fixation	18034	18184	150	
Saccade	18184	18214	30	6.71
Fixation	18214	18294	80	
Fixation	18314	18524	210	
Fixation	18594	18704	110	
Saccade	18704	18724	20	2.8
Fixation	18724	18974	250	
Saccade	18974	18994	20	3.56
Fixation	18994	19084	90	
Fixation	19164	19264	100	
Fixation	19284	19394	110	
Fixation	19414	19683	270	
Fixation	19703	19793	90	
Fixation	19813	19943	130	
Fixation	19963	20083	120	
Fixation	20103	20453	350	
Fixation	20533	20743	210	
